ID,latitude,longitude,elevation,date,h_acc,v_acc
SAP1Z1CR1,-19.68069178,29.31361365,1344.954,10/02/2026,,
SAP1Z1CR4,-19.68070079,29.31342051,1344.844,10/02/2026,,
SAP1Z1Q1,-19.68072112,29.31356948,1344.825,10/02/2026,,
SAP1Z1Q2,-19.68090458,29.31353111,1345.613,10/02/2026,,
SAP1Z1Q3,-19.68092887,29.31338086,1345.701,10/02/2026,,
SAP1Z1Q4,-19.68073266,29.31344774,1344.977,10/02/2026,,
SAP1Z1Q5,-19.68083891,29.31349826,1345.353,10/02/2026,,
SAP1Z2CR4,-19.68069212,29.3132347,1345.213,10/02/2026,,
SAP1Z2Q1,-19.68072882,29.31337884,1344.952,10/02/2026,,
SAP1Z2Q2,-19.6809278,29.31330086,1345.842,10/02/2026,,
SAP1Z2Q3,-19.68093172,29.31320895,1346.1,10/02/2026,,
SAP1Z2Q4,-19.68073623,29.31325787,1345.299,10/02/2026,,
SAP1Z2Q5,-19.68082232,29.31327985,1345.286,10/02/2026,,
SAP1Z3CR1,-19.68096147,29.31355606,1345.877,10/02/2026,,
SAP1Z3CR2,-19.68122832,29.31347876,1346.193,10/02/2026,,
SAP1Z3CR3,-19.6812377,29.31330365,1347.933,10/02/2026,,
SAP1Z3Q1,-19.68100463,29.3135222,1345.747,10/02/2026,,
SAP1Z3Q2,-19.68121444,29.31343672,1346.978,10/02/2026,,
SAP1Z3Q3,-19.68120685,29.31333487,1347.631,10/02/2026,,
SAP1Z3Q4,-19.68099135,29.31337392,1346.057,10/02/2026,,
SAP1Z3Q5,-19.68109119,29.31338198,1346.339,10/02/2026,,
SAP1Z4CR3,-19.68095822,29.31317051,1346.935,10/02/2026,,
SAP1Z4CR4,-19.68122225,29.31311554,1348.874,10/02/2026,,
SAP1Z4Q1,-19.68098918,29.31331618,1346.327,10/02/2026,,
SAP1Z4Q2,-19.68120323,29.31326592,1347.789,10/02/2026,,
SAP1Z4Q3,-19.68119961,29.31316208,1348.594,10/02/2026,,
SAP1Z4Q4,-19.68098862,29.31320014,1346.677,10/02/2026,,
SAP1Z4Q5,-19.68108017,29.31322122,1346.925,10/02/2026,,
SAP1ZCENTER,-19.68096168,29.31334606,1346.172,10/02/2026,,
SAP2Z1CR1,-19.68074173,29.31419703,1346.969,10/02/2026,,
SAP2Z1CR2,-19.68101005,29.31414505,1346.948,10/02/2026,,
SAP2Z1Q1,-19.68077149,29.31416082,1346.922,10/02/2026,,
SAP2Z1Q2,-19.68096302,29.31411861,1346.971,10/02/2026,,
SAP2Z1Q3,-19.68095877,29.31397552,1346.632,10/02/2026,,
SAP2Z1Q4,-19.6807556,29.31404732,1347.105,10/02/2026,,
SAP2Z1Q5,-19.68088154,29.31406281,1346.748,10/02/2026,,
SAP2Z2CR1,-19.6807212,29.31400539,1346.736,10/02/2026,,
SAP2Z2CR4,-19.68070757,29.31381413,1345.783,10/02/2026,,
SAP2Z2Q1,-19.68075207,29.31396754,1346.513,10/02/2026,,
SAP2Z2Q2,-19.68095866,29.31390255,1346.631,10/02/2026,,
SAP2Z2Q3,-19.68094231,29.31378806,1346.249,10/02/2026,,
SAP2Z2Q4,-19.680742,29.31385184,1346.01,10/02/2026,,
SAP2Z2Q5,-19.68085064,29.31388447,1346.573,10/02/2026,,
SAP2Z3CR2,-19.68128654,29.31410886,1347.319,10/02/2026,,
SAP2Z3CR4,-19.68126003,29.31391668,1346.751,10/02/2026,,
SAP2Z3Q1,-19.68103777,29.31411415,1347.086,10/02/2026,,
SAP2Z3Q2,-19.6812571,29.31406682,1347.119,10/02/2026,,
SAP2Z3Q3,-19.68123115,29.31396324,1346.881,10/02/2026,,
SAP2Z3Q4,-19.6810294,29.31397734,1346.913,10/02/2026,,
SAP2Z3Q5,-19.68112235,29.31401499,1347.083,10/02/2026,,
SAP2Z4CR3,-19.68125492,29.31372239,1346.033,10/02/2026,,
SAP2Z4CR4,-19.6809775,29.31374797,1345.935,10/02/2026,,
SAP2Z4Q1,-19.68102409,29.31390328,1346.565,10/02/2026,,
SAP2Z4Q2,-19.6812352,29.31388432,1346.691,10/02/2026,,
SAP2Z4Q3,-19.68122771,29.31376508,1346.219,10/02/2026,,
SAP2Z4Q4,-19.68101228,29.31378225,1346.186,10/02/2026,,
SAP2Z4Q5,-19.68110387,29.31383633,1346.532,10/02/2026,,
SAP2ZCENTER,-19.68098923,29.31394217,1346.476,10/02/2026,,
SAP3Z1CR1,-19.68152407,29.31365541,1346.94,10/02/2026,,
SAP3Z1CR4,-19.68179211,29.3136075,1348.105,10/02/2026,,
SAP3Z1Q1,-19.68156244,29.31368321,1346.875,10/02/2026,,
SAP3Z1Q2,-19.68155083,29.31378501,1346.815,10/02/2026,,
SAP3Z1Q3,-19.68176211,29.31376043,1347.739,10/02/2026,,
SAP3Z1Q4,-19.68176152,29.31363876,1348.018,10/02/2026,,
SAP3Z1Q5,-19.68165219,29.31375355,1347.356,10/02/2026,,
SAP3Z2CR3,-19.68206288,29.31355507,1349.458,10/02/2026,,
SAP3Z2Q1,-19.68181949,29.31364352,1348.166,10/02/2026,,
SAP3Z2Q2,-19.68182936,29.31375253,1348.094,10/02/2026,,
SAP3Z2Q3,-19.6820383,29.31374127,1348.761,10/02/2026,,
SAP3Z2Q4,-19.6820413,29.31359973,1349.192,10/02/2026,,
SAP3Z2Q5,-19.6819407,29.3136688,1348.703,10/02/2026,,
SAP3Z3CR1,-19.68153861,29.31384101,1346.56,10/02/2026,,
SAP3Z3CR2,-19.68154516,29.31404653,1347.128,10/02/2026,,
SAP3Z3Q1,-19.68156883,29.31387321,1346.734,10/02/2026,,
SAP3Z3Q2,-19.68157653,29.31400394,1346.15,10/02/2026,,
SAP3Z3Q3,-19.68177475,29.3139771,1347.543,10/02/2026,,
SAP3Z3Q4,-19.68176614,29.31381919,1347.731,10/02/2026,,
SAP3Z3Q5,-19.68169019,29.31387947,1346.227,10/02/2026,,
SAP3Z4CR2,-19.68181796,29.31399527,1347.478,10/02/2026,,
SAP3Z4CR3,-19.68208806,29.31393947,1348.11,10/02/2026,,
SAP3Z4CR4,-19.68208701,29.31375316,1348.872,10/02/2026,,
SAP3Z4Q1,-19.68182807,29.31381711,1347.828,10/02/2026,,
SAP3Z4Q2,-19.6818601,29.31396056,1347.804,10/02/2026,,
SAP3Z4Q3,-19.68205754,29.31390403,1348.062,10/02/2026,,
SAP3Z4Q4,-19.68206191,29.31379583,1348.595,10/02/2026,,
SAP3Z4Q5,-19.68195829,29.31384913,1348.158,10/02/2026,,
SAP3ZCENTER,-19.68180634,29.31378833,1347.868,10/02/2026,,
SAP4Z1CR1,-19.68151742,29.31300611,1348.79,10/02/2026,,
SAP4Z1CR2,-19.68153824,29.31317416,1347.759,10/02/2026,,
SAP4Z1CR3,-19.68179113,29.31301613,1350.198,10/02/2026,,
SAP4Z1Q1,-19.68154414,29.31304174,1348.611,10/02/2026,,
SAP4Z1Q2,-19.68156512,29.31312612,1348.04,10/02/2026,,
SAP4Z1Q3,-19.68181127,29.31317016,1349.92,10/02/2026,,
SAP4Z1Q4,-19.68176592,29.31306042,1349.52,10/02/2026,,
SAP4Z1Q5,-19.68166147,29.31307494,1349.111,10/02/2026,,
SAP4Z2CR4,-19.6820504,29.31301736,1350.586,10/02/2026,,
SAP4Z2Q1,-19.68183065,29.31304946,1350.074,10/02/2026,,
SAP4Z2Q2,-19.68186906,29.31316717,1349.961,10/02/2026,,
SAP4Z2Q3,-19.68201358,29.31317246,1350.547,10/02/2026,,
SAP4Z2Q4,-19.68202082,29.31306193,1350.323,10/02/2026,,
SAP4Z2Q5,-19.68194321,29.31311675,1350.105,10/02/2026,,
SAP4Z3CR2,-19.6815504,29.31337843,1347.06,10/02/2026,,
SAP4Z3CR3,-19.68182762,29.31337745,1349.099,10/02/2026,,
SAP4Z3Q1,-19.68157441,29.31320476,1347.824,10/02/2026,,
SAP4Z3Q2,-19.68159051,29.31334973,1347.43,10/02/2026,,
SAP4Z3Q3,-19.68179922,29.31333731,1349.221,10/02/2026,,
SAP4Z3Q4,-19.68182345,29.31324485,1349.545,10/02/2026,,
SAP4Z3Q5,-19.68165744,29.31327197,1348.688,10/02/2026,,
SAP4Z4CR3,-19.68207905,29.31335789,1350.464,10/02/2026,,
SAP4Z4CR4,-19.68206503,29.31319619,1350.541,10/02/2026,,
SAP4Z4Q1,-19.68189408,29.31323355,1350.144,10/02/2026,,
SAP4Z4Q2,-19.68185691,29.31332918,1349.321,10/02/2026,,
SAP4Z4Q3,-19.68203965,29.31333059,1349.929,10/02/2026,,
SAP4Z4Q4,-19.68202855,29.31323345,1350.323,10/02/2026,,
SAP4Z4Q5,-19.68196162,29.31329474,1350.364,10/02/2026,,
SAP4ZCENTER,-19.68183702,29.31320503,1350.119,10/02/2026,,
SAP5Z1CR1,-19.68206141,29.31432857,1349.119,10/02/2026,,
SAP5Z1CR2,-19.68207109,29.31452135,1349.326,10/02/2026,,
SAP5Z1CR4,-19.68232974,29.31430268,1349.108,10/02/2026,,
SAP5Z1Q1,-19.68209387,29.31435296,1349.129,10/02/2026,,
SAP5Z1Q2,-19.68210242,29.31448788,1349.387,10/02/2026,,
SAP5Z1Q3,-19.68231595,29.31448606,1349.726,10/02/2026,,
SAP5Z1Q4,-19.68230333,29.31434735,1349.289,10/02/2026,,
SAP5Z1Q5,-19.68220364,29.31441797,1349.269,10/02/2026,,
SAP5Z2CR4,-19.68260071,29.31426003,1349.11,10/02/2026,,
SAP5Z2Q1,-19.68237612,29.31431968,1348.873,10/02/2026,,
SAP5Z2Q2,-19.68237698,29.31447374,1349.595,10/02/2026,,
SAP5Z2Q3,-19.68259957,29.31447686,1349.752,10/02/2026,,
SAP5Z2Q4,-19.68257056,29.31429683,1349.061,10/02/2026,,
SAP5Z2Q5,-19.6824844,29.31437382,1349.16,10/02/2026,,
SAP5Z3CR2,-19.6820913,29.31474729,1351.991,10/02/2026,,
SAP5Z3Q1,-19.68210307,29.31455322,1349.531,10/02/2026,,
SAP5Z3Q2,-19.68211559,29.3147136,1351.292,10/02/2026,,
SAP5Z3Q3,-19.68232555,29.31467832,1350.398,10/02/2026,,
SAP5Z3Q4,-19.6823173,29.31454041,1349.806,10/02/2026,,
SAP5Z3Q5,-19.68217837,29.31460747,1349.883,10/02/2026,,
SAP5Z4CR2,-19.68236717,29.31471264,1350.892,10/02/2026,,
SAP5Z4CR3,-19.68265514,29.31471182,1350.612,10/02/2026,,
SAP5Z4CR4,-19.68262385,29.31451828,1350.009,10/02/2026,,
SAP5Z4Q1,-19.68237476,29.31455061,1349.819,10/02/2026,,
SAP5Z4Q2,-19.68239358,29.31467439,1350.359,10/02/2026,,
SAP5Z4Q3,-19.68262333,29.31467819,1350.423,10/02/2026,,
SAP5Z4Q4,-19.68259563,29.31455437,1349.902,10/02/2026,,
SAP5Z4Q5,-19.68250557,29.31461042,1350.079,10/02/2026,,
SAP5ZCENTER,-19.68234291,29.31450814,1349.801,10/02/2026,,
SBP1Z1CR1,-19.7127241,29.32336496,1348.812,28/01/2026,,
SBP1Z1Q1,-19.71273782,29.32333166,1348.503,28/01/2026,,
SBP1Z1Q2,-19.71284294,29.32325766,1348.867,28/01/2026,,
SBP1Z1Q3,-19.71271778,29.32304891,1348.649,28/01/2026,,
SBP1Z1Q4,-19.71261641,29.32311058,1348.977,28/01/2026,,
SBP1Z1Q5,-19.712742,29.32317188,1349.063,28/01/2026,,
SBP1Z2CR1,-19.71258321,29.32311823,1349.084,28/01/2026,,
SBP1Z2CR3,-19.71245864,29.32285563,1349.49,28/01/2026,,
SBP1Z2CR4,-19.71259959,29.32274104,1347.937,28/01/2026,,
SBP1Z2Q1,-19.71258095,29.32308103,1349.011,28/01/2026,,
SBP1Z2Q2,-19.71268175,29.32300524,1348.68,28/01/2026,,
SBP1Z2Q3,-19.71249685,29.32285835,1349.248,28/01/2026,,
SBP1Z2Q4,-19.71259593,29.32277184,1348.791,28/01/2026,,
SBP1Z2Q5,-19.7125656,29.32287923,1349.041,28/01/2026,,
SBP1Z3CR1,-19.71286903,29.32326013,1347.495,28/01/2026,,
SBP1Z3CR2,-19.71302647,29.32314528,1347.996,28/01/2026,,
SBP1Z3CR3,-19.7128836,29.32289178,1348.061,28/01/2026,,
SBP1Z3Q1,-19.71288443,29.32322091,1348.514,28/01/2026,,
SBP1Z3Q2,-19.71298764,29.32313976,1348.258,28/01/2026,,
SBP1Z3Q3,-19.71287136,29.32293223,1348.276,28/01/2026,,
SBP1Z3Q4,-19.7127682,29.32302036,1348.811,28/01/2026,,
SBP1Z3Q5,-19.71286086,29.32308712,1348.493,28/01/2026,,
SBP1Z4CR3,-19.71274504,29.32262346,1348.564,28/01/2026,,
SBP1Z4Q1,-19.71272758,29.32295134,1348.527,28/01/2026,,
SBP1Z4Q2,-19.71283547,29.32289068,1346.873,28/01/2026,,
SBP1Z4Q3,-19.71274391,29.32267385,1348.274,28/01/2026,,
SBP1Z4Q4,-19.71264172,29.32275125,1348.589,28/01/2026,,
SBP1Z4Q5,-19.71273359,29.32280998,1348.623,28/01/2026,,
SBP1ZCENTER,-19.71272932,29.32300311,1348.604,28/01/2026,,
SBP2Z1CR1,-19.71221768,29.32258268,1349.444,28/01/2026,,
SBP2Z1Q1,-19.712215,29.32254257,1349.454,28/01/2026,,
SBP2Z1Q2,-19.7123153,29.32246449,1349.383,28/01/2026,,
SBP2Z1Q3,-19.71218727,29.32227049,1349.506,28/01/2026,,
SBP2Z1Q4,-19.71209417,29.3223619,1349.685,28/01/2026,,
SBP2Z1Q5,-19.71220777,29.32241065,1349.52,28/01/2026,,
SBP2Z2CR1,-19.71205607,29.32235135,1349.557,28/01/2026,,
SBP2Z2CR3,-19.71203761,29.32202474,1350.928,28/01/2026,,
SBP2Z2CR4,-19.71187722,29.32212233,1349.818,28/01/2026,,
SBP2Z2Q1,-19.71206674,29.32228968,1352.11,28/01/2026,,
SBP2Z2Q2,-19.7121553,29.32219994,1351.862,28/01/2026,,
SBP2Z2Q3,-19.7120246,29.32206897,1350.538,28/01/2026,,
SBP2Z2Q4,-19.71194011,29.32212867,1350.688,16/06/2025,,
SBP2Z2Q5,-19.71202856,29.32216454,1350.363,16/06/2025,,
SBP2Z3CR1,-19.712355,29.32246633,1350.108,16/06/2025,,
SBP2Z3CR2,-19.71250412,29.32234541,1348.297,16/06/2025,,
SBP2Z3CR3,-19.71234795,29.32211874,1348.73,16/06/2025,,
SBP2Z3Q1,-19.71236414,29.32242117,1349.122,16/06/2025,,
SBP2Z3Q2,-19.71247144,29.3223625,1348.962,16/06/2025,,
SBP2Z3Q3,-19.71234378,29.32216975,1349.21,29/01/2026,,
SBP2Z3Q4,-19.71223668,29.3222488,1349.498,29/01/2026,,
SBP2Z3Q5,-19.71237888,29.32230546,1349.163,29/01/2026,,
SBP2Z4CR3,-19.71218721,29.32188968,1349.609,29/01/2026,,
SBP2Z4Q1,-19.71219866,29.32217969,1350.642,29/01/2026,,
SBP2Z4Q2,-19.71230368,29.32211782,1350.048,29/01/2026,,
SBP2Z4Q3,-19.71217555,29.32196336,1349.648,29/01/2026,,
SBP2Z4Q4,-19.71207892,29.32202305,1350.742,29/01/2026,,
SBP2Z4Q5,-19.71217121,29.32205721,1349.97,29/01/2026,,
SBP2ZCENTER,-19.71218925,29.32222239,1349.58,29/01/2026,,
SBP3Z1CR1,-19.71318992,29.32201009,1346.842,29/01/2026,,
SBP3Z1CR2,-19.71304412,29.32175641,1346.867,29/01/2026,,
SBP3Z1CR4,-19.71303782,29.32210828,1347.874,29/01/2026,,
SBP3Z1Q1,-19.71315032,29.32200575,1347.03,29/01/2026,,
SBP3Z1Q2,-19.71302589,29.32180052,1347.307,29/01/2026,,
SBP3Z1Q3,-19.71293109,29.32187374,1347.767,29/01/2026,,
SBP3Z1Q4,-19.71303888,29.32205374,1347.539,29/01/2026,,
SBP3Z1Q5,-19.71304399,29.32192672,1347.103,29/01/2026,,
SBP3Z2CR3,-19.71272572,29.32195994,1348.251,29/01/2026,,
SBP3Z2CR4,-19.71285221,29.32219646,1348.612,29/01/2026,,
SBP3Z2Q1,-19.71298229,29.32208122,1347.809,29/01/2026,,
SBP3Z2Q2,-19.71288649,29.32190712,1347.899,29/01/2026,,
SBP3Z2Q3,-19.71276759,29.32196505,1348.2,29/01/2026,,
SBP3Z2Q4,-19.71287973,29.32215326,1348.263,29/01/2026,,
SBP3Z2Q5,-19.71287228,29.32203838,1348.086,29/01/2026,,
SBP3Z3CR2,-19.71289218,29.32150976,1347.938,29/01/2026,,
SBP3Z3CR3,-19.7127348,29.32161355,1348.141,29/01/2026,,
SBP3Z3Q1,-19.71299238,29.32175411,1347.3,29/01/2026,,
SBP3Z3Q2,-19.71287785,29.32155935,1348.089,29/01/2026,,
SBP3Z3Q3,-19.71277114,29.32162368,1347.863,29/01/2026,,
SBP3Z3Q4,-19.71289934,29.32183036,1347.555,29/01/2026,,
SBP3Z3Q5,-19.71289303,29.32169168,1347.889,29/01/2026,,
SBP3Z4CR3,-19.71258792,29.32170093,1348.16,29/01/2026,,
SBP3Z4Q1,-19.71284151,29.32186982,1347.578,29/01/2026,,
SBP3Z4Q2,-19.71272473,29.32165836,1348.019,29/01/2026,,
SBP3Z4Q3,-19.71263274,29.32170087,1348.086,29/01/2026,,
SBP3Z4Q4,-19.71275105,29.32192325,1347.901,29/01/2026,,
SBP3Z4Q5,-19.71273896,29.32179154,1347.836,29/01/2026,,
SBP3ZCENTER,-19.71288108,29.32185647,1347.243,29/01/2026,,
SBP4Z1CR1,-19.71281151,29.32115298,1347.183,29/01/2026,,
SBP4Z1CR2,-19.71275978,29.32085933,1347.612,29/01/2026,,
SBP4Z1CR4,-19.71266336,29.32122864,1350.225,29/01/2026,,
SBP4Z1Q1,-19.71277181,29.32114659,1348.162,29/01/2026,,
SBP4Z1Q2,-19.71273889,29.32088868,1348.496,29/01/2026,,
SBP4Z1Q3,-19.71262895,29.32096092,1348.719,29/01/2026,,
SBP4Z1Q4,-19.71266615,29.32118404,1348.252,29/01/2026,,
SBP4Z1Q5,-19.7127237,29.32103662,1348.398,29/01/2026,,
SBP4Z2CR3,-19.71243368,29.32101026,1347.932,29/01/2026,,
SBP4Z2CR4,-19.7124705,29.32131176,1348.918,29/01/2026,,
SBP4Z2Q1,-19.71260252,29.32119584,1348.013,29/01/2026,,
SBP4Z2Q2,-19.7125718,29.32099588,1348.842,29/01/2026,,
SBP4Z2Q3,-19.71247419,29.32103099,1349.172,29/01/2026,,
SBP4Z2Q4,-19.71248569,29.32126197,1348.494,29/01/2026,,
SBP4Z2Q5,-19.71255043,29.32112614,1348.995,29/01/2026,,
SBP4Z3CR2,-19.71273181,29.32061718,1347.858,29/01/2026,,
SBP4Z3CR3,-19.71253493,29.32063405,1348.348,29/01/2026,,
SBP4Z3Q1,-19.71271336,29.3208308,1348.987,29/01/2026,,
SBP4Z3Q2,-19.71272193,29.32065589,1348.966,29/01/2026,,
SBP4Z3Q3,-19.71257479,29.32065592,1349.267,29/01/2026,,
SBP4Z3Q4,-19.71262606,29.32090443,1349.164,29/01/2026,,
SBP4Z3Q5,-19.71264968,29.3207564,1348.86,29/01/2026,,
SBP4Z4CR3,-19.71238015,29.3207396,1350.18,29/01/2026,,
SBP4Z4Q1,-19.71254418,29.32092786,1349.389,29/01/2026,,
SBP4Z4Q2,-19.71252304,29.3206751,1349.331,29/01/2026,,
SBP4Z4Q3,-19.71242205,29.32074386,1349.514,29/01/2026,,
SBP4Z4Q4,-19.7124749,29.32098735,1349.567,29/01/2026,,
SBP4Z4Q5,-19.71249861,29.32085231,1349.34,29/01/2026,,
SBP4ZCENTER,-19.71259,29.32094084,1347.79,29/01/2026,,
SBP5Z1CR1,-19.71315803,29.32086426,1346.339,29/01/2026,,
SBP5Z1CR2,-19.71333745,29.32080467,1346.761,29/01/2026,,
SBP5Z1CR4,-19.71308745,29.32058408,1347.459,29/01/2026,,
SBP5Z1Q1,-19.71317273,29.32081815,1347.438,29/01/2026,,
SBP5Z1Q2,-19.7132894,29.32078739,1347.579,29/01/2026,,
SBP5Z1Q3,-19.71324331,29.32053223,1347.614,29/01/2026,,
SBP5Z1Q4,-19.71312778,29.32059841,1347.833,29/01/2026,,
SBP5Z1Q5,-19.71323219,29.32069549,1347.365,29/01/2026,,
SBP5Z2CR3,-19.71317923,29.32020922,1346.551,29/01/2026,,
SBP5Z2CR4,-19.71301167,29.32030162,1347.049,29/01/2026,,
SBP5Z2Q1,-19.71310786,29.32054434,1347.589,29/01/2026,,
SBP5Z2Q2,-19.71321312,29.32047585,1347.467,29/01/2026,,
SBP5Z2Q3,-19.71317559,29.32025193,1347.11,29/01/2026,,
SBP5Z2Q4,-19.71305483,29.32030877,1348.187,29/01/2026,,
SBP5Z2Q5,-19.71313622,29.32038026,1347.805,29/01/2026,,
SBP5Z3CR2,-19.71350733,29.32071914,1346.582,29/01/2026,,
SBP5Z3CR3,-19.71341789,29.32042009,1347.082,29/01/2026,,
SBP5Z3Q1,-19.71334233,29.3207407,1347.039,29/01/2026,,
SBP5Z3Q2,-19.71345607,29.32068347,1346.751,29/01/2026,,
SBP5Z3Q3,-19.71339961,29.32047045,1347.132,29/01/2026,,
SBP5Z3Q4,-19.71329644,29.32051576,1347.025,29/01/2026,,
SBP5Z3Q5,-19.7133828,29.32059111,1346.613,29/01/2026,,
SBP5Z4CR3,-19.71334536,29.32012944,1346.407,29/01/2026,,
SBP5Z4Q1,-19.7132709,29.32044955,1347.227,29/01/2026,,
SBP5Z4Q2,-19.71337576,29.32041105,1346.744,29/01/2026,,
SBP5Z4Q3,-19.71333859,29.32016396,1346.851,29/01/2026,,
SBP5Z4Q4,-19.71322507,29.32023127,1346.961,29/01/2026,,
SBP5Z4Q5,-19.71331423,29.32029304,1347.062,29/01/2026,,
SBP5ZCENTER,-19.71325218,29.32050523,1347.733,29/01/2026,,
SCP1Z1CR1,-19.66210065,29.33219575,1323.332,09/03/2026,,
SCP1Z1CR2,-19.66220027,29.33194203,1323.177,09/03/2026,,
SCP1Z1CR4,-19.66203357,29.33188113,1323.964,09/03/2026,,
SCP1Z1Q1,-19.66210741,29.33216864,1325.76,09/03/2026,,
SCP1Z1Q2,-19.66216253,29.33196224,1322.972,09/03/2026,,
SCP1Z1Q3,-19.66206467,29.33192162,1325.142,09/03/2026,,
SCP1Z1Q4,-19.66197036,29.33211389,1323.872,09/03/2026,,
SCP1Z1Q5,-19.66205146,29.33203721,1323.826,09/03/2026,,
SCP1Z2CR3,-19.66187612,29.33179826,1326.348,09/03/2026,,
SCP1Z2CR4,-19.66175965,29.33207461,1324.035,09/03/2026,,
SCP1Z2Q1,-19.66190699,29.33210672,1324.102,09/03/2026,,
SCP1Z2Q2,-19.66200617,29.33190162,1324.602,09/03/2026,,
SCP1Z2Q3,-19.66190284,29.33184168,1323.425,09/03/2026,,
SCP1Z2Q4,-19.66181353,29.33204528,1325.264,09/03/2026,,
SCP1Z2Q5,-19.66189515,29.33196945,1323.088,09/03/2026,,
SCP1Z3CR1,-19.66203768,29.33248629,1322.824,09/03/2026,,
SCP1Z3CR2,-19.66186344,29.33241848,1322.112,09/03/2026,,
SCP1Z3Q1,-19.66202274,29.33245353,1321.419,09/03/2026,,
SCP1Z3Q2,-19.6620607,29.33222255,1324.612,09/03/2026,,
SCP1Z3Q3,-19.66197083,29.33220351,1326.071,09/03/2026,,
SCP1Z3Q4,-19.66191352,29.33240173,1323.11,09/03/2026,,
SCP1Z3Q5,-19.66200957,29.33230959,1328.201,09/03/2026,,
SCP1Z4CR2,-19.66170717,29.3323485,1324.515,09/03/2026,,
SCP1Z4Q1,-19.6618354,29.33237533,1323.558,09/03/2026,,
SCP1Z4Q2,-19.66190275,29.3321612,1325.401,09/03/2026,,
SCP1Z4Q3,-19.6617782,29.33211871,1323.867,09/03/2026,,
SCP1Z4Q4,-19.66174535,29.33232745,1324.444,09/03/2026,,
SCP1Z4Q5,-19.66181618,29.33223014,1323.591,09/03/2026,,
SCP1ZCENTER,-19.66193777,29.3321509,1323.618,09/03/2026,,
SCP2Z1CR1,-19.66220625,29.33281633,1329.324,09/03/2026,,
SCP2Z1CR2,-19.66239122,29.33283507,1322.308,09/03/2026,,
SCP2Z1Q1,-19.66223553,29.33279259,1329.187,09/03/2026,,
SCP2Z1Q2,-19.66234948,29.33281416,1325.756,09/03/2026,,
SCP2Z1Q3,-19.66239096,29.33259869,1326.348,09/03/2026,,
SCP2Z1Q4,-19.66227614,29.33258378,1326.538,09/03/2026,,
SCP2Z1Q5,-19.66230549,29.33267725,1327.199,09/03/2026,,
SCP2Z2CR1,-19.66224167,29.33254635,1328.03,09/03/2026,,
SCP2Z2CR4,-19.66228601,29.33228892,1321.945,09/03/2026,,
SCP2Z2Q1,-19.6622862,29.33253718,1323.849,09/03/2026,,
SCP2Z2Q2,-19.66239211,29.33254259,1322.874,09/03/2026,,
SCP2Z2Q3,-19.66244472,29.33231474,1324.185,09/03/2026,,
SCP2Z2Q4,-19.66231534,29.33231332,1322.823,11/03/2026,,
SCP2Z2Q5,-19.66236199,29.33241683,1324.023,09/03/2026,,
SCP2Z3CR2,-19.66260194,29.33257955,1325.5,09/03/2026,,
SCP2Z3CR3,-19.66256068,29.3328584,1324.817,09/03/2026,,
SCP2Z3Q1,-19.66238927,29.33280939,1325.551,09/03/2026,,
SCP2Z3Q2,-19.66258009,29.33262362,1327.441,09/03/2026,,
SCP2Z3Q3,-19.66253619,29.33281618,1325.209,09/03/2026,,
SCP2Z3Q4,-19.66244691,29.33259907,1326.853,09/03/2026,,
SCP2Z3Q5,-19.66248214,29.33272558,1326.351,09/03/2026,,
SCP2Z4CR3,-19.66263725,29.33230759,1324.219,09/03/2026,,
SCP2Z4CR4,-19.66247652,29.33226962,1321.899,09/03/2026,,
SCP2Z4Q1,-19.6624483,29.33254899,1325.32,09/03/2026,,
SCP2Z4Q2,-19.66257402,29.33254448,1325.17,09/03/2026,,
SCP2Z4Q3,-19.66259619,29.33233501,1323.946,09/03/2026,,
SCP2Z4Q4,-19.66250745,29.33233248,1325.961,09/03/2026,,
SCP2Z4Q5,-19.6625074,29.33246932,1325.543,09/03/2026,,
SCP2ZCENTER,-19.66241442,29.33257445,1323.969,09/03/2026,,
SCP3Z1CR1,-19.66215945,29.33131942,1323.572,09/03/2026,,
SCP3Z1CR4,-19.66209774,29.33158902,1323.206,11/03/2026,,
SCP3Z1Q1,-19.6621242,29.33134751,1323.592,11/03/2026,,
SCP3Z1Q2,-19.66200381,29.33131843,1323.302,11/03/2026,,
SCP3Z1Q3,-19.66196829,29.33153882,1321.637,11/03/2026,,
SCP3Z1Q4,-19.66207849,29.3315572,1322.572,11/03/2026,,
SCP3Z1Q5,-19.66202051,29.33140314,1324.308,11/03/2026,,
SCP3Z2CR3,-19.66173957,29.33151733,1324.643,11/03/2026,,
SCP3Z2CR4,-19.66192972,29.33156019,1321.288,11/03/2026,,
SCP3Z2Q1,-19.66194488,29.33130117,1323.07,11/03/2026,,
SCP3Z2Q2,-19.66182718,29.3312866,1322.806,11/03/2026,,
SCP3Z2Q3,-19.66177077,29.33149351,1324.238,11/03/2026,,
SCP3Z2Q4,-19.66189117,29.3315151,1325.686,11/03/2026,,
SCP3Z2Q5,-19.66186326,29.33137654,1323.489,11/03/2026,,
SCP3Z3CR1,-19.66222233,29.33104362,1324.153,11/03/2026,,
SCP3Z3CR2,-19.66204329,29.3310026,1323.332,11/03/2026,,
SCP3Z3Q1,-19.66219124,29.33106954,1323.812,11/03/2026,,
SCP3Z3Q2,-19.66206543,29.33103951,1323.261,11/03/2026,,
SCP3Z3Q3,-19.66201941,29.33125008,1323.246,11/03/2026,,
