"spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"Albizia gummifera","Albizia gummifera",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,1,1,"wfo-0000183535","urn:lsid:ipni.org:names:473259-1","296","Albizia gummifera","species","wfo-4000001104","(J.F.Gmel.) C.A.Sm.","Fabaceae","Caesalpinioideae","","","Albizia","","gummifera","","species","Valid","Bull. Misc. Inform. Kew 1930: 218 (1930)","Accepted","","wfo-0000196054",NA,"Source in seed data: ildis Update namepublishedIn from Bull. Misc. Inform. Kew 1930(5): 218. [23 Jun 1930] to Bull. Misc. Inform. Kew 1930: 218 (1930), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://ww","https://www.legumedata.org/taxonomy/taxon/2627355","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-296","",FALSE,"","","",""
"Albizia harveyi","Albizia harveyi",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2,1,"wfo-0000183848","urn:lsid:ipni.org:names:473260-1","299","Albizia harveyi","species","wfo-4000001104","E.Fourn.","Fabaceae","Caesalpinioideae","","","Albizia","","harveyi","","species","Valid","Bull. Soc. Bot. France 12: 399 (1865)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Bull. Soc. Bot. France 12: 399. 1866 [1865 publ. 1866] to Bull. Soc. Bot. France 12: 399 (1865), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://ww","https://www.legumedata.org/taxonomy/taxon/2627358","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-299","",FALSE,"","","",""
"Albizia versicolor","Albizia versicolor",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3,1,"wfo-0000187086","urn:lsid:ipni.org:names:473423-1","336","Albizia versicolor","species","wfo-4000001104","Welw. ex Oliv.","Fabaceae","Caesalpinioideae","","","Albizia","","versicolor","","species","Valid","Fl. Trop. Afr. 2: 359 (1871)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Fl. Trop. Afr. [Oliver et al.] 2: 359. 1871 to Fl. Trop. Afr. 2: 359 (1871), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","https://www.legumedata.org/taxonomy/taxon/2627582","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-336","",FALSE,"","","",""
"Allophylus africanus","Allophylus africanus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,4,1,"wfo-0000526543","urn:lsid:ipni.org:names:781676-1","761384","Allophylus africanus","species","wfo-4000001292","P.Beauv.","Sapindaceae","Sapindoideae","","","Allophylus","","africanus","","species","Valid","Fl. Oware 2: 54 (1818)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Oware 2: 54 1818 to Fl. Oware 2: 54 (1818), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2629217 >The P","","The Sapindaceae TEN","A","kew-2629217","",FALSE,"","","",""
"Annona senegalensis","Annona senegalensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,5,1,"wfo-0000537928","urn:lsid:ipni.org:names:72309-1","773120","Annona senegalensis","species","wfo-4000002240","Pers.","Annonaceae","Annonoideae","Annoneae","Annoninae","Annona","","senegalensis","","species","Valid","Syn. Pl. 2: 95 (1806)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Syn. Pl. [Persoon] 2(1): 95. 1806 [Nov 1806] to Syn. Pl. 2: 95 (1806), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:72309-1","The Annonaceae TEN","A","kew-2641016","",FALSE,"","","",""
"Azanza garckeana","Azanza garckeana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,6,1,"wfo-0000455942","urn:lsid:ipni.org:names:564703-1","652116","Thespesia garckeana","species","wfo-4000038191","F.Hoffm.","Malvaceae","","","","Thespesia","","garckeana","","species","Valid","Beitr. Fl. Centr.-Ost-Afr. : 12 (1889)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Beitr. Kenntn. Fl. Centr.-Ost-Afr. (1889) 12. to Beitr. Fl. Centr.-Ost-Afr. : 12 (1889), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplant","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:564703-1","The Malvaceae TEN","A","kew-2515873","",TRUE,"Synonym","wfo-0000557987","Azanza garckeana",""
"Balanites maughamii","Balanites maughamii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,7,1,"wfo-0000313543","urn:lsid:ipni.org:names:873111-1","19462","Balanites maughamii","species","wfo-4000003927","Sprague","Zygophyllaceae","","","","Balanites","","maughamii","","species","Valid","Bull. Misc. Inform. Kew 1913: 136 (1913)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. Misc. Inform. Kew 1913: 136 1913 to Bull. Misc. Inform. Kew 1913: 136 (1913), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:873111-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-19462","",FALSE,"","","",""
"Berchemia zeyheri","Berchemia zeyheri",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,8,1,"wfo-0000564199","urn:lsid:ipni.org:names:716733-1","806604","Berchemia zeyheri","species","wfo-4000004459","(Sond.) Grubov","Rhamnaceae","","","","Berchemia","","zeyheri","","species","Valid","Trudy Bot. Inst. Akad. Nauk S.S.S.R., Ser. 1, Fl. Sist. Vyssh. Rast. 8: 374 (1949)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Trudy Bot. Inst. Akad. Nauk S.S.S.R., Ser. 1, Fl. Sist. Vyssh. Rast. 8: 374 (1949). to Trudy Bot. Inst. Akad. Nauk S.S.S.R., Ser. 1, Fl. Sist. Vyssh. Rast. 8: 374 (1949), information provided by Alan E","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2674774","",FALSE,"","","",""
"Bolusanthus speciosus","Bolusanthus speciosus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,9,1,"wfo-0000212048","urn:lsid:ipni.org:names:481946-1","7127","Bolusanthus speciosus","species","wfo-4000004935","(Bolus) Harms","Fabaceae","Papilionoideae","","","Bolusanthus","","speciosus","","species","Valid","Repert. Spec. Nov. Regni Veg. 2: 15 (1906)","Accepted","","wfo-0000203575",NA,"Source in seed data: ildis Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 2: 15. 1906 to Repert. Spec. Nov. Regni Veg. 2: 15 (1906), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla","https://www.legumedata.org/taxonomy/taxon/2679003","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-7127","",FALSE,"","","",""
"Boscia angustifolia","Boscia angustifolia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,10,2,"wfo-0000375739","urn:lsid:ipni.org:names:147702-1","510383","Maerua gilgii","species","wfo-4000022838","Schinz","Capparaceae","","","","Maerua","","gilgii","","species","Valid","Bull. Herb. Boissier , sér. 2, 3: 668 (1903)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bull. Herb. Boissier Ser. II. iii. 668. to Bull. Herb. Boissier , sér. 2, 3: 668 (1903), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplan","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:147702-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2371135","",TRUE,"Synonym","wfo-0000569496","Boscia angustifolia","smallest ID"
"Brachystegia spiciformis","Brachystegia spiciformis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,11,1,"wfo-0000213969","urn:lsid:ipni.org:names:482255-1","903","Brachystegia spiciformis","species","wfo-4000005257","Benth.","Fabaceae","Detarioideae","","","Brachystegia","","spiciformis","","species","Valid","Trans. Linn. Soc. London 25: 312 (1865)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Trans. Linn. Soc. London 25(2): 312. 1865 [30 Nov 1865] to Trans. Linn. Soc. London 25: 312 (1865), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:/","https://www.legumedata.org/taxonomy/taxon/2681474","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-903","",FALSE,"","","",""
"Burkea africana","Burkea africana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,12,1,"wfo-0000214110","urn:lsid:ipni.org:names:482512-1","918","Burkea africana","species","wfo-4000005781","Hook.","Fabaceae","Caesalpinioideae","","","Burkea","","africana","","species","Valid","Hooker's Icon. Pl. 6: tt. 593, 594 (1843)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Icon. Pl. 6: tt. 593, 594. 1843 [Jul 1843] to Hooker's Icon. Pl. 6: tt. 593, 594 (1843), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla","https://www.legumedata.org/taxonomy/taxon/2687338","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-918","",FALSE,"","","",""
"Canthium inerme","Canthium inerme",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,13,1,"wfo-0000797971","urn:lsid:ipni.org:names:745470-1","33645","Canthium inerme","species","wfo-4000006565","(L.f.) Kuntze","Rubiaceae","","","","Canthium","","inerme","","species","Valid","Revis. Gen. Pl.  3(2): 545 (1898)","Accepted","","",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.f.) Kuntze to Kuntze, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-33645 >The Plant List v.1.1","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:745470-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-33645","",FALSE,"","","",""
"Carissa bispinosa","Carissa bispinosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,14,1,"wfo-0000802966","urn:lsid:ipni.org:names:77685-1","34134","Carissa bispinosa","species","wfo-4000006727","Desf.","Apocynaceae","","Carisseae","","Carissa","","bispinosa","","species","Valid","Mem. New York Bot. Gard. 8: 502 (1954)","Accepted","","wfo-0000261601",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Desf. ex Brenan to Desf., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-34134 >The Plant List","","The Apocynaceae TEN","A","kew-34134","",FALSE,"","","",""
"Carissa edulis","Carissa edulis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,15,1,"wfo-0000803913","urn:lsid:ipni.org:names:77756-1","34226","Carissa spinarum","species","wfo-4000006727","L.","Apocynaceae","","Carisseae","","Carissa","","spinarum","","species","Valid","Mant. Pl. 2: 559 (1771)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Mant. Pl. 2: 559 1771 to Mant. Pl. 2: 559 (1771), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-34226 >The P","","The Apocynaceae TEN","A","kew-34226","",TRUE,"Synonym","wfo-0000803249","Carissa edulis",""
"Carissa spinarum","Carissa spinarum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,16,1,"wfo-0000803913","urn:lsid:ipni.org:names:77756-1","34226","Carissa spinarum","species","wfo-4000006727","L.","Apocynaceae","","Carisseae","","Carissa","","spinarum","","species","Valid","Mant. Pl. 2: 559 (1771)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Mant. Pl. 2: 559 1771 to Mant. Pl. 2: 559 (1771), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-34226 >The P","","The Apocynaceae TEN","A","kew-34226","",FALSE,"","","","Not a synonym"
"Cassia abbreviata","Cassia abbreviata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,17,1,"wfo-0000214576","urn:lsid:ipni.org:names:484036-1","972","Cassia abbreviata","species","wfo-4000006902","Oliv.","Fabaceae","Caesalpinioideae","","","Cassia","","abbreviata","","species","Valid","Fl. Trop. Afr. 2: 271 (1871)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Fl. Trop. Afr. [Oliver et al.] 2: 271. 1871 to Fl. Trop. Afr. 2: 271 (1871), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","https://www.legumedata.org/taxonomy/taxon/2702577","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-972","",FALSE,"","","",""
"Cassia petersiana","Cassia petersiana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,18,1,"wfo-0000184159","urn:lsid:ipni.org:names:945428-1","30188","Senna petersiana","species","wfo-4000035076","(Bolle) Lock","Fabaceae","Caesalpinioideae","","","Senna","","petersiana","","species","Valid","Kew Bull. 43: 340 (1988)","Accepted","","wfo-0000164488",NA,"Source in seed data: ildis Update namepublishedIn from Kew Bull. 43(2): 340. 1988 [11 Jul 1988] to Kew Bull. 43: 340 (1988), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r","https://www.legumedata.org/taxonomy/taxon/2591104","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-30188","",TRUE,"Synonym","wfo-0000164488","Cassia petersiana",""
"Clematopsis scabiossifolia","Clematopsis scabiossifolia",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,19,1,"wfo-0000610865","urn:lsid:ipni.org:names:710182-1","857238","Clematis villosa","species","wfo-4000008565","DC.","Ranunculaceae","","","","Clematis","","villosa","","species","Valid","Syst. Nat. 1: 154 (1817)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Syst. Nat. [Candolle] 1: 154. 1817 [1818 publ. 1-15 Nov 1817] to Syst. Nat. 1: 154 (1817), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2726905","",TRUE,"Synonym","wfo-0000611071","Clematopsis scabiosifolia",""
"Clerodendrum glabrum","Clerodendrum glabrum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,20,1,"wfo-0000916754","urn:lsid:ipni.org:names:77103945-1","461983","Volkameria glabra","species","wfo-4000040418","(E.Mey.) Mabb. & Y.W.Yuan","Lamiaceae","","","","Volkameria","","glabra","","species","Valid","Taxon  59: 132 (2010)","Accepted","","wfo-0000882018",NA,"Source in seed data: wcs Update namepublishedIn from Taxon 59(1): 132. 2010 [5 Feb 2010] to Taxon 59: 132 (2010), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-4","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77103945-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-461983","",TRUE,"Synonym","wfo-0000882018","Clerodendrum glabrum",""
"Colophospermum mopane","Colophospermum mopane",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,21,2,"wfo-0001057638","urn:lsid:ipni.org:names:486795-1","13051074","Colophospermum mopane","species","wfo-4000008972","(J.Kirk ex Benth.) J.Léonard","Fabaceae","Detarioideae","","","Colophospermum","","mopane","","species","Valid","Bull. Jard. Bot. État Bruxelles 19: 390 (1949)","Accepted","","wfo-0000165179",NA,"Source in seed data: tro Update namepublishedIn from Bull. Jard. Bot. État Bruxelles 19: 390. 1949 to Bull. Jard. Bot. État Bruxelles 19: 390 (1949), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://ww","https://www.legumedata.org/taxonomy/taxon/2731425","The Fabaceae TEN - Legume Taxonomy Working Group","A","tro-13051074","",FALSE,"","","","Accepted"
"Combretum apiculatum","Combretum apiculatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,22,1,"wfo-0000616083","urn:lsid:ipni.org:names:169913-1","862707","Combretum apiculatum","species","wfo-4000009029","Sond.","Combretaceae","Combretoideae","Combreteae","Combretinae","Combretum","","apiculatum","","species","Valid","Linnaea  23: 45 (1850)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Linnaea 23(1): 45. 1850 [Feb 1850] to Linnaea 23: 45 (1850), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169913-1","The Combretaceae TEN","A","kew-2732402","",FALSE,"","","",""
"Combretum hereroense","Combretum hereroense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,23,1,"wfo-0000616365","urn:lsid:ipni.org:names:170145-1","862962","Combretum hereroense","species","wfo-4000009029","Schinz","Combretaceae","Combretoideae","Combreteae","Combretinae","Combretum","","hereroense","","species","Valid","Verh. Bot. Vereins Prov. Brandenburg  30: 245 (1888)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Verh. Bot. Vereins Prov. Brandenburg xxx. (1888) 245. to Verh. Bot. Vereins Prov. Brandenburg 30: 245 (1888), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hre","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170145-1","The Combretaceae TEN","A","kew-2732657","",FALSE,"","","",""
"Combretum imberbe","Combretum imberbe",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,24,1,"wfo-0000616388","urn:lsid:ipni.org:names:170163-1","862983","Combretum imberbe","species","wfo-4000009029","Wawra","Combretaceae","Combretoideae","Combreteae","Combretinae","Combretum","","imberbe","","species","Valid","Sitzungsber. Kaiserl. Akad. Wiss., Math.-Naturwiss. Cl.  38: 556 (1860)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sitzungsber. Acad. Wien, Math.-Nat. xxxviii. (1860) 556. to Sitzungsber. Kaiserl. Akad. Wiss., Math.-Naturwiss. Cl. 38: 556 (1860), information provided by Alan E. on email Jun. 07 2021 More details co","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170163-1","The Combretaceae TEN","A","kew-2732678","",FALSE,"","","",""
"Combretum molle","Combretum molle",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,25,1,"wfo-0000616553","urn:lsid:ipni.org:names:170290-1","863132","Combretum molle","species","wfo-4000009029","R.Br. ex G.Don","Combretaceae","Combretoideae","Combreteae","Combretinae","Combretum","","molle","","species","Valid","Trans. Linn. Soc. London  15: 431 (1827)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Trans. Linn. Soc. London 15(2): 431. 1827 [11-20 Dec 1827] to Trans. Linn. Soc. London 15: 431 (1827), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170290-1","The Combretaceae TEN","A","kew-2732827","",FALSE,"","","","Not a synonym"
"Combretum mossambicense","Combretum mossambicense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,26,1,"wfo-0000616560","urn:lsid:ipni.org:names:170296-1","863138","Combretum mossambicense","species","wfo-4000009029","(Klotzsch) Engl.","Combretaceae","Combretoideae","Combreteae","Combretinae","Combretum","","mossambicense","","species","Valid","Pflanzenw. Ost-Afrikas , C: 292 (1895)","Accepted","","",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Klotzsch) Engl. to Engl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2732833 >The Plant List v","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170296-1","The Combretaceae TEN","A","kew-2732833","",FALSE,"","","",""
"Combretum zeyheri","Combretum zeyheri",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,27,1,"wfo-0000616927","urn:lsid:ipni.org:names:170592-1","863471","Combretum zeyheri","species","wfo-4000009029","Sond.","Combretaceae","Combretoideae","Combreteae","Combretinae","Combretum","","zeyheri","","species","Valid","Linnaea  23: 46 (1850)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Linnaea 23(1): 46. 1850 [Feb 1850] to Linnaea 23: 46 (1850), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170592-1","The Combretaceae TEN","A","kew-2733166","",FALSE,"","","",""
"Commiphora africana","Commiphora africana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,28,2,"wfo-0001328094","urn:lsid:ipni.org:names:127576-1","wcvp-2733387","Commiphora africana","species","wfo-4000009054","(A.Rich.) Engl.","Burseraceae","","","","Commiphora","","africana","","species","Valid","Monogr. Phan. [A.DC. & C.DC.] 4: 14 (1883)","Accepted","","wfo-0000721760",NA,"Source in seed data: ipni Updated scientificnameAuthorship from (A.Rich.) Engl. to Engl., information provided by Alan E. on email Oct. 12 2020","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127576-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","","Accepted"
"Cordia monoicaroxb","Cordia monoicaroxb",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,12,29,1,"wfo-4000009266","urn:lsid:ipni.org:names:30003373-2","40014011","Cordia","genus","wfo-7000001124","L.","Cordiaceae","","","","Cordia","","","","genus","Valid","Sp. Pl. : 191 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Sp. Pl. 1: 190. 1753. (1 May 1753) to Sp. Pl. : 191 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Bora","","TPL1.1","A","","",FALSE,"","","",""
"Dalbergia melanoxylon","Dalbergia melanoxylon",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,30,1,"wfo-0000172325","urn:lsid:ipni.org:names:490328-1","1852","Dalbergia melanoxylon","species","wfo-4000010678","Guill. & Perr.","Fabaceae","Papilionoideae","","","Dalbergia","","melanoxylon","","species","Valid","Fl. Seneg. Tent. : 227 (1832)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Fl. Seneg. Tent. i. 227. t. 53. to Fl. Seneg. Tent. : 227 (1832), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","https://www.legumedata.org/taxonomy/taxon/2755721","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-1852","",FALSE,"","","",""
"Dalbergia nitidula","Dalbergia nitidula",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,31,1,"wfo-0000172371","urn:lsid:ipni.org:names:490361-1","1857","Dalbergia nitidula","species","wfo-4000010678","Welw. ex Baker","Fabaceae","Papilionoideae","","","Dalbergia","","nitidula","","species","Valid","Fl. Trop. Afr. 2: 235 (1871)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Fl. Trop. Afr. [Oliver et al.] 2: 235. 1871 to Fl. Trop. Afr. 2: 235 (1871), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","https://www.legumedata.org/taxonomy/taxon/2755769","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-1857","",FALSE,"","","",""
"Dichrostachys cinerea","Dichrostachys cinerea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,32,1,"wfo-0000176871","urn:lsid:ipni.org:names:492423-1","23","Dichrostachys cinerea","species","wfo-4000011460","(L.) Wight & Arn.","Fabaceae","Caesalpinioideae","","","Dichrostachys","","cinerea","","species","Valid","Prodr. Fl. Ind. Orient. 1: 271 (1834)","Accepted","","wfo-1000050062",NA,"Source in seed data: ildis Update namepublishedIn from to Prodr. Fl. Ind. Orient. : 271 (1834), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-23 >The Plant List ","https://www.legumedata.org/taxonomy/taxon/2766297","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-23","",FALSE,"","","","Not a synonym"
"Diospyros lycioides","Diospyros lycioides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,33,1,"wfo-0000649257","urn:lsid:ipni.org:names:322637-1","384353","Diospyros lycioides","species","wfo-4000011857","Desf.","Ebenaceae","","","","Diospyros","","lycioides","","species","Valid","Ann. Mus. Hist. Nat. 6: 448 (1805)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Ann. Mus. Hist. Nat. 6: 448 1805 to Ann. Mus. Hist. Nat. 6: 448 (1805), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r","","The Ebenaceae TEN","A","kew-2770072","",FALSE,"","","",""
"Diplorhynchus condylocarpon","Diplorhynchus condylocarpon",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,34,1,"wfo-0000944083","urn:lsid:ipni.org:names:81751-2","62519","Diplorhynchus condylocarpon","species","wfo-4000012027","(Müll.Arg.) Pichon","Apocynaceae","","Melodineae","","Diplorhynchus","","condylocarpon","","species","Valid","Bull. Mus. Natl. Hist. Nat. ser. 2, 19(4): 368. 1947 [Sep 1947]","Accepted","","wfo-0000290450",NA,"Source in seed data: wcs Updated namePublishedIn from Bull. Mus. Natl. Hist. Nat. II, 19: 368 1948 to Bull. Mus. Natl. Hist. Nat. ser. 2, 19(4): 368. 1947 [Sep 1947] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details","","The Apocynaceae TEN","A","kew-62519","",FALSE,"","","",""
