Site,Plot,Subplot,Quadrat,Spp_name,Rank_dominant_grass,Grazing_value,DPM_Height,Grazing_activity,Quadrat_under_canopy,Dung_presence
B,4,Z1,Q2,Cymbopogon plurinodis,NA,Low,NA,NA,NA,NA
B,4,Z1,Q3,Heteropogon contortus,1,Moderate,10.2,Y,N,N
B,4,Z1,Q3,Eragrostis rigidior,NA,Low,9,NA,NA,NA
B,4,Z1,Q3,Melinis repens,2,Low,9,NA,NA,NA
B,4,Z1,Q3,Bothriochloa insculpta,3,Moderate,10.2,NA,NA,NA
B,4,Z1,Q4,Heteropogon contortus,1,Moderate,7.8,N,N,N
B,4,Z1,Q4,Eragrostis superba,2,Moderate,7.4,NA,NA,NA
B,4,Z1,Q4,Aristida congesta C,NA,Low,8,NA,NA,NA
B,4,Z1,Q4,Themeda triandra,3,High,10,NA,NA,NA
B,4,Z1,Q5,Heteropogon contortus,1,Moderate,17.3,N,Y,N
B,4,Z1,Q5,Aristida adscensionis,NA,Low,12.7,NA,NA,NA
B,4,Z1,Q5,Melinis repens,3,Low,13.3,NA,NA,NA
B,4,Z1,Q5,Aristida diffusa,NA,Low,12.7,NA,NA,NA
B,4,Z1,Q5,Hyperrhenia filipendula,NA,Moderate,NA,NA,NA,NA
B,4,Z1,Q5,Setaria pumila ,2,Moderate,NA,NA,NA,NA
B,4,Z2,Q1,Cymbopogon excavatus,3,Low,3.7,Y,N,N
B,4,Z2,Q1,Heteropogon contortus,1,Moderate,3.3,NA,NA,NA
B,4,Z2,Q1,Melinis repens,2,Low,8.4,NA,NA,NA
B,4,Z2,Q1,NA,NA,NA,12.3,NA,NA,NA
B,4,Z2,Q2,Cymbopogon excavatus,3,Low,17.7,Y,Y,N
B,4,Z2,Q2,Heteropogon contortus,1,Moderate,17.1,NA,NA,NA
B,4,Z2,Q2,Eragrostis gummiflua,NA,Low,13.3,NA,NA,NA
B,4,Z2,Q2,Setaria pumila ,2,Moderate,12.7,NA,NA,NA
B,4,Z2,Q3,Cymbopogon excavatus,2,Low,4.1,N,Y,N
B,4,Z2,Q3,Heteropogon contortus,1,Moderate,10.4,NA,NA,NA
B,4,Z2,Q3,Aristida diffusa,3,Low,8.8,NA,NA,NA
B,4,Z2,Q3,NA,NA,NA,6.9,NA,NA,NA
B,4,Z2,Q4,Eragrostis gummiflua,3,Low,6.4,N,N,N
B,4,Z2,Q4,Cymbopogon excavatus,2,Low,6.6,NA,NA,NA
B,4,Z2,Q4,Heteropogon contortus,1,Moderate,7.3,NA,NA,NA
B,4,Z2,Q4,Melinis repens,NA,Low,7.6,NA,NA,NA
B,4,Z2,Q4,Eragrostis rigidior,NA,Moderate,NA,NA,NA,NA
B,4,Z2,Q4,Aristida  canescens,NA,Low,NA,NA,NA,NA
B,4,Z2,Q5,Cymbopogon excavatus,3,Low,21.1,N,N,N
B,4,Z2,Q5,Heteropogon contortus,1,Moderate,15.1,NA,NA,NA
B,4,Z2,Q5,Eragrostis superba,2,Moderate,12.2,NA,NA,NA
B,4,Z2,Q5,NA,NA,NA,14.9,NA,NA,NA
B,4,Z3,Q1,Heteropogon contortus,2,Moderate,18.3,N,Y,N
B,4,Z3,Q1,Melinis repens,3,Low,26,NA,NA,NA
B,4,Z3,Q1,Hyperrhenia filipendula,1,Moderate,24.6,NA,NA,NA
B,4,Z3,Q1,Themeda triandra,NA,High,21,NA,NA,NA
B,4,Z3,Q2,Heteropogon contortus,1,Moderate,18.8,Y,Y,N
B,4,Z3,Q2,Melinis repens,2,Low,11.2,NA,NA,NA
B,4,Z3,Q2,Eragrostis rigidior,3,Moderate,2,NA,NA,NA
B,4,Z3,Q2,NA,NA,NA,3.3,NA,NA,NA
B,4,Z3,Q3,Heteropogon contortus,1,Moderate,4.4,Y,N,N
B,4,Z3,Q3,Digitaria eriantha,2,High,4.2,NA,NA,NA
B,4,Z3,Q3,NA,NA,NA,4.1,NA,NA,NA
B,4,Z3,Q3,NA,NA,NA,5,NA,NA,NA
B,4,Z3,Q4,Heteropogon contortus,1,Moderate,14.1,N,N,N
B,4,Z3,Q4,Melinis repens,NA,Low,23.2,NA,NA,NA
B,4,Z3,Q4,Hyperrhenia filipendula,3,Moderate,19.2,NA,NA,NA
B,4,Z3,Q4,Themeda triandra,2,High,11.4,NA,NA,NA
B,4,Z3,Q4,Eragrostis superba,NA,Moderate,NA,NA,NA,NA
B,4,Z3,Q5,Digitaria eriantha,3,High,7.3,N,Y,N
B,4,Z3,Q5,Heteropogon contortus,1,Moderate,7.7,NA,NA,NA
B,4,Z3,Q5,Melinis repens,NA,Low,7.8,NA,NA,NA
B,4,Z3,Q5,Aristida adscensionis,2,Low,9.4,NA,NA,NA
B,4,Z4,Q1,Eragrostis rigidior,2,Moderate,10.7,N,N,N
B,4,Z4,Q1,Heteropogon contortus,3,Moderate,NA,NA,NA,NA
B,4,Z4,Q1,Digitaria eriantha,1,High,NA,NA,NA,NA
B,4,Z4,Q1,Cymbopogon excavatus,NA,Low,20.7,NA,NA,NA
B,4,Z4,Q1,Eragrostis superba,NA,Moderate,NA,NA,NA,NA
B,4,Z4,Q2,Heteropogon contortus,1,Moderate,17.1,Y,N,N
B,4,Z4,Q2,Melinis repens,NA,Low,17.2,NA,NA,NA
B,4,Z4,Q2,Aristida adscensionis,3,Low,16.3,NA,NA,NA
B,4,Z4,Q2,Setaria pumila ,2,Moderate,14.7,NA,NA,NA
B,4,Z4,Q3,Heteropogon contortus,1,Moderate,16,Y,N,N
B,4,Z4,Q3,Aristida adscensionis,2,Low,15,NA,NA,NA
B,4,Z4,Q3,Setaria pumila ,3,Moderate,18.1,NA,NA,NA
B,4,Z4,Q3,Eragrostis superba,NA,Moderate,19.4,NA,NA,NA
B,4,Z4,Q4,Cymbopogon excavatus,3,Low,7.8,N,Y,N
B,4,Z4,Q4,Melinis repens,2,Low,7.6,NA,NA,NA
B,4,Z4,Q4,Heteropogon contortus,1,Moderate,7.5,NA,NA,NA
B,4,Z4,Q4,Eragrostis gummiflua,NA,Low,7.6,NA,NA,NA
B,4,Z4,Q5,Cymbopogon excavatus,2,Low,NA,N,N,N
B,4,Z4,Q5,Melinis repens,3,Low,NA,NA,NA,NA
B,4,Z4,Q5,Heteropogon contortus,1,Moderate,NA,NA,NA,NA
B,4,Z4,Q5,Eragrostis gummiflua,NA,Low,NA,NA,NA,NA
B,5,Z1,Q1,Cynodon dactylon,1,High,13.2,Y,N,N
B,5,Z1,Q1,Heteropogon contortus,2,Moderate,10.8,NA,NA,NA
B,5,Z1,Q1,Setaria pumila ,NA,Moderate,11.6,NA,NA,NA
B,5,Z1,Q1,Aristida congesta B,3,Low,11,NA,NA,NA
B,5,Z1,Q2,Heteropogon contortus,1,Moderate,14.5,N,Y,N
B,5,Z1,Q2,Melinis repens,3,Low,14.6,NA,NA,NA
B,5,Z1,Q2,Hyperrhenia filipendula,2,Moderate,14,NA,NA,NA
B,5,Z1,Q2,Themeda triandra,NA,High,14.9,NA,NA,NA
B,5,Z1,Q2,Setaria pumila ,NA,Moderate,NA,NA,NA,NA
B,5,Z1,Q3,Cynodon dactylon,1,High,4.3,Y,N,Y
B,5,Z1,Q3,Heteropogon contortus,2,Moderate,5.5,NA,NA,NA
B,5,Z1,Q3,Cymbopogon excavatus,3,Low,10.1,NA,NA,NA
B,5,Z1,Q3,NA,NA,NA,9.7,NA,NA,NA
B,5,Z1,Q4,Cynodon dactylon,1,High,13.9,N,N,N
B,5,Z1,Q4,Cymbopogon excavatus,2,Low,8.2,NA,NA,NA
B,5,Z1,Q4,Setaria pumila ,3,Moderate,8.5,NA,NA,NA
B,5,Z1,Q4,NA,NA,NA,9.1,NA,NA,NA
B,5,Z1,Q5,Bothriochloa insculpta,1,Moderate,9.7,NA,NA,NA
B,5,Z1,Q5,Heteropogon contortus,2,Moderate,8.6,Y,N,N
B,5,Z1,Q5,NA,NA,NA,7.1,NA,NA,NA
B,5,Z1,Q5,NA,NA,NA,7.5,NA,NA,NA
B,5,Z2,Q1,Cynodon dactylon,2,High,12.5,Y,N,N
B,5,Z2,Q1,Heteropogon contortus,1,Moderate,10,NA,NA,NA
B,5,Z2,Q1,Aristida congesta B,3,Low,10.1,NA,NA,NA
B,5,Z2,Q1,Melinis repens,NA,Low,9.9,NA,NA,NA
B,5,Z2,Q1,Eragrostis gummiflua,NA,Low,NA,NA,NA,NA
B,5,Z2,Q1,Eragrostis superba,NA,Moderate,NA,NA,NA,NA
B,5,Z2,Q2,Cynodon dactylon,1,High,5,Y,N,N
B,5,Z2,Q2,Heteropogon contortus,2,Moderate,3.4,NA,NA,NA
B,5,Z2,Q2,Setaria pumila ,3,Moderate,4.1,NA,NA,NA
B,5,Z2,Q2,NA,NA,NA,4.2,NA,NA,NA
B,5,Z2,Q3,Heteropogon contortus,1,Moderate,6,Y,N,N
B,5,Z2,Q3,Eragrostis superba,2,Moderate,7.1,NA,NA,NA
B,5,Z2,Q3,Bothriochloa insculpta,NA,Moderate,6.4,NA,NA,NA
B,5,Z2,Q3,Themeda triandra,3,High,5.8,NA,NA,NA
B,5,Z2,Q4,Setaria pumila ,3,Moderate,20.4,Y,N,N
B,5,Z2,Q4,Heteropogon contortus,1,Moderate,11.8,NA,NA,NA
B,5,Z2,Q4,Brachiaria serrata,2,Moderate,8.8,NA,NA,NA
B,5,Z2,Q4,Aristida congesta B,NA,Low,9.7,NA,NA,NA
B,5,Z2,Q5,Eragrostis superba,NA,Moderate,6.9,Y,N,N
B,5,Z2,Q5,Setaria pumila ,2,Moderate,10.1,NA,NA,NA
B,5,Z2,Q5,Heteropogon contortus,1,Moderate,10.4,NA,NA,NA
B,5,Z2,Q5,Cymbopogon excavatus,3,Low,10.4,NA,NA,NA
B,5,Z3,Q1,Heteropogon contortus,1,Moderate,8.6,N,Y,N
B,5,Z3,Q1,Setaria pumila ,2,Moderate,6.3,NA,NA,NA
B,5,Z3,Q1,NA,NA,NA,6,NA,NA,NA
B,5,Z3,Q1,NA,NA,NA,6.1,NA,NA,NA
B,5,Z3,Q2,Cynodon dactylon,1,High,6.3,NA,NA,NA
B,5,Z3,Q2,Heteropogon contortus,2,Moderate,17.1,NA,NA,NA
B,5,Z3,Q2,Eragrostis superba,NA,Moderate,16.8,NA,NA,NA
B,5,Z3,Q2,Setaria pumila ,NA,Moderate,8.5,NA,NA,NA
B,5,Z3,Q2,Sporobolus africanus,NA,Low,NA,NA,NA,NA
B,5,Z3,Q2,Aristida congesta B,3,Low,NA,NA,NA,NA
B,5,Z3,Q3,Cymbopogon plurinodis,2,Low,12.1,Y,N,Y
B,5,Z3,Q3,Cynodon dactylon,1,High,9.5,NA,NA,NA
B,5,Z3,Q3,Heteropogon contortus,3,Moderate,9.7,NA,NA,NA
B,5,Z3,Q3,Eragrostis superba,NA,Moderate,9.6,NA,NA,NA
B,5,Z3,Q3,Aristida congesta B,NA,Low,NA,NA,NA,NA
B,5,Z3,Q3,Eragrostis gummiflua,NA,Low,NA,NA,NA,NA
B,5,Z3,Q4,Heteropogon contortus,1,Moderate,7.5,N,Y,N
B,5,Z3,Q4,Setaria pumila ,2,Moderate,6,NA,NA,NA
B,5,Z3,Q4,NA,NA,NA,2,NA,NA,NA
B,5,Z3,Q4,NA,NA,NA,3.9,NA,NA,NA
B,5,Z3,Q5,Aristida congesta B,3,Low,5.7,Y,N,N
B,5,Z3,Q5,Heteropogon contortus,1,Moderate,5.3,NA,NA,NA
B,5,Z3,Q5,Eragrostis gummiflua,2,Low,8.4,NA,NA,NA
B,5,Z3,Q5,NA,NA,NA,6.5,NA,NA,NA
B,5,Z4,Q1,Cynodon dactylon,1,High,8.6,Y,N,N
B,5,Z4,Q1,Heteropogon contortus,2,Moderate,9.2,NA,NA,NA
B,5,Z4,Q1,Setaria pumila ,3,Moderate,13.2,NA,NA,NA
B,5,Z4,Q1,Aristida congesta B,NA,Low,13.2,NA,NA,NA
B,5,Z4,Q1,Melinis repens,NA,Low,NA,NA,NA,NA
B,5,Z4,Q2,Bothriochloa insculpta,1,Moderate,10.7,Y,Y,Y
B,5,Z4,Q2,Heteropogon contortus,2,Moderate,3.1,NA,NA,NA
B,5,Z4,Q2,Eragrostis superba,3,Moderate,8.5,NA,NA,NA
B,5,Z4,Q2,NA,NA,NA,6.5,NA,NA,NA
B,5,Z4,Q3,Cynodon dactylon,1,Moderate,13.6,Y,Y,N
B,5,Z4,Q3,Eragrostis rigidior,NA,Moderate,12.1,NA,NA,NA
B,5,Z4,Q3,Digitaria eriantha,2,High,9.4,NA,NA,NA
B,5,Z4,Q3,Sporobolus africanus,3,Low,10.1,NA,NA,NA
B,5,Z4,Q4,Heteropogon contortus,3,Moderate,9.3,Y,N,N
B,5,Z4,Q4,Eragrostis superba,NA,Moderate,10,NA,NA,NA
B,5,Z4,Q4,Bothriochloa insculpta,2,Moderate,12,NA,NA,NA
B,5,Z4,Q4,Themeda triandra,NA,High,12.5,NA,NA,NA
B,5,Z4,Q4,Setaria pumila ,NA,Moderate,NA,NA,NA,NA
B,5,Z4,Q4,Cynodon dactylon,1,High,NA,NA,NA,NA
B,5,Z4,Q5,Heteropogon contortus,2,Moderate,8.8,Y,N,Y
B,5,Z4,Q5,Eragrostis superba,3,Moderate,7.7,NA,NA,NA
B,5,Z4,Q5,Bothriochloa insculpta,1,Moderate,6.4,NA,NA,NA
B,5,Z4,Q5,Aristida adscensionis,NA,Low,7,NA,NA,NA
B,5,Z4,Q5,Aristida congesta B,NA,Low,NA,NA,NA,NA
C,1,Z1,Q1,NA,NA,NA,0,N,N,N
C,1,Z1,Q2,Cynodon dactylon,2,High,5.8,N,Y,N
C,1,Z1,Q2,Aristida adscensionis,1,Low,6.8,NA,NA,NA
C,1,Z1,Q2,NA,NA,NA,6.8,NA,NA,NA
C,1,Z1,Q2,NA,NA,NA,6.1,NA,NA,NA
C,1,Z1,Q3,Heteropogon contortus,1,Moderate,2.5,N,N,Y
C,1,Z1,Q3,Brachiaria brizantha,2,Moderate,2.4,NA,NA,NA
C,1,Z1,Q3,NA,NA,NA,2.7,NA,NA,NA
C,1,Z1,Q3,NA,NA,NA,2.5,NA,NA,NA
C,1,Z1,Q4,Setaria incrassata,1,High,4.6,N,N,Y
C,1,Z1,Q4,Heteropogon contortus,2,Moderate,4.2,NA,NA,NA
C,1,Z1,Q4,NA,NA,NA,4.4,NA,NA,NA
C,1,Z1,Q4,NA,NA,NA,4.6,NA,NA,NA
C,1,Z1,Q5,Heteropogon contortus,1,Moderate,2,N,Y,Y
C,1,Z1,Q5,NA,NA,NA,2.4,NA,NA,NA
C,1,Z1,Q5,NA,NA,NA,2.4,NA,NA,NA
C,1,Z1,Q5,NA,NA,NA,2.3,NA,NA,NA
C,1,Z2,Q1,Setaria incrassata,2,High,4.1,N,Y,Y
C,1,Z2,Q1,Heteropogon contortus,1,Moderate,2.9,NA,NA,NA
C,1,Z2,Q1,NA,NA,NA,3.3,NA,NA,NA
C,1,Z2,Q1,NA,NA,NA,4.8,NA,NA,NA
C,1,Z2,Q2,Eragrostis gummiflua,1,Low,2.2,N,N,Y
C,1,Z2,Q2,Heteropogon contortus,2,Moderate,4,NA,NA,NA
C,1,Z2,Q2,NA,NA,NA,2.4,NA,NA,NA
C,1,Z2,Q2,NA,NA,NA,4.1,NA,NA,NA
C,1,Z2,Q3,Sporobolus africanus,NA,Low,3.3,Y,Y,N
C,1,Z2,Q3,Aristida  canescens,1,Low,3.9,NA,NA,NA
C,1,Z2,Q3,Brachiaria brizantha,3,Moderate,3.6,NA,NA,NA
C,1,Z2,Q3,Eragrostis gummiflua,NA,Low,3.5,NA,NA,NA
C,1,Z2,Q3,Heteropogon contortus,2,Moderate,NA,NA,NA,NA
C,1,Z2,Q4,Heteropogon contortus,2,Moderate,5.3,Y,N,Y
C,1,Z2,Q4,Panicum maximum,1,High,5,NA,NA,NA
C,1,Z2,Q4,NA,NA,NA,5,NA,NA,NA
C,1,Z2,Q4,NA,NA,NA,4.7,NA,NA,NA
C,1,Z2,Q5,Hyperrhenia filipendula,1,Moderate,1.9,N,N,Y
C,1,Z2,Q5,NA,NA,NA,2.1,NA,NA,NA
C,1,Z2,Q5,NA,NA,NA,2.8,NA,NA,NA
C,1,Z2,Q5,NA,NA,NA,2,NA,NA,NA
C,1,Z3,Q1,Setaria incrassata,1,High,3.9,N,N,Y
C,1,Z3,Q1,Melinis repens,2,Low,3.9,NA,NA,NA
C,1,Z3,Q1,NA,NA,NA,4,NA,NA,NA
C,1,Z3,Q1,NA,NA,NA,4.1,NA,NA,NA
C,1,Z3,Q2,Heteropogon contortus,1,Moderate,2.2,N,N,N
C,1,Z3,Q2,NA,NA,NA,3,NA,NA,NA
C,1,Z3,Q2,NA,NA,NA,2.6,NA,NA,NA
C,1,Z3,Q2,NA,NA,NA,2.8,NA,NA,NA
C,1,Z3,Q3,Heteropogon contortus,1,Moderate,3.5,N,N,Y
C,1,Z3,Q3,Melinis repens,2,Low,3.8,NA,NA,NA
C,1,Z3,Q3,NA,NA,NA,3.2,NA,NA,NA
C,1,Z3,Q3,NA,NA,NA,3.1,NA,NA,NA
C,1,Z3,Q4,Eragrostis gummiflua,2,Low,4.4,Y,Y,N
C,1,Z3,Q4,Panicum maximum,1,High,4.1,NA,NA,NA
C,1,Z3,Q4,Digitaria eriantha,3,High,3.2,NA,NA,NA
C,1,Z3,Q4,NA,NA,NA,2.1,NA,NA,NA
C,1,Z3,Q5,Eragrostis gummiflua,2,Low,3.6,N,N,Y
C,1,Z3,Q5,Heteropogon contortus,1,Moderate,3.1,NA,NA,NA
C,1,Z3,Q5,Setaria incrassata,3,High,3.1,NA,NA,NA
C,1,Z3,Q5,NA,NA,NA,3.3,NA,NA,NA
C,1,Z4,Q1,Heteropogon contortus,1,Moderate,2.6,N,Y,N
C,1,Z4,Q1,Melinis repens,2,Low,3.5,NA,NA,NA
C,1,Z4,Q1,NA,NA,NA,3,NA,NA,NA
C,1,Z4,Q1,NA,NA,NA,2.8,NA,NA,NA
C,1,Z4,Q2,Heteropogon contortus,1,Moderate,4.9,N,Y,N
C,1,Z4,Q2,Setaria incrassata,2,High,5,NA,NA,NA
C,1,Z4,Q2,NA,NA,NA,4.4,NA,NA,NA
C,1,Z4,Q2,NA,NA,NA,4.4,NA,NA,NA
C,1,Z4,Q3,Heteropogon contortus,1,Moderate,3.7,N,Y,Y
C,1,Z4,Q3,Digitaria eriantha,2,High,3.7,NA,NA,NA
C,1,Z4,Q3,NA,NA,NA,3.5,NA,NA,NA
C,1,Z4,Q3,NA,NA,NA,3.4,NA,NA,NA
C,1,Z4,Q4,Heteropogon contortus,1,Moderate,4.4,N,Y,N
C,1,Z4,Q4,NA,NA,NA,3.8,NA,NA,NA
C,1,Z4,Q4,NA,NA,NA,3.3,NA,NA,NA
C,1,Z4,Q4,NA,NA,NA,3.6,NA,NA,NA
C,1,Z4,Q5,Eragrostis gummiflua,1,Low,2.5,N,Y,Y
C,1,Z4,Q5,NA,NA,NA,2.3,NA,NA,NA
C,1,Z4,Q5,NA,NA,NA,2.3,NA,NA,NA
C,1,Z4,Q5,NA,NA,NA,2.2,NA,NA,NA
C,2,Z1,Q1,Panicum maximum,1,High,4.4,N,Y,N
C,2,Z1,Q1,NA,NA,NA,3.9,NA,NA,NA
C,2,Z1,Q1,NA,NA,NA,6.2,NA,NA,NA
C,2,Z1,Q1,NA,NA,NA,3.5,NA,NA,NA
C,2,Z1,Q2,Panicum maximum,1,High,8.1,N,Y,N
C,2,Z1,Q2,Eragrostis superba,2,Moderate,7.3,NA,NA,NA
C,2,Z1,Q2,Heteropogon contortus,3,Moderate,6.9,NA,NA,NA
C,2,Z1,Q2,NA,NA,NA,6.2,NA,NA,NA
C,2,Z1,Q3,Panicum maximum,1,High,4,N,Y,N
C,2,Z1,Q3,NA,NA,NA,4.3,NA,NA,NA
C,2,Z1,Q3,NA,NA,NA,4,NA,NA,NA
C,2,Z1,Q3,NA,NA,NA,4.1,NA,NA,NA
C,2,Z1,Q4,Panicum maximum,1,High,1.9,N,N,N
C,2,Z1,Q4,NA,NA,NA,2.5,NA,NA,NA
C,2,Z1,Q4,NA,NA,NA,2.5,NA,NA,NA
C,2,Z1,Q4,NA,NA,NA,2.6,NA,NA,NA
C,2,Z1,Q5,Eragrostis rigidior,1,Moderate,2.2,Y,Y,Y
C,2,Z1,Q5,Eragrostis gummiflua,2,Low,2.3,NA,NA,NA
C,2,Z1,Q5,NA,NA,NA,2,NA,NA,NA
C,2,Z1,Q5,NA,NA,NA,3,NA,NA,NA
C,2,Z2,Q1,Panicum maximum,1,High,4.3,Y,N,Y
C,2,Z2,Q1,NA,NA,NA,5,NA,NA,NA
C,2,Z2,Q1,NA,NA,NA,5.3,NA,NA,NA
C,2,Z2,Q1,NA,NA,NA,5,NA,NA,NA
C,2,Z2,Q2,Panicum maximum,1,High,4.3,N,Y,N
C,2,Z2,Q2,NA,NA,NA,5,NA,NA,NA
C,2,Z2,Q2,NA,NA,NA,5.3,NA,NA,NA
C,2,Z2,Q2,NA,NA,NA,5,NA,NA,NA
C,2,Z2,Q2,Panicum maximum,1,High,4.2,N,Y,N
C,2,Z2,Q2,NA,NA,NA,3.6,NA,NA,NA
C,2,Z2,Q2,NA,NA,NA,4,NA,NA,NA
C,2,Z2,Q2,NA,NA,NA,3.7,NA,NA,NA
C,2,Z2,Q4,NA,NA,NA,0,N,Y,N
C,2,Z2,Q5,Panicum maximum,1,High,6.7,N,Y,N
C,2,Z2,Q5,NA,NA,NA,6.9,NA,NA,NA
C,2,Z2,Q5,NA,NA,NA,6.4,NA,NA,NA
C,2,Z2,Q5,NA,NA,NA,6.4,NA,NA,NA
C,2,Z3,Q1,Digitaria eriantha,1,High,5.3,N,Y,N
C,2,Z3,Q1,Heteropogon contortus,3,Moderate,5.1,NA,NA,NA
C,2,Z3,Q1,Eragrostis rigidior,2,Moderate,6.1,NA,NA,NA
C,2,Z3,Q1,NA,NA,NA,6.2,NA,NA,NA
C,2,Z3,Q2,Eragrostis rigidior,1,Moderate,1.7,N,N,N
C,2,Z3,Q2,NA,NA,NA,2.8,NA,NA,NA
C,2,Z3,Q2,NA,NA,NA,2.8,NA,NA,NA
C,2,Z3,Q2,NA,NA,NA,2.8,NA,NA,NA
C,2,Z3,Q3,Panicum maximum,1,High,20.7,Y,N,N
C,2,Z3,Q3,NA,NA,NA,19.4,NA,NA,NA
C,2,Z3,Q3,NA,NA,NA,NA,NA,NA,NA
C,2,Z3,Q3,NA,NA,NA,24,NA,NA,NA
C,2,Z3,Q4,Panicum maximum,1,High,10.3,N,Y,N
C,2,Z3,Q4,NA,NA,NA,7.8,NA,NA,NA
C,2,Z3,Q4,NA,NA,NA,6.8,NA,NA,NA
C,2,Z3,Q4,NA,NA,NA,7.8,NA,NA,NA
C,2,Z3,Q5,Eragrostis viscosa,2,Low,1.9,N,N,N
C,2,Z3,Q5,Eragrostis gummiflua,1,Low,1.8,NA,NA,NA
C,2,Z3,Q5,NA,NA,NA,1.7,NA,NA,NA
C,2,Z3,Q5,NA,NA,NA,2,NA,NA,NA
C,2,Z4,Q1,Panicum maximum,1,High,3,N,Y,N
C,2,Z4,Q1,NA,NA,NA,3.1,NA,NA,NA
C,2,Z4,Q1,NA,NA,NA,2.8,NA,NA,NA
C,2,Z4,Q1,NA,NA,NA,3.3,NA,NA,NA
C,2,Z4,Q2,Brachiaria brizantha,1,Moderate,8,Y,N,N
C,2,Z4,Q2,Eragrostis rigidior,2,Moderate,7.2,NA,NA,NA
C,2,Z4,Q2,NA,NA,NA,8.4,NA,NA,NA
C,2,Z4,Q2,NA,NA,NA,9.1,NA,NA,NA
C,2,Z4,Q3,Panicum maximum,1,High,4.7,N,Y,N
C,2,Z4,Q3,NA,NA,NA,4.9,NA,NA,NA
C,2,Z4,Q3,NA,NA,NA,5.3,NA,NA,NA
C,2,Z4,Q3,NA,NA,NA,6.1,NA,NA,NA
C,2,Z4,Q4,Panicum maximum,1,High,3.8,NA,NA,NA
C,2,Z4,Q4,NA,NA,NA,4,N,Y,N
C,2,Z4,Q4,NA,NA,NA,3.9,NA,NA,NA
C,2,Z4,Q4,NA,NA,NA,3.3,NA,NA,NA
C,2,Z4,Q5,NA,NA,NA,0,N,Y,Y
C,3,Z1,Q1,Heteropogon contortus,3,Moderate,12.2,N,N,N
C,3,Z1,Q1,Eragrostis rigidior,2,Moderate,11.8,NA,NA,NA
C,3,Z1,Q1,Pogonarthria squarrosa,1,Low,11.2,NA,NA,NA
C,3,Z1,Q1,NA,NA,NA,10.6,NA,NA,NA
C,3,Z1,Q2,Heteropogon contortus,1,Moderate,8.8,N,Y,N
C,3,Z1,Q2,Digitaria eriantha,2,High,8.6,NA,NA,NA
C,3,Z1,Q2,Brachiaria brizantha,3,Moderate,8.4,NA,NA,NA
C,3,Z1,Q2,NA,NA,NA,8.3,NA,NA,NA
C,3,Z1,Q3,Heteropogon contortus,1,Moderate,4.9,N,Y,N
C,3,Z1,Q3,Panicum maximum,2,High,4.3,NA,NA,NA
C,3,Z1,Q3,Digitaria eriantha,3,High,4,NA,NA,NA
C,3,Z1,Q3,Melinis repens,NA,Low,5.9,NA,NA,NA
C,3,Z1,Q4,Heteropogon contortus,1,Moderate,4.2,N,Y,N
C,3,Z1,Q4,NA,NA,NA,4,NA,NA,NA
C,3,Z1,Q4,NA,NA,NA,4.3,NA,NA,NA
C,3,Z1,Q4,NA,NA,NA,5.1,NA,NA,NA
C,3,Z1,Q5,Heteropogon contortus,1,Moderate,2.2,Y,N,N
C,3,Z1,Q5,Panicum maximum,1,High,3.6,NA,NA,NA
C,3,Z1,Q5,NA,NA,NA,3.8,NA,NA,NA
C,3,Z1,Q5,NA,NA,NA,3.5,NA,NA,NA
C,3,Z2,Q1,Digitaria eriantha,1,High,2.4,N,Y,N
C,3,Z2,Q1,Pogonarthria squarrosa,2,Low,3.2,NA,NA,NA
C,3,Z2,Q1,Brachiaria brizantha,3,Moderate,3.2,NA,NA,NA
C,3,Z2,Q1,Setaria incrassata,NA,High,3.3,NA,NA,NA
C,3,Z2,Q2,Digitaria eriantha,1,High,4.1,N,N,N
C,3,Z2,Q2,Pogonarthria squarrosa,2,Low,4.4,NA,NA,NA
C,3,Z2,Q2,Brachiaria brizantha,3,Moderate,5.1,NA,NA,NA
C,3,Z2,Q2,NA,NA,NA,5.1,NA,NA,NA
C,3,Z2,Q3,Panicum maximum,1,High,12.8,N,Y,N
C,3,Z2,Q3,NA,NA,NA,8.3,NA,NA,NA
C,3,Z2,Q3,NA,NA,NA,7.2,NA,NA,NA
C,3,Z2,Q3,NA,NA,NA,6.6,NA,NA,NA
C,3,Z2,Q4,Heteropogon contortus,1,Moderate,4.4,N,Y,N
C,3,Z2,Q4,NA,NA,NA,4.6,NA,NA,NA
C,3,Z2,Q4,NA,NA,NA,4,NA,NA,NA
C,3,Z2,Q4,NA,NA,NA,3.7,NA,NA,NA
C,3,Z2,Q5,Pogonarthria squarrosa,1,Low,5.3,N,N,N
C,3,Z2,Q5,Brachiaria brizantha,2,Moderate,5.2,NA,NA,NA
C,3,Z2,Q5,Heteropogon contortus,3,Moderate,4.4,NA,NA,NA
C,3,Z2,Q5,NA,NA,NA,4.4,NA,NA,NA
C,3,Z3,Q1,Pogonarthria squarrosa,1,Low,2.2,N,N,N
C,3,Z3,Q1,Setaria incrassata,2,High,2.4,NA,NA,NA
C,3,Z3,Q1,Heteropogon contortus,3,Moderate,3.8,NA,NA,NA
C,3,Z3,Q1,NA,NA,NA,4.7,NA,NA,NA
C,3,Z3,Q2,Pogonarthria squarrosa,1,Low,5.9,N,N,N
C,3,Z3,Q2,Heteropogon contortus,2,Moderate,5.4,NA,NA,NA
