Site,Plot,Subplot,Quadrat,Spp_name,Rank_dominant_grass,Grazing_value,DPM_Height,Grazing_activity,Quadrat_under_canopy,Dung_presence
E,2,Z3,Q5,NA,NA,NA,5.7,NA,NA,NA
E,2,Z3,Q5,NA,NA,NA,6.7,NA,NA,NA
E,2,Z4,Q1,Enteropogon macrostachyus,1,High,10.2,N,Y,N
E,2,Z4,Q1,Panicum maximum,2,High,11.2,NA,NA,NA
E,2,Z4,Q1,NA,NA,NA,10.7,NA,NA,NA
E,2,Z4,Q1,NA,NA,NA,12.6,NA,NA,NA
E,2,Z4,Q2,Enteropogon macrostachyus,2,High,5.3,N,Y,N
E,2,Z4,Q2,Panicum maximum,1,High,6.1,NA,NA,NA
E,2,Z4,Q2,NA,NA,NA,9.3,NA,NA,NA
E,2,Z4,Q2,NA,NA,NA,10.8,NA,NA,NA
E,2,Z4,Q3,Heteropogon contortus,1,Moderate,23.3,N,Y,N
E,2,Z4,Q3,Panicum maximum,2,High,19,NA,NA,NA
E,2,Z4,Q3,NA,NA,NA,16.7,NA,NA,NA
E,2,Z4,Q3,NA,NA,NA,19.9,NA,NA,NA
E,2,Z4,Q4,Pogonarthria squarrosa,NA,Low,17,N,Y,N
E,2,Z4,Q4,Aristida adscensionis,3,Low,15.1,NA,NA,NA
E,2,Z4,Q4,Heteropogon contortus,1,Moderate,13.7,NA,NA,NA
E,2,Z4,Q4,Eragrostis rigidior,2,Moderate,17.9,NA,NA,NA
E,2,Z4,Q5,Aristida adscensionis,NA,Low,12,N,Y,N
E,2,Z4,Q5,Heteropogon contortus,2,Moderate,11.4,NA,NA,NA
E,2,Z4,Q5,Eragrostis rigidior,3,Moderate,10.9,NA,NA,NA
E,2,Z4,Q5,Setaria incrassata,NA,High,10.3,NA,NA,NA
E,2,Z4,Q5,Eragrostis gummiflua,1,Low,NA,NA,NA,NA
E,3,Z1,Q1,Heteropogon contortus,2,Moderate,3.3,N,N,N
E,3,Z1,Q1,Urochloa mosambicensis,1,Moderate,9.5,NA,NA,NA
E,3,Z1,Q1,NA,NA,NA,10,NA,NA,NA
E,3,Z1,Q1,NA,NA,NA,15.9,NA,NA,NA
E,3,Z1,Q2,Panicum maximum,2,High,4.4,N,Y,N
E,3,Z1,Q2,Aristida adscensionis,NA,Low,3.6,NA,NA,NA
E,3,Z1,Q2,Heteropogon contortus,1,Moderate,3.3,NA,NA,NA
E,3,Z1,Q2,Eragrostis rigidior,3,Moderate,5.2,NA,NA,NA
E,3,Z1,Q3,Panicum maximum,1,High,11.4,N,N,N
E,3,Z1,Q3,Heteropogon contortus,2,Moderate,9,NA,NA,NA
E,3,Z1,Q3,NA,NA,NA,8.5,NA,NA,NA
E,3,Z1,Q3,NA,NA,NA,8.5,NA,NA,NA
E,3,Z1,Q4,Panicum maximum,2,High,6.7,N,Y,N
E,3,Z1,Q4,Digitaria eriantha,1,High,8.5,NA,NA,NA
E,3,Z1,Q4,NA,NA,NA,9.4,NA,NA,NA
E,3,Z1,Q4,NA,NA,NA,7,NA,NA,NA
E,3,Z1,Q5,Urochloa mosambicensis,NA,Moderate,3,N,Y,N
E,3,Z1,Q5,Aristida adscensionis,NA,Low,4.2,NA,NA,NA
E,3,Z1,Q5,Heteropogon contortus,1,Moderate,4.2,NA,NA,NA
E,3,Z1,Q5,Cymbopogon excavatus,2,Low,4.6,NA,NA,NA
E,3,Z1,Q5,Eragrostis gummiflua,3,Low,NA,NA,NA,NA
E,3,Z2,Q1,Urochloa mosambicensis,1,NA,2,N,N,N
E,3,Z2,Q1,NA,NA,NA,2,NA,NA,NA
E,3,Z2,Q1,NA,NA,NA,2,NA,NA,NA
E,3,Z2,Q1,NA,NA,NA,2,NA,NA,NA
E,3,Z2,Q2,Aristida diffusa,NA,NA,9.7,N,Y,N
E,3,Z2,Q2,Panicum maximum,2,NA,8.9,NA,NA,NA
E,3,Z2,Q2,Aristida adscensionis,3,NA,8.4,NA,NA,NA
E,3,Z2,Q2,Eragrostis rigidior,1,NA,7.8,NA,NA,NA
E,3,Z2,Q3,Panicum maximum,1,NA,11.5,N,Y,N
E,3,Z2,Q3,NA,NA,NA,11.9,NA,NA,NA
E,3,Z2,Q3,NA,NA,NA,11.5,NA,NA,NA
E,3,Z2,Q3,NA,NA,NA,11.2,NA,NA,NA
E,3,Z2,Q4,Panicum maximum,2,NA,24.4,N,Y,N
E,3,Z2,Q4,Enteropogon macrostachyus,1,NA,15,NA,NA,NA
E,3,Z2,Q4,NA,NA,NA,12,NA,NA,NA
E,3,Z2,Q4,NA,NA,NA,14.6,NA,NA,NA
E,3,Z2,Q5,Panicum maximum,1,NA,5.8,N,Y,N
E,3,Z2,Q5,NA,NA,NA,3.7,NA,NA,NA
E,3,Z2,Q5,NA,NA,NA,5.6,NA,NA,NA
E,3,Z2,Q5,NA,NA,NA,5.5,NA,NA,NA
E,3,Z3,Q1,Eragrostis rigidior,1,Moderate,3,N,Y,N
E,3,Z3,Q1,Heteropogon contortus,2,Moderate,4.4,NA,NA,NA
E,3,Z3,Q1,Cymbopogon excavatus,3,Low,9.6,NA,NA,NA
E,3,Z3,Q1,NA,NA,NA,10.4,NA,NA,NA
E,3,Z3,Q2,Heteropogon contortus,2,Moderate,12,N,N,N
E,3,Z3,Q2,Urochloa mosambicensis,1,Moderate,12.1,NA,NA,NA
E,3,Z3,Q2,Panicum maximum,3,High,12.7,NA,NA,NA
E,3,Z3,Q2,NA,NA,NA,10.5,NA,NA,NA
E,3,Z3,Q3,Eragrostis rigidior,1,Moderate,0,Y,N,Y
E,3,Z3,Q3,Heteropogon contortus,2,Moderate,1.7,NA,NA,NA
E,3,Z3,Q3,Panicum maximum,NA,High,1.8,NA,NA,NA
E,3,Z3,Q3,Eragrostis superba,NA,Moderate,5.2,NA,NA,NA
E,3,Z3,Q3,Eragrostis gummiflua,3,Low,NA,NA,NA,NA
E,3,Z3,Q3,Aristida adscensionis,NA,Low,NA,NA,NA,NA
E,3,Z3,Q3,Pogonarthria squarrosa,NA,Low,NA,NA,NA,NA
E,3,Z3,Q4,Eragrostis rigidior,NA,Moderate,6.5,N,N,N
E,3,Z3,Q4,Heteropogon contortus,2,Moderate,4.3,NA,NA,NA
E,3,Z3,Q4,Eragrostis gummiflua,1,Low,7.1,NA,NA,NA
E,3,Z3,Q4,Aristida adscensionis,3,Low,8.3,NA,NA,NA
E,3,Z3,Q5,Heteropogon contortus,1,Moderate,5.3,N,N,N
E,3,Z3,Q5,Eragrostis gummiflua,2,Low,4.6,NA,NA,NA
E,3,Z3,Q5,NA,NA,NA,4.1,NA,NA,NA
E,3,Z3,Q5,NA,NA,NA,4.5,NA,NA,NA
E,3,Z4,Q1,Cymbopogon excavatus,2,Low,4.5,N,N,N
E,3,Z4,Q1,Heteropogon contortus,1,Moderate,4.5,NA,NA,NA
E,3,Z4,Q1,Urochloa mosambicensis,3,Moderate,9.9,NA,NA,NA
E,3,Z4,Q1,NA,NA,NA,12.9,NA,NA,NA
E,3,Z4,Q2,Panicum maximum,1,High,11.7,N,Y,N
E,3,Z4,Q2,NA,NA,NA,10.8,NA,NA,NA
E,3,Z4,Q2,NA,NA,NA,8.4,NA,NA,NA
E,3,Z4,Q2,NA,NA,NA,9.9,NA,NA,NA
E,3,Z4,Q3,Heteropogon contortus,1,Moderate,18.2,N,Y,N
E,3,Z4,Q3,NA,NA,NA,22.3,NA,NA,NA
E,3,Z4,Q3,NA,NA,NA,17.6,NA,NA,NA
E,3,Z4,Q3,NA,NA,NA,17.5,NA,NA,NA
E,3,Z4,Q4,Panicum maximum,3,High,4.3,N,N,N
E,3,Z4,Q4,Eragrostis rigidior,2,Moderate,4.5,NA,NA,NA
E,3,Z4,Q4,Eragrostis gummiflua,1,Low,6.8,NA,NA,NA
E,3,Z4,Q4,NA,NA,NA,6.2,NA,NA,NA
E,3,Z4,Q5,Panicum maximum,2,High,8.5,N,Y,N
E,3,Z4,Q5,Eragrostis rigidior,1,Moderate,8.3,NA,NA,NA
E,3,Z4,Q5,NA,NA,NA,7.4,NA,NA,NA
E,3,Z4,Q5,NA,NA,NA,7.9,NA,NA,NA
E,4,Z1,Q1,Heteropogon contortus,1,High,5.4,N,Y,N
E,4,Z1,Q1,NA,NA,NA,6.1,NA,NA,NA
E,4,Z1,Q1,NA,NA,NA,6.7,NA,NA,NA
E,4,Z1,Q1,NA,NA,NA,6.6,NA,NA,NA
E,4,Z1,Q2,Panicum maximum,1,High,7,N,N,N
E,4,Z1,Q2,NA,NA,NA,7.6,NA,NA,NA
E,4,Z1,Q2,NA,NA,NA,5.7,NA,NA,NA
E,4,Z1,Q2,NA,NA,NA,5.6,NA,NA,NA
E,4,Z1,Q3,Digitaria eriantha,2,High,2.7,N,Y,N
E,4,Z1,Q3,Heteropogon contortus,3,Moderate,2.6,NA,NA,NA
E,4,Z1,Q3,Eragrostis gummiflua,1,Low,2.6,NA,NA,NA
E,4,Z1,Q3,Aristida adscensionis,NA,Low,2.6,NA,NA,NA
E,4,Z1,Q4,Heteropogon contortus,1,Moderate,8.3,N,Y,N
E,4,Z1,Q4,NA,NA,NA,8.1,NA,NA,NA
E,4,Z1,Q4,NA,NA,NA,8,NA,NA,NA
E,4,Z1,Q4,NA,NA,NA,7.7,NA,NA,NA
E,4,Z1,Q5,Enteropogon macrostachyus,1,High,13.3,N,Y,N
E,4,Z1,Q5,NA,NA,NA,15.4,NA,NA,NA
E,4,Z1,Q5,NA,NA,NA,13.9,NA,NA,NA
E,4,Z1,Q5,NA,NA,NA,13.6,NA,NA,NA
E,4,Z2,Q1,Heteropogon contortus,1,Moderate,5.2,N,Y,N
E,4,Z2,Q1,Aristida adscensionis,2,Low,14.8,NA,NA,NA
E,4,Z2,Q1,NA,NA,NA,14.6,NA,NA,NA
E,4,Z2,Q1,NA,NA,NA,14.4,NA,NA,NA
E,4,Z2,Q2,Heteropogon contortus,2,Moderate,3,N,N,N
E,4,Z2,Q2,Eragrostis gummiflua,3,Low,3.6,NA,NA,NA
E,4,Z2,Q2,Aristida adscensionis,1,Low,3.8,NA,NA,NA
E,4,Z2,Q2,Eragrostis rigidior,NA,Moderate,5.6,NA,NA,NA
E,4,Z2,Q3,Heteropogon contortus,1,Moderate,8.1,N,N,N
E,4,Z2,Q3,NA,NA,NA,6.5,NA,NA,NA
E,4,Z2,Q3,NA,NA,NA,6.3,NA,NA,NA
E,4,Z2,Q3,NA,NA,NA,6.1,NA,NA,NA
E,4,Z2,Q4,Heteropogon contortus,1,Moderate,6.5,N,N,N
E,4,Z2,Q4,NA,NA,NA,6.6,NA,NA,NA
E,4,Z2,Q4,NA,NA,NA,9.4,NA,NA,NA
E,4,Z2,Q4,NA,NA,NA,10.3,NA,NA,NA
E,4,Z2,Q5,Heteropogon contortus,1,Moderate,10.4,N,Y,N
E,4,Z2,Q5,Cymbopogon excavatus,2,Low,7.4,NA,NA,NA
E,4,Z2,Q5,NA,NA,NA,7.6,NA,NA,NA
E,4,Z2,Q5,NA,NA,NA,6.8,NA,NA,NA
E,4,Z3,Q1,Panicum maximum,1,High,9.8,N,N,N
E,4,Z3,Q1,NA,NA,NA,11.7,NA,NA,NA
E,4,Z3,Q1,NA,NA,NA,11.3,NA,NA,NA
E,4,Z3,Q1,NA,NA,NA,12.3,NA,NA,NA
E,4,Z3,Q2,Pogonarthria squarrosa,3,Low,13.2,N,Y,N
E,4,Z3,Q2,Panicum maximum,2,High,5.6,NA,NA,NA
E,4,Z3,Q2,Aristida adscensionis,1,Low,2.8,NA,NA,NA
E,4,Z3,Q2,NA,NA,NA,5,NA,NA,NA
E,4,Z3,Q3,Heteropogon contortus,1,Moderate,20.3,N,N,N
E,4,Z3,Q3,NA,NA,NA,16,NA,NA,NA
E,4,Z3,Q3,NA,NA,NA,16.9,NA,NA,NA
E,4,Z3,Q3,NA,NA,NA,14.9,NA,NA,NA
E,4,Z3,Q4,Heteropogon contortus,1,Moderate,7.1,N,Y,N
E,4,Z3,Q4,Eragrostis gummiflua,3,Low,6.9,NA,NA,NA
E,4,Z3,Q4,Eragrostis rigidior,2,Moderate,7.1,NA,NA,NA
E,4,Z3,Q4,NA,NA,NA,7.2,NA,NA,NA
E,4,Z3,Q5,Panicum maximum,1,High,6.6,N,Y,N
E,4,Z3,Q5,NA,NA,NA,3.5,NA,NA,NA
E,4,Z3,Q5,NA,NA,NA,6.3,NA,NA,NA
E,4,Z3,Q5,NA,NA,NA,12.9,NA,NA,NA
E,4,Z4,Q1,Heteropogon contortus,2,Moderate,8.1,N,Y,N
E,4,Z4,Q1,Enteropogon macrostachyus,3,High,7.5,NA,NA,NA
E,4,Z4,Q1,Urochloa mosambicensis,1,Moderate,6.8,NA,NA,NA
E,4,Z4,Q1,NA,NA,NA,6.3,NA,NA,NA
E,4,Z4,Q2,Eragrostis rigidior,1,Moderate,3.1,N,N,Y
E,4,Z4,Q2,NA,NA,NA,2.4,NA,NA,NA
E,4,Z4,Q2,NA,NA,NA,0,NA,NA,NA
E,4,Z4,Q2,NA,NA,NA,0,NA,NA,NA
E,4,Z4,Q3,Panicum maximum,1,High,6.1,N,N,N
E,4,Z4,Q3,Heteropogon contortus,2,Moderate,5.3,NA,NA,NA
E,4,Z4,Q3,Eragrostis rigidior,3,Moderate,7.3,NA,NA,NA
E,4,Z4,Q3,NA,NA,NA,10.2,NA,NA,NA
E,4,Z4,Q4,Heteropogon contortus,1,Moderate,13.5,N,Y,N
E,4,Z4,Q4,NA,NA,NA,15.7,NA,NA,NA
E,4,Z4,Q4,NA,NA,NA,18.8,NA,NA,NA
E,4,Z4,Q4,NA,NA,NA,19,NA,NA,NA
E,4,Z4,Q5,Enteropogon macrostachyus,2,High,7,N,Y,N
E,4,Z4,Q5,Urochloa mosambicensis,3,Moderate,5.3,NA,NA,NA
E,4,Z4,Q5,Heteropogon contortus,1,Moderate,5.5,NA,NA,NA
E,4,Z4,Q5,NA,NA,NA,6,NA,NA,NA
E,5,Z1,Q1,Eragrostis rigidior,NA,Moderate,5.8,N,N,N
E,5,Z1,Q1,Brachiaria nigropedata,3,High,5.8,NA,NA,NA
E,5,Z1,Q1,Heteropogon contortus,1,Moderate,9.8,NA,NA,NA
E,5,Z1,Q1,Enteropogon macrostachyus,NA,High,8.5,NA,NA,NA
E,5,Z1,Q1,Pogonarthria squarrosa,2,Low,NA,NA,NA,NA
E,5,Z1,Q2,Digitaria eriantha,1,High,15.3,N,Y,N
E,5,Z1,Q2,Panicum maximum,2,High,15.8,NA,NA,NA
E,5,Z1,Q2,Heteropogon contortus,3,Moderate,13.8,NA,NA,NA
E,5,Z1,Q2,Eragrostis gummiflua,NA,Low,14.5,NA,NA,NA
E,5,Z1,Q3,Enteropogon macrostachyus,1,High,8.7,N,Y,N
E,5,Z1,Q3,Panicum maximum,2,High,11.4,NA,NA,NA
E,5,Z1,Q3,NA,NA,NA,13.4,NA,NA,NA
E,5,Z1,Q3,NA,NA,NA,11.4,NA,NA,NA
E,5,Z1,Q4,Aristida adscensionis,3,Low,8.7,N,Y,Y
E,5,Z1,Q4,Heteropogon contortus,3,Moderate,8.5,NA,NA,NA
E,5,Z1,Q4,Cymbopogon excavatus,2,Low,8.5,NA,NA,NA
E,5,Z1,Q4,NA,NA,NA,8.3,NA,NA,NA
E,5,Z1,Q5,Heteropogon contortus,1,Moderate,10,N,N,N
E,5,Z1,Q5,Eragrostis rigidior,2,Moderate,10.6,NA,NA,NA
E,5,Z1,Q5,NA,NA,NA,10.4,NA,NA,NA
E,5,Z1,Q5,NA,NA,NA,10.5,NA,NA,NA
E,5,Z2,Q1,Panicum maximum,1,High,8.9,N,Y,N
E,5,Z2,Q1,NA,NA,NA,9.1,NA,NA,NA
E,5,Z2,Q1,NA,NA,NA,9.7,NA,NA,NA
E,5,Z2,Q1,NA,NA,NA,10.3,NA,NA,NA
E,5,Z2,Q2,Panicum maximum,3,High,10.8,N,Y,N
E,5,Z2,Q2,Enteropogon macrostachyus,1,High,10.8,NA,NA,NA
E,5,Z2,Q2,Heteropogon contortus,2,Moderate,8.9,NA,NA,NA
E,5,Z2,Q2,NA,NA,NA,7.7,NA,NA,NA
E,5,Z2,Q3,Brachiaria nigropedata,3,High,12.2,N,Y,N
E,5,Z2,Q3,Heteropogon contortus,2,Moderate,11.3,NA,NA,NA
E,5,Z2,Q3,Digitaria eriantha,1,High,10.5,NA,NA,NA
E,5,Z2,Q3,NA,NA,NA,10.5,NA,NA,NA
E,5,Z2,Q4,Eragrostis rigidior,2,Moderate,12.9,N,Y,N
E,5,Z2,Q4,Heteropogon contortus,3,Moderate,15,NA,NA,NA
E,5,Z2,Q4,Pogonarthria squarrosa,NA,Low,14.3,NA,NA,NA
E,5,Z2,Q4,Aristida adscensionis,1,Low,5.6,NA,NA,NA
E,5,Z2,Q5,Enteropogon macrostachyus,2,High,10.7,N,Y,N
E,5,Z2,Q5,Heteropogon contortus,1,Moderate,10.6,NA,NA,NA
E,5,Z2,Q5,Aristida adscensionis,3,Low,10.4,NA,NA,NA
E,5,Z2,Q5,NA,NA,NA,10.1,NA,NA,NA
E,5,Z3,Q1,Aristida adscensionis,3,Low,10.6,N,Y,N
E,5,Z3,Q1,Digitaria eriantha,1,High,10.2,NA,NA,NA
E,5,Z3,Q1,Eragrostis gummiflua,2,Low,10.5,NA,NA,NA
E,5,Z3,Q1,NA,NA,NA,10.4,NA,NA,NA
E,5,Z3,Q2,Eragrostis gummiflua,1,Low,5.1,N,N,N
E,5,Z3,Q2,Eragrostis rigidior,NA,Moderate,13.2,NA,NA,NA
E,5,Z3,Q2,Heteropogon contortus,NA,Moderate,11.4,NA,NA,NA
E,5,Z3,Q2,Digitaria eriantha,2,High,19.9,NA,NA,NA
E,5,Z3,Q2,Pogonarthria squarrosa,3,Low,NA,NA,NA,NA
E,5,Z3,Q3,Heteropogon contortus,1,Moderate,6.8,N,Y,N
E,5,Z3,Q3,Digitaria eriantha,3,High,8.1,NA,NA,NA
E,5,Z3,Q3,Panicum maximum,2,High,8.1,NA,NA,NA
E,5,Z3,Q3,NA,NA,NA,8.8,NA,NA,NA
E,5,Z3,Q4,Aristida adscensionis,2,Low,6.3,N,Y,N
E,5,Z3,Q4,Eragrostis gummiflua,3,Low,6,NA,NA,NA
E,5,Z3,Q4,Eragrostis rigidior,NA,Moderate,8.3,NA,NA,NA
E,5,Z3,Q4,Heteropogon contortus,1,Moderate,7.2,NA,NA,NA
E,5,Z3,Q4,Enteropogon macrostachyus,NA,High,NA,NA,NA,NA
E,5,Z3,Q5,Aristida adscensionis,2,Low,2.8,N,Y,N
E,5,Z3,Q5,Heteropogon contortus,1,Moderate,2.8,NA,NA,NA
E,5,Z3,Q5,NA,NA,NA,2.8,NA,NA,NA
E,5,Z3,Q5,NA,NA,NA,2.8,NA,NA,NA
E,5,Z4,Q1,Heteropogon contortus,1,Moderate,13.2,N,Y,N
E,5,Z4,Q1,Enteropogon macrostachyus,2,High,12,NA,NA,NA
E,5,Z4,Q1,NA,NA,NA,11.4,NA,NA,NA
E,5,Z4,Q1,NA,NA,NA,11.6,NA,NA,NA
E,5,Z4,Q2,Pogonarthria squarrosa,1,Low,8.3,N,Y,N
E,5,Z4,Q2,Brachiaria nigropedata,2,High,8.4,NA,NA,NA
E,5,Z4,Q2,NA,NA,NA,9.1,NA,NA,NA
E,5,Z4,Q2,NA,NA,NA,10,NA,NA,NA
E,5,Z4,Q3,Brachiaria nigropedata,3,High,13.2,N,Y,N
E,5,Z4,Q3,Digitaria eriantha,2,High,12.7,NA,NA,NA
E,5,Z4,Q3,Panicum maximum,1,High,12.2,NA,NA,NA
E,5,Z4,Q3,NA,NA,NA,12.3,NA,NA,NA
E,5,Z4,Q4,Enteropogon macrostachyus,1,High,11.6,N,Y,N
E,5,Z4,Q4,Digitaria eriantha,2,High,12.2,NA,NA,NA
E,5,Z4,Q4,Sporobolus africanus,3,Low,12.3,NA,NA,NA
E,5,Z4,Q4,NA,NA,NA,13.1,NA,NA,NA
E,5,Z4,Q5,Enteropogon macrostachyus,1,High,5.1,N,Y,N
E,5,Z4,Q5,Aristida adscensionis,2,Low,12.8,NA,NA,NA
E,5,Z4,Q5,Sporobolus ioclados,3,Moderate,12.5,NA,NA,NA
E,5,Z4,Q5,NA,NA,NA,12.1,NA,NA,NA
F,1,Z1,Q1,Heteropogon contortus,1,Moderate,4,Y,Y,N
F,1,Z1,Q1,Eragrostis rigidior,2,Moderate,5.6,NA,NA,NA
F,1,Z1,Q1,NA,NA,NA,3.8,NA,NA,NA
F,1,Z1,Q1,NA,NA,NA,13.6,NA,NA,NA
F,1,Z1,Q2,Heteropogon contortus,3,Moderate,3.4,N,Y,N
F,1,Z1,Q2,Eragrostis rigidior,2,Moderate,20.7,NA,NA,NA
F,1,Z1,Q2,Eragrostis gummiflua,1,Low,7.8,NA,NA,NA
F,1,Z1,Q2,NA,NA,NA,3.6,NA,NA,NA
F,1,Z1,Q3,Aristida congesta C,2,Low,3.5,N,N,N
F,1,Z1,Q3,Heteropogon contortus,NA,Moderate,4.7,NA,NA,NA
F,1,Z1,Q3,Eragrostis rigidior,3,Moderate,4.8,NA,NA,NA
F,1,Z1,Q3,Eragrostis gummiflua,1,Low,5.2,NA,NA,NA
F,1,Z1,Q4,Aristida adscensionis,2,Low,9,Y,Y,N
F,1,Z1,Q4,Eragrostis rigidior,3,Low,12.7,NA,NA,NA
F,1,Z1,Q4,Eragrostis gummiflua,1,Low,12.8,NA,NA,NA
F,1,Z1,Q4,Eragrostis superba,NA,Moderate,12.7,NA,NA,NA
F,1,Z1,Q5,Eragrostis rigidior,2,Moderate,5.5,Y,Y,N
F,1,Z1,Q5,Eragrostis gummiflua,1,Low,5.9,NA,NA,NA
F,1,Z1,Q5,Eragrostis superba,3,Moderate,7.9,NA,NA,NA
F,1,Z1,Q5,NA,NA,NA,7.5,NA,NA,NA
F,1,Z2,Q1,Heteropogon contortus,2,Moderate,4.9,N,Y,N
F,1,Z2,Q1,Eragrostis rigidior,1,Moderate,7.8,NA,NA,NA
F,1,Z2,Q1,Eragrostis gummiflua,3,Low,7.5,NA,NA,NA
F,1,Z2,Q1,Digitaria eriantha,NA,High,13.3,NA,NA,NA
F,1,Z2,Q2,Heteropogon contortus,1,Moderate,19.7,N,Y,N
F,1,Z2,Q2,Eragrostis rigidior,2,Moderate,10.5,NA,NA,NA
F,1,Z2,Q2,Eragrostis gummiflua,3,Low,20,NA,NA,NA
F,1,Z2,Q2,Panicum maximum,NA,High,22.5,NA,NA,NA
F,1,Z2,Q3,Aristida junciformis,3,Low,9.8,N,Y,N
F,1,Z2,Q3,Digitaria eriantha,2,High,8.7,NA,NA,NA
F,1,Z2,Q3,Heteropogon contortus,1,Moderate,8.9,NA,NA,NA
F,1,Z2,Q3,NA,NA,NA,8.2,NA,NA,NA
F,1,Z2,Q4,Heteropogon contortus,1,Moderate,8.6,Y,Y,N
F,1,Z2,Q4,Eragrostis rigidior,2,Moderate,8.6,NA,NA,NA
F,1,Z2,Q4,Eragrostis superba,NA,Moderate,8.3,NA,NA,NA
F,1,Z2,Q4,Panicum maximum,3,High,7.7,NA,NA,NA
F,1,Z2,Q5,Eragrostis rigidior,1,Moderate,15.3,N,N,Y
F,1,Z2,Q5,Eragrostis gummiflua,2,Low,14.7,NA,NA,NA
F,1,Z2,Q5,NA,NA,NA,13.6,NA,NA,NA
F,1,Z2,Q5,NA,NA,NA,13.8,NA,NA,NA
F,1,Z3,Q1,Heteropogon contortus,3,Moderate,5.4,N,Y,N
F,1,Z3,Q1,Eragrostis rigidior,NA,Moderate,5.1,NA,NA,NA
F,1,Z3,Q1,Eragrostis gummiflua,1,Low,4.6,NA,NA,NA
F,1,Z3,Q1,Loudetia simplex,2,Moderate,12.8,NA,NA,NA
F,1,Z3,Q2,Eragrostis gummiflua,1,Low,3.4,N,Y,N
F,1,Z3,Q2,Aristida  canescens,2,Low,4.8,NA,NA,NA
F,1,Z3,Q2,NA,NA,NA,5.4,NA,NA,NA
F,1,Z3,Q2,NA,NA,NA,7.8,NA,NA,NA
F,1,Z3,Q3,Eragrostis gummiflua,1,Low,2.2,Y,N,N
F,1,Z3,Q3,NA,NA,NA,2.1,NA,NA,NA
F,1,Z3,Q3,NA,NA,NA,2,NA,NA,NA
F,1,Z3,Q3,NA,NA,NA,2.4,NA,NA,NA
F,1,Z3,Q4,Digitaria eriantha,NA,High,2.4,N,N,N
F,1,Z3,Q4,Brachiaria brizantha,3,Moderate,4,NA,NA,NA
F,1,Z3,Q4,Eragrostis rigidior,2,Moderate,4.5,NA,NA,NA
F,1,Z3,Q4,Heteropogon contortus,1,Moderate,4.5,NA,NA,NA
F,1,Z3,Q5,Eragrostis rigidior,2,Moderate,3.4,Y,N,N
F,1,Z3,Q5,Eragrostis gummiflua,1,Low,4.3,NA,NA,NA
F,1,Z3,Q5,NA,NA,NA,4.8,NA,NA,NA
F,1,Z3,Q5,NA,NA,NA,5,NA,NA,NA
F,1,Z4,Q1,Eragrostis gummiflua,1,Low,1.6,N,N,N
F,1,Z4,Q1,Digitaria eriantha,2,High,3.3,NA,NA,NA
F,1,Z4,Q1,Heteropogon contortus,3,Moderate,3.7,NA,NA,NA
F,1,Z4,Q1,NA,NA,NA,4.4,NA,NA,NA
F,1,Z4,Q2,Eragrostis gummiflua,1,Low,4.6,N,Y,N
F,1,Z4,Q2,Eragrostis rigidior,2,Moderate,4.7,NA,NA,NA
F,1,Z4,Q2,Heteropogon contortus,3,Moderate,5.1,NA,NA,NA
F,1,Z4,Q2,Aristida congesta C,NA,Low,5.2,NA,NA,NA
F,1,Z4,Q3,Eragrostis gummiflua,1,Low,8.7,Y,N,Y
F,1,Z4,Q3,Aristida diffusa,2,Low,6.6,NA,NA,NA
F,1,Z4,Q3,NA,NA,NA,4.8,NA,NA,NA
F,1,Z4,Q3,NA,NA,NA,5.1,NA,NA,NA
F,1,Z4,Q4,Aristida congesta B,2,Low,7.7,N,N,N
F,1,Z4,Q4,Heteropogon contortus,3,Moderate,6.6,NA,NA,NA
F,1,Z4,Q4,Eragrostis rigidior,NA,Moderate,7.9,NA,NA,NA
F,1,Z4,Q4,Eragrostis gummiflua,1,Low,7.8,NA,NA,NA
F,1,Z4,Q4,Eragrostis superba,NA,Moderate,NA,NA,NA,NA
F,1,Z4,Q5,Eragrostis gummiflua,1,Low,3.6,N,N,N
F,1,Z4,Q5,Urochloa panicoides,2,Low,3.5,NA,NA,NA
F,1,Z4,Q5,Aristida diffusa,3,Low,3.6,NA,NA,NA
F,1,Z4,Q5,NA,NA,NA,3.6,NA,NA,NA
F,2,Z1,Q1,Aristida congesta B,NA,Low,5.3,N,Y,Y
F,2,Z1,Q1,Heteropogon contortus,2,Moderate,5.1,NA,NA,NA
F,2,Z1,Q1,Eragrostis rigidior,3,Moderate,5,NA,NA,NA
F,2,Z1,Q1,Digitaria eriantha,1,High,4.8,NA,NA,NA
F,2,Z1,Q2,Panicum maximum,1,High,5.6,Y,Y,N
F,2,Z1,Q2,NA,NA,NA,5.6,NA,NA,NA
F,2,Z1,Q2,NA,NA,NA,5.6,NA,NA,NA
F,2,Z1,Q2,NA,NA,NA,5.7,NA,NA,NA
F,2,Z1,Q3,Cynodon dactylon,1,High,8.4,Y,N,N
F,2,Z1,Q3,Aristida congesta C,2,Low,5.6,NA,NA,NA
F,2,Z1,Q3,Eragrostis rigidior,3,Moderate,6.4,NA,NA,NA
F,2,Z1,Q3,NA,NA,NA,5.1,NA,NA,NA
F,2,Z1,Q4,Cynodon dactylon,3,High,9.7,N,N,N
F,2,Z1,Q4,Aristida congesta C,2,Moderate,13.2,NA,NA,NA
F,2,Z1,Q4,Digitaria eriantha,1,High,19.7,NA,NA,NA
