Site,Spp_name
D,Aristida adscensionis
D,Heteropogon contortus
D,Aristida adscensionis
D,Pogonarthria squarrosa 
D,Digitaria eriantha
D,Enteropogon macrostachyus
D,Panicum maximum
D,Aristida adscensionis
D,Heteropogon contortus
D,Pogonarthria squarrosa 
D,Digitaria eriantha
D,Heteropogon contortus
D,Sporobolus ioclados
D,Heteropogon contortus
D,Eragrostis superba
D,Eragrostis gummiflua
D,Enteropogon macrostachyus
D,Enteropogon macrostachyus
D,Heteropogon contortus
D,Sporobolus ioclados
D,Brachiaria nigropedata
D,Heteropogon contortus
D,Enteropogon macrostachyus
D,Sporobolus ioclados
D,Aristida diffusa
D,Themeda triandra 
D,Heteropogon contortus
D,Andropogon eucomus
D,Enteropogon macrostachyus
D,Heteropogon contortus
D,Aristida diffusa
D,Heteropogon contortus
D,Enteropogon macrostachyus
D,Hyperrhenia hirta
D,Enteropogon macrostachyus
D,Heteropogon contortus
D,Enteropogon macrostachyus
D,Heteropogon contortus
D,Setaria incrassata
D,Heteropogon contortus
D,Aristida congesta B
D,Eragrostis rigidior
D,Eragrostis gummiflua
D,Aristida diffusa 
D,Enteropogon macrostachyus
D,Heteropogon contortus
D,Brachiaria nigropedata
D,Enteropogon macrostachyus
D,Brachiaria nigropedata
D,Sporobolus ioclados
D,Aristida diffusa
D,Perotis patens
D,Brachiaria nigropedata
D,Enteropogon macrostachyus
D,Aristida diffusa
D,Aristida adscensionis
D,Brachiaria nigropedata
D,Eragrostis rigidior
D,Heteropogon contortus
D,Enteropogon macrostachyus
D,Sporobolus ioclados
D,Aristida adscensionis
D,Themeda triandra
D,Heteropogon contortus
D,Aristida diffusa
D,Cymbopogon excavatus
D,Cynodon dactylon
D,Enteropogon macrostachyus
D,Heteropogon contortus
D,Hyperrhenia hirta
D,Enteropogon macrostachyus
D,Eragrostis rigidior
D,Heteropogon contortus
D,Sporobolus ioclados
D,Aristida diffusa
D,Cymbopogon excavatus
D,Aristida diffusa
D,Heteropogon contortus
D,Panicum maximum
D,Cymbopogon excavatus
D,Enteropogon macrostachyus
D,Eragrostis gummiflua
D,Aristida diffusa
D,Heteropogon contortus
D,Enteropogon macrostachyus
D,Eragrostis cylindriflora
E,Heteropogon contortus
E,Aristida adscensionis
E,Heteropogon contortus
E,Brachiaria nigropedata
E,Brachiaria nigropedata
E,Heteropogon contortus
E,Eragrostis superba
E,Eragrostis gummiflua
E,Heteropogon contortus
E,Panicum maximum
E,Brachiaria nigropedata
E,Aristida adscensionis
E,Eragrostis gummiflua
E,Heteropogon contortus
E,Eragrostis rigidior
E,Panicum maximum
E,Eragrostis gummiflua
E,Aristida adscensionis
E,Pogonarthria squarrosa 
E,Digitaria eriantha
E,Eragrostis rigidior
E,Digitaria eriantha
E,Heteropogon contortus
E,Andropogon eucomus
E,Aristida adscensionis
E,Pogonarthria squarrosa 
E,Digitaria eriantha
E,Panicum maximum
E,Panicum maximum
E,Heteropogon contortus
E,Eragrostis rigidior
E,Digitaria eriantha
E,Eragrostis rigidior
E,Brachiaria nigropedata
E,Heteropogon contortus
E,Digitaria eriantha
E,Eragrostis gummiflua
E,Aristida adscensionis
E,Brachiaria nigropedata
E,Aristida adscensionis
E,Enteropogon macrostachyus
E,Digitaria eriantha
E,Digitaria eriantha
E,Aristida adscensionis
E,Pogonarthria squarrosa 
E,Chloris virgata
E,Digitaria eriantha
E,Aristida adscensionis
E,Digitaria eriantha
E,Eragrostis gummiflua
E,Andropogon eucomus
E,Eragrostis superba
E,Digitaria eriantha
E,Panicum maximum
E,Panicum maximum
E,Heteropogon contortus
E,Enteropogon macrostachyus
E,Urochloa mosambicensis
E,Eragrostis gummiflua
E,Aristida adscensionis
E,Panicum maximum
E,Heteropogon contortus
E,Enteropogon macrostachyus
E,Urochloa mosambicensis
E,Enteropogon macrostachyus
E,Eragrostis gummiflua
E,Heteropogon contortus
E,Enteropogon macrostachyus
E,Eragrostis gummiflua
E,Eragrostis rigidior
E,Heteropogon contortus
E,Enteropogon macrostachyus
E,Enteropogon macrostachyus
E,Panicum maximum
E,Aristida adscensionis
E,Heteropogon contortus
E,Urochloa mosambicensis
E,Panicum maximum
E,Heteropogon contortus
E,Heteropogon contortus
E,Eragrostis rigidior
E,Panicum maximum
E,Enteropogon macrostachyus
E,Panicum maximum
E,Enteropogon macrostachyus
E,Panicum maximum
E,Enteropogon macrostachyus
E,Panicum maximum
E,Enteropogon macrostachyus
E,Panicum maximum
E,Heteropogon contortus
E,Panicum maximum
E,Pogonarthria squarrosa 
E,Aristida adscensionis
E,Heteropogon contortus
E,Eragrostis rigidior
E,Aristida adscensionis
E,Heteropogon contortus
E,Eragrostis rigidior
E,Setaria incrassata
E,Eragrostis gummiflua
E,Heteropogon contortus
E,Urochloa mosambicensis
E,Panicum maximum
E,Aristida adscensionis
E,Heteropogon contortus
E,Eragrostis rigidior
E,Panicum maximum
E,Heteropogon contortus
E,Panicum maximum
E,Digitaria eriantha
E,Urochloa mosambicensis
E,Aristida adscensionis
E,Heteropogon contortus
E,Cymbopogon excavatus
E,Eragrostis gummiflua
E,Urochloa mosambicensis
E,Aristida diffusa
E,Panicum maximum
E,Aristida adscensionis
E,Eragrostis rigidior
E,Panicum maximum
E,Panicum maximum
E,Enteropogon macrostachyus
E,Panicum maximum
E,Eragrostis rigidior
E,Heteropogon contortus
E,Cymbopogon excavatus
E,Heteropogon contortus
E,Urochloa mosambicensis
E,Panicum maximum
E,Eragrostis rigidior
E,Heteropogon contortus
E,Panicum maximum
E,Eragrostis superba
E,Eragrostis gummiflua
E,Aristida adscensionis
E,Pogonarthria squarrosa 
E,Eragrostis rigidior
E,Heteropogon contortus
E,Eragrostis gummiflua
E,Aristida adscensionis
E,Heteropogon contortus
E,Eragrostis gummiflua
E,Cymbopogon excavatus
E,Heteropogon contortus
E,Urochloa mosambicensis
E,Panicum maximum
E,Heteropogon contortus
E,Panicum maximum
E,Eragrostis rigidior
E,Eragrostis gummiflua
E,Panicum maximum
E,Eragrostis rigidior
E,Heteropogon contortus
E,Panicum maximum
E,Digitaria eriantha
E,Heteropogon contortus
E,Eragrostis gummiflua
E,Aristida adscensionis
E,Heteropogon contortus
E,Enteropogon macrostachyus
E,Heteropogon contortus
E,Aristida adscensionis
E,Heteropogon contortus
E,Eragrostis gummiflua
E,Aristida adscensionis
E,Eragrostis rigidior
E,Heteropogon contortus
E,Heteropogon contortus
E,Heteropogon contortus
E,Cymbopogon excavatus
E,Panicum maximum
E,Pogonarthria squarrosa 
E,Panicum maximum
E,Aristida adscensionis
E,Heteropogon contortus
E,Heteropogon contortus
E,Eragrostis gummiflua
E,Eragrostis rigidior
E,Panicum maximum
E,Heteropogon contortus
E,Enteropogon macrostachyus
E,Urochloa mosambicensis
E,Eragrostis rigidior
E,Panicum maximum
E,Heteropogon contortus
E,Eragrostis rigidior
E,Heteropogon contortus
E,Enteropogon macrostachyus
E,Urochloa mosambicensis
E,Heteropogon contortus
E,Eragrostis rigidior
E,Brachiaria nigropedata
E,Heteropogon contortus
E,Enteropogon macrostachyus
E,Pogonarthria squarrosa 
E,Digitaria eriantha
E,Panicum maximum
E,Heteropogon contortus
E,Eragrostis gummiflua
E,Enteropogon macrostachyus
E,Panicum maximum
E,Aristida adscensionis
E,Heteropogon contortus
E,Cymbopogon excavatus
E,Heteropogon contortus
E,Eragrostis rigidior
E,Panicum maximum
E,Panicum maximum
E,Enteropogon macrostachyus
E,Heteropogon contortus
E,Brachiaria nigropedata
E,Heteropogon contortus
E,Digitaria eriantha
E,Eragrostis rigidior
E,Heteropogon contortus
E,Pogonarthria squarrosa 
E,Aristida adscensionis
E,Enteropogon macrostachyus
E,Heteropogon contortus
E,Aristida adscensionis
E,Aristida adscensionis
E,Digitaria eriantha
E,Eragrostis gummiflua
E,Eragrostis gummiflua
E,Eragrostis rigidior
E,Heteropogon contortus
E,Digitaria eriantha
E,Pogonarthria squarrosa 
E,Heteropogon contortus
E,Digitaria eriantha
E,Panicum maximum
E,Aristida adscensionis
E,Eragrostis gummiflua
E,Eragrostis rigidior
E,Heteropogon contortus
E,Enteropogon macrostachyus
E,Aristida adscensionis
E,Heteropogon contortus
E,Heteropogon contortus
E,Enteropogon macrostachyus
E,Pogonarthria squarrosa 
E,Brachiaria nigropedata
E,Brachiaria nigropedata
E,Digitaria eriantha
E,Panicum maximum
E,Enteropogon macrostachyus
E,Digitaria eriantha
E,Sporobolus africanus
E,Enteropogon macrostachyus
E,Aristida adscensionis
E,Sporobolus ioclados
F,Heteropogon contortus
F,Eragrostis rigidior
F,Heteropogon contortus
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Aristida congesta C
F,Heteropogon contortus
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Aristida adscensionis
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Eragrostis superba
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Eragrostis superba
F,Heteropogon contortus
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Digitaria eriantha
F,Heteropogon contortus
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Panicum maximum
F,Aristida junciformis
F,Digitaria eriantha
F,Heteropogon contortus
F,Heteropogon contortus
F,Eragrostis rigidior
F,Eragrostis superba
F,Panicum maximum
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Heteropogon contortus
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Loudetia simplex
F,Eragrostis gummiflua
F,Aristida  canescens
F,Eragrostis gummiflua
F,Digitaria eriantha
F,Brachiaria brizantha
F,Eragrostis rigidior
F,Heteropogon contortus
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Eragrostis gummiflua
F,Digitaria eriantha
F,Heteropogon contortus
F,Eragrostis gummiflua
F,Eragrostis rigidior
F,Heteropogon contortus
F,Aristida congesta C
F,Eragrostis gummiflua
F,Aristida diffusa
F,Aristida congesta B
F,Heteropogon contortus
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Eragrostis superba
F,Eragrostis gummiflua
F,Urochloa panicoides
F,Aristida diffusa
F,Aristida congesta B
F,Heteropogon contortus
F,Eragrostis rigidior
F,Digitaria eriantha
F,Panicum maximum
F,Cynodon dactylon 
F,Aristida congesta C
F,Eragrostis rigidior
F,Cynodon dactylon 
F,Aristida congesta C
F,Digitaria eriantha
F,Panicum maximum
F,Eragrostis rigidior
F,Eragrostis rigidior
F,Digitaria eriantha
F,Digitaria eriantha
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Eragrostis rigidior
F,Digitaria eriantha
F,Eragrostis gummiflua
F,Pogonarthria squarrosa 
F,Eragrostis gummiflua
F,Digitaria eriantha
F,Cynodon dactylon
F,Eragrostis gummiflua
F,Eragrostis rigidior
F,Urochloa panicoides
F,Digitaria eriantha
F,Cynodon dactylon
F,Perotis patens
F,Digitaria eriantha
F,Cynodon dactylon
F,Eragrostis rigidior
F,Digitaria eriantha
F,Eragrostis rigidior
F,Aristida  canescens
F,Digitaria eriantha
F,Setaria incrassata
F,Digitaria eriantha
F,Cynodon dactylon
F,Eragrostis rigidior
F,Heteropogon contortus
F,Cynodon dactylon
F,Eragrostis rigidior
F,Aristida  canescens
F,Enteropogon macrostachyus
F,Panicum maximum
F,Heteropogon contortus
F,Cynodon dactylon
F,Eragrostis rigidior
F,Aristida  canescens
F,Digitaria eriantha
F,Cynodon dactylon
F,Eragrostis rigidior
F,Digitaria eriantha
F,Cynodon dactylon
F,Perotis patens
F,Digitaria eriantha
F,Cynodon dactylon
F,Eragrostis rigidior
F,Digitaria eriantha
F,Eragrostis rigidior
F,Aristida  canescens
F,Digitaria eriantha
F,Setaria incrassata
F,Eragrostis rigidior
F,Eragrostis rigidior
F,Aristida  canescens
F,Digitaria eriantha
F,Eragrostis gummiflua
F,Eragrostis rigidior
F,Aristida  canescens
F,Eragrostis rigidior
F,Cynodon dactylon
F,Pogonarthria squarrosa 
F,Digitaria eriantha
F,Eragrostis rigidior
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Cynodon dactylon
F,Digitaria eriantha
F,Cynodon dactylon
F,Digitaria eriantha
F,Chloris virgata
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Aristida  canescens
F,Digitaria eriantha
F,Cynodon dactylon
F,Digitaria eriantha
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Pogonarthria squarrosa 
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Chloris virgata
F,Heteropogon contortus
F,Digitaria eriantha
F,Eragrostis rigidior
F,Eragrostis gummiflua
F,Cynodon dactylon
F,Digitaria eriantha
F,Digitaria eriantha
F,Aristida  canescens
F,Pogonarthria squarrosa 
F,Eragrostis rigidior
F,Aristida  canescens
F,Cynodon dactylon
F,Eragrostis gummiflua
F,Brachiaria brizantha
F,Eragrostis rigidior
F,Panicum maximum
F,Heteropogon contortus
F,Aristida  canescens
F,Eragrostis rigidior
F,Pogonarthria squarrosa 
F,Cynodon dactylon
F,Eragrostis rigidior
F,Pogonarthria squarrosa 
F,Cynodon dactylon
F,Digitaria eriantha
F,Digitaria eriantha
F,Heteropogon contortus
F,Eragrostis viscosa
F,Digitaria eriantha
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Aristida  canescens
F,Aristida  canescens
F,Cynodon dactylon
F,Eragrostis rigidior
F,Aristida  canescens
F,Panicum maximum
F,Cymbopogon excavatus
F,Aristida  canescens
F,Digitaria eriantha
F,Eragrostis gummiflua
F,Cynodon dactylon
F,Heteropogon contortus
F,Pogonarthria squarrosa 
F,Cynodon dactylon
F,Eragrostis rigidior
F,Cynodon dactylon
F,Digitaria eriantha
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Cynodon dactylon
F,Digitaria eriantha
F,Cynodon dactylon
F,Digitaria eriantha
F,Urochloa mosambicensis
F,Digitaria eriantha
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Pogonarthria squarrosa 
F,Cynodon dactylon
F,Digitaria eriantha
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Aristida  canescens
F,Digitaria eriantha
F,Eragrostis rigidior
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Cynodon dactylon
F,Digitaria eriantha
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Setaria incrassata
F,Heteropogon contortus
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Cynodon dactylon
F,Digitaria eriantha
F,Eragrostis rigidior
F,Cynodon dactylon
F,Digitaria eriantha
F,Cynodon dactylon
F,Digitaria eriantha
F,Cynodon dactylon
F,Digitaria eriantha
F,Heteropogon contortus
F,Digitaria eriantha
F,Eragrostis rigidior
F,Aristida  canescens
F,Eragrostis viscosa
F,Brachiaria brizantha
