Site,Spp_name,Max_Height,Stem_count
E,Dichrostachys Cinerea,6.6,1
E,Dichrostachys Cinerea,4.9,1
E,Combretum Hereroense,3.3,1
E,Flacourtia Indica,2,2
E,Dichrostachys Cinerea,0.35,16
E,Dichrostachys Cinerea,0.25,10
E,Grewia Decomovulata,0.7,12
E,Grewia Monticola,0.4,6
E,Ormocarpum Trichocarpum,0.4,8
E,Ormocarpum Trichocarpum,0.7,5
E,Flacourtia Indica,0.7,2
E,Combretum Hereroense,0.4,3
E,Zanthoxylum Capense,0.25,5
E,Zanthoxylum Capense,0.4,4
E,Dichrostachys Cinerea,0.25,12
E,Grewia Monticola,0.6,8
E,Combretum Apiculatum,0.3,9
E,Sclerocarya Birrea,0.8,1
E,Combretum Hereroense,0.35,1
E,Fluegga Virosa,0.6,12
E,Gymnosporia Senegalensis,0.5,5
E,Ormocarpum Trichocarpum,0.35,3
E,Ormocarpum Trichocarpum,0.6,4
E,Ormocarpum Trichocarpum,1,8
E,Flacourtia Indica,0.5,4
E,Grewia Decomovulata,0.3,12
E,Gardenia Spathulifolia,0.2,3
E,Combretum Hereroense,0.35,11
E,Ormocarpum Trichocarpum,0.7,6
E,Grewia Decomovulata,0.5,6
E,Grewia Decomovulata,0.25,10
E,Dichrostachys Cinerea,0.25,8
E,Grewia Monticola,0.9,3
E,Combretum Apiculatum,0.35,14
E,Combretum Apiculatum,0.55,2
E,Combretum Hereroense,0.35,4
E,Grewia Decomovulata,0.5,8
E,Fluegga Virosa,1.1,2
E,Ormocarpum Trichocarpum,0.35,5
E,Grewia Monticola,0.5,15
E,Grewia Monticola,0.3,10
E,Peltophorum Africanum,0.6,4
E,Peltophorum Africanum,0.6,2
E,Dichrostachys Cinerea,0.5,7
E,Combretum Apiculatum,0.7,2
E,Ormocarpum Trichocarpum,0.75,2
E,Gymnosporia Senegalensis,0.95,4
E,Flacourtia Indica,0.5,3
E,Carissa Bispinosa,0.3,12
E,Combretum Hereroense,0.5,2
E,Albizia Harveyi,0.2,2
E,Albizia Harveyi,0.35,2
E,Combretum Hereroense,0.15,3
E,Vachellia Nilotica,0.45,7
E,Fluegga Virosa,0.6,4
E,Grewia Decomovulata,0.25,5
E,Peltophorum Africanum,1.8,8
E,Grewia Monticola,1.5,7
E,Tarchonanthus Camphoratus,1,2
E,Flacourtia Indica,1.7,2
E,Euclea Divinorum,1.1,3
E,Euclea Divinorum,1.1,2
E,Dichrostachys Cinerea,1,7
E,Tarchonanthus Camphoratus,1,8
E,Tarchonanthus Camphoratus,2,15
E,Dombeya Rotundifolia,2,8
E,Dichrostachys Cinerea,4.5,8
E,Gardenia Spathulifolia,1.5,2
E,Flacourtia Indica,1.5,19
E,Dichrostachys Cinerea,1,4
E,Tarchonanthus Camphoratus,2,4
E,Dombeya Rotundifolia,2,14
E,Dalbergia Nitidula,2,10
E,Allophylus Africanus,1.6,5
E,Euclea Divinorum,3.3,2
E,Vachellia Gerrardii,7,1
E,Dichrostachys Cinerea,1.5,11
E,Dichrostachys Cinerea,1,11
E,Euclea Divinorum,2.5,11
E,Euclea Divinorum,2.5,9
E,Euclea Divinorum,3.2,10
E,Flacourtia Indica,0.45,6
E,Ormocarpum Trichocarpum,0.05,1
E,Euclea Divinorum,0.3,10
E,Commiphora Africana,0.61,6
E,Euclea Divinorum,0.4,4
E,Cassia Abbreviata,0.1,4
E,Gymnosporia Senegalensis,0.35,3
E,Grewia Decomovulata,0.15,8
E,Albizia Harveyi,0.7,6
E,Zanthoxylum Capense,0.3,6
E,Commiphora Africana,0.3,11
E,Zanthoxylum Capense,0.3,5
E,Flacourtia Indica,0.8,5
E,Grewia Decomovulata,0.8,13
E,Cassia Abbreviata,0.7,1
E,Zanthoxylum Capense,0.15,5
E,Grewia Decomovulata,0.7,3
E,Commiphora Africana,0.15,6
E,Fluegga Virosa,0.45,5
E,Fluegga Virosa,0.45,8
E,Commiphora Africana,0.5,4
E,Grewia Monticola,0.35,10
E,Dichrostachys Cinerea,0.4,15
E,Allophylus Africanus,0.6,13
E,Tarchonanthus Camphoratus,0.6,5
E,Grewia Decomovulata,0.25,6
E,Ziziphus Mucronata,0.7,1
E,Flacourtia Indica,0.6,2
E,Albizia Harveyi,0.4,4
E,Gymnosporia Senegalensis,0.4,16
E,Commiphora Africana,0.2,4
E,Albizia Harveyi,0.8,2
E,Grewia Monticola,0.25,9
E,Grewia Decomovulata,0.4,4
E,Grewia Decomovulata,0.9,13
E,Grewia Decomovulata,0.9,2
E,Grewia Decomovulata,0.9,5
E,Grewia Decomovulata,0.9,4
E,Grewia Monticola,0.5,8
E,Dichrostachys Cinerea,0.45,8
E,Albizia Harveyi,0.35,3
E,Dichrostachys Cinerea,0.36,2
E,Combretum Hereroense,0.45,9
E,Grewia Monticola,0.33,4
E,Dichrostachys Cinerea,0.33,3
E,Commiphora Africana,1,5
E,Euclea Divinorum,0.03,1
E,Flacourtia Indica,0.25,7
E,Dombeya Rotundifolia,0.8,4
E,Tarchonanthus Camphoratus,0.8,11
E,Flacourtia Indica,0.7,4
E,Grewia Decomovulata,0.6,20
E,Vachellia Nilotica,0.4,1
E,Grewia Decomovulata,0.25,15
E,Dichrostachys Cinerea,0.15,12
E,Combretum Apiculatum,0.2,8
E,Commiphora Africana,0.4,5
E,Albizia Harveyi,0.9,16
E,Flacourtia Indica,0.25,9
E,Tarchonanthus Camphoratus,0.9,7
E,Flacourtia Indica,0.35,1
E,Flacourtia Indica,0.3,6
E,Flacourtia Indica,0.3,7
E,Flacourtia Indica,2,1
E,Euclea Divinorum,3.3,1
E,Gymnosporia Senegalensis,3,2
E,Euclea Divinorum,3.5,2
E,Fluegga Virosa,2.5,2
E,Grewia Decomovulata,3,4
E,Grewia Monticola,1,7
E,Allophylus Africanus,1.5,7
E,Dichrostachys Cinerea,1.1,4
E,Allophylus Africanus,2.1,6
E,Euclea Divinorum,1.8,3
E,Fluegga Virosa,1.5,13
E,Maclura Africana,6,2
E,Maclura Africana,6,1
E,Fluegga Virosa,3.5,7
E,Fluegga Virosa,3.5,6
E,Peltophorum Africanum,1,1
E,Grewia Decomovulata,1.5,1
E,Euclea Divinorum,4,11
E,Fluegga Virosa,3.5,10
E,Flacourtia Indica,2,3
E,Combretum Apiculatum,1.4,1
E,Fluegga Virosa,1.3,7
E,Euclea Divinorum,3.3,3
E,Fluegga Virosa,4,5
E,Flacourtia Indica,1.8,4
E,Gymnosporia Senegalensis,1.3,1
E,Euclea Divinorum,3.5,1
E,Flacourtia Indica,2.4,3
E,Dichrostachys Cinerea,4,5
E,Allophylus Africanus,2,4
E,Boscia Angustifolia,1.6,3
E,Combretum Apiculatum,2.2,3
E,Allophylus Africanus,1.7,5
E,Dichrostachys Cinerea,4,10
E,Gymnosporia Senegalensis,2,15
E,Ziziphus Mucronata,1.8,1
E,Ziziphus Mucronata,1.3,4
E,Dichrostachys Cinerea,1.7,3
E,Combretum Apiculatum,2,4
E,Combretum Hereroense,2,2
E,Vachellia Nilotica,1.8,1
E,Grewia Decomovulata,2,11
E,Combretum Hereroense,2,4
E,Grewia Monticola,2,1
E,Flacourtia Indica,1.5,1
E,Gymnosporia Senegalensis,1,7
E,Combretum Hereroense,1.8,2
E,Fluegga Virosa,3,18
E,Euclea Divinorum,3,4
E,Grewia Decomovulata,2.8,4
E,Allophylus Africanus,0.5,7
E,Flacourtia Indica,0.6,4
E,Boscia Angustifolia,0.3,4
E,Euclea Divinorum,0.25,1
E,Peltophorum Africanum,0.35,3
E,Grewia Decomovulata,0.6,4
E,Gardenia Spathulifolia,0.35,6
E,Grewia Decomovulata,0.8,2
E,Ormocarpum Trichocarpum,0.55,2
E,Zanthoxylum Capense,0.2,7
E,Dombeya Rotundifolia,0.3,4
E,Grewia Decomovulata,0.8,6
E,Allophylus Africanus,0.3,1
E,Vachellia Nilotica,0.3,3
E,Combretum Apiculatum,0.25,4
E,Flacourtia Indica,0.35,3
E,Euclea Divinorum,0.55,2
E,Flacourtia Indica,0.6,5
E,Flacourtia Indica,0.6,1
E,Grewia Monticola,0.5,10
E,Commiphora Africana,0.25,2
E,Commiphora Africana,0.25,3
E,Commiphora Africana,0.25,9
E,Commiphora Africana,0.25,6
E,Commiphora Africana,0.25,1
E,Flacourtia Indica,0.8,1
E,Allophylus Africanus,0.3,12
E,Boscia Angustifolia,0.8,10
E,Ormocarpum Trichocarpum,0.5,1
E,Maclura Africana,0.4,9
E,Albizia Harveyi,0.8,6
E,Terminalia Prunioides,0.4,3
E,Flacourtia Indica,0.3,4
E,Combretum Apiculatum,0.8,7
E,Combretum Apiculatum,0.8,1
E,Euclea Divinorum,0.45,6
E,Flacourtia Indica,0.5,5
E,Combretum Apiculatum,0.2,4
E,Ziziphus Mucronata,0.25,2
E,Grewia Monticola,0.25,5
E,Flacourtia Indica,0.3,2
E,Dalbergia Nitidula,0.45,3
E,Fluegga Virosa,0.45,1
E,Flacourtia Indica,0.8,2
E,Combretum Zeyheri,0.2,3
E,Grewia Monticola,0.8,10
E,Combretum Apiculatum,0.15,6
E,Combretum Zeyheri,0.5,1
E,Combretum Apiculatum,0.35,1
E,Combretum Apiculatum,0.35,2
E,Maclura Africana,0.4,5
E,Grewia Decomovulata,0.4,5
E,Grewia Monticola,0.2,8
E,Vachellia Gerrardii,0.6,3
E,Flacourtia Indica,0.4,2
E,Grewia Decomovulata,0.9,8
E,Flacourtia Indica,0.8,3
E,Grewia Monticola,0.3,4
E,Vachellia Nilotica,0.35,2
E,Ormocarpum Trichocarpum,1,3
E,Ormocarpum Trichocarpum,0.8,5
E,Commiphora Africana,0.8,8
E,Boscia Angustifolia,0.3,11
E,Berchemia Zeyheri,0.5,3
E,Dichrostachys Cinerea,0.45,2
E,Flacourtia Indica,0.5,9
E,Flacourtia Indica,0.3,3
E,Combretum Apiculatum,0.25,8
E,Dichrostachys Cinerea,0.55,3
E,Combretum Zeyheri,0.6,1
E,Flacourtia Indica,0.3,1
E,Dichrostachys Cinerea,0.1,1
E,Combretum Hereroense,0.31,1
E,Vachellia Gerrardii,0.34,5
E,Fluegga Virosa,0.25,4
E,Euclea Divinorum,0.4,1
E,Grewia Monticola,0.55,5
E,Flacourtia Indica,0.2,2
E,Boscia Angustifolia,0.8,5
E,Gymnosporia Senegalensis,1.8,3
E,Combretum Zeyheri,3,1
E,Grewia Monticola,2,7
E,Gymnosporia Senegalensis,4,1
E,Ziziphus Mucronata,2.5,7
E,Flacourtia Indica,1.5,2
E,Vachellia Nilotica,3,2
E,Fluegga Virosa,1.3,8
E,Fluegga Virosa,1.3,4
E,Fluegga Virosa,1.3,15
E,Fluegga Virosa,1.3,10
E,Euclea Divinorum,3.2,2
E,Dichrostachys Cinerea,3.5,9
E,Grewia Monticola,1.5,4
E,Euclea Divinorum,3.5,5
E,Flacourtia Indica,1,1
E,Maclura Africana,4.7,1
E,Tarchonanthus Camphoratus,2,10
E,Tarchonanthus Camphoratus,2,9
E,Tarchonanthus Camphoratus,2,12
E,Tarchonanthus Camphoratus,3,7
E,Maclura Africana,2,1
E,Flacourtia Indica,1.1,3
E,Tarchonanthus Camphoratus,1,11
E,Tarchonanthus Camphoratus,1,7
E,Gymnosporia Senegalensis,1.5,3
E,Dichrostachys Cinerea,1.8,4
E,Tarchonanthus Camphoratus,2,17
E,Allophylus Africanus,1.8,7
E,Dichrostachys Cinerea,1.5,5
E,Combretum Apiculatum,2.3,4
E,Combretum Apiculatum,2.5,5
E,Dichrostachys Cinerea,4.1,6
E,Dichrostachys Cinerea,3.3,1
E,Peltophorum Africanum,2,5
E,Dichrostachys Cinerea,1.2,6
E,Flacourtia Indica,1.3,2
E,Fluegga Virosa,3,12
E,Flacourtia Indica,2.7,3
E,Fluegga Virosa,1.6,7
E,Gymnosporia Senegalensis,2,3
E,Euclea Divinorum,4,3
E,Flacourtia Indica,3,1
E,Ziziphus Mucronata,1.6,2
E,Grewia Decomovulata,3.5,5
E,Gymnosporia Senegalensis,3.3,1
E,Combretum Apiculatum,1,6
E,Grewia Decomovulata,2,7
E,Flacourtia Indica,3,2
E,Peltophorum Africanum,5,6
E,Combretum Apiculatum,2.5,11
E,Grewia Decomovulata,1.1,2
E,Grewia Decomovulata,3.5,1
E,Lannea Discolor,0.5,3
E,Combretum Zeyheri,0.25,3
E,Cassia Abbreviata,0.6,8
E,Boscia Angustifolia,0.1,1
E,Zanthoxylum Capense,0.7,3
E,Cassia Abbreviata,0.6,2
E,Flacourtia Indica,0.4,1
E,Ormocarpum Trichocarpum,0.8,1
E,Euclea Divinorum,0.4,5
E,Zanthoxylum Capense,0.3,1
E,Euclea Divinorum,0.35,10
E,Pappea Capensis,0.25,4
E,Pappea Capensis,0.25,8
E,Pappea Capensis,0.25,7
E,Maclura Africana,0.5,12
E,Boscia Angustifolia,0.7,2
E,Ormocarpum Trichocarpum,0.35,1
E,Vachellia Nilotica,0.15,1
E,Fluegga Virosa,0.9,6
E,Flacourtia Indica,0.3,5
E,Gymnosporia Senegalensis,0.5,4
E,Albizia Harveyi,0.3,6
E,Tarchonanthus Camphoratus,0.7,1
E,Ziziphus Mucronata,0.6,1
E,Euclea Divinorum,0.25,6
E,Ormocarpum Trichocarpum,0.5,8
E,Ziziphus Mucronata,0.7,6
E,Allophylus Africanus,0.5,13
E,Vachellia Nilotica,0.6,10
E,Tarchonanthus Camphoratus,0.7,8
E,Tarchonanthus Camphoratus,0.4,4
E,Albizia Harveyi,0.6,6
E,Fluegga Virosa,0.3,1
E,Vachellia Gerrardii,0.2,2
E,Dichrostachys Cinerea,0.6,6
E,Flacourtia Indica,0.8,6
E,Euclea Divinorum,0.55,4
E,Commiphora Africana,0.9,5
E,Dalbergia Nitidula,0.8,2
E,Pappea Capensis,0.7,1
E,Ormocarpum Trichocarpum,0.1,2
E,Commiphora Africana,0.5,3
E,Zanthoxylum Capense,0.15,8
E,Zanthoxylum Capense,0.1,6
E,Boscia Angustifolia,0.3,1
E,Carissa Bispinosa,0.8,5
E,Dichrostachys Cinerea,0.1,7
E,Euclea Divinorum,0.5,8
E,Carissa Bispinosa,0.3,5
E,Vachellia Gerrardii,0.35,3
E,Dombeya Rotundifolia,0.5,4
E,Dalbergia Nitidula,0.6,1
E,Flacourtia Indica,0.7,9
E,Dalbergia Nitidula,0.35,1
E,Dalbergia Nitidula,0.35,2
E,Dalbergia Nitidula,0.25,3
E,Dalbergia Nitidula,0.35,3
E,Flacourtia Indica,0.5,6
E,Dichrostachys Cinerea,1.6,10
E,Dichrostachys Cinerea,1.6,8
E,Dichrostachys Cinerea,1.6,1
E,Grewia Decomovulata,2,9
E,Grewia Decomovulata,2,3
E,Grewia Monticola,1,4
E,Grewia Monticola,1,1
E,Euclea Divinorum,1.5,3
E,Tarchonanthus Camphoratus,2.1,2
E,Vachellia Nilotica,2.5,11
E,Grewia Decomovulata,1.7,7
E,Tarchonanthus Camphoratus,1.8,6
E,Grewia Monticola,1,5
E,Dichrostachys Cinerea,2.7,1
E,Dichrostachys Cinerea,5,7
E,Grewia Decomovulata,1,1
E,Vachellia Nilotica,4.4,1
E,Tarchonanthus Camphoratus,1.7,3
E,Allophylus Africanus,1.5,2
E,Grewia Decomovulata,3,1
E,Lannea Schweinfurthii,1.2,2
E,Grewia Monticola,1.2,3
E,Grewia Monticola,1.2,1
E,Grewia Monticola,1.2,2
E,Grewia Decomovulata,2.5,1
E,Allophylus Africanus,1.6,1
E,Ormocarpum Trichocarpum,1,11
E,Grewia Decomovulata,2,6
E,Tarchonanthus Camphoratus,1.8,3
E,Tarchonanthus Camphoratus,1.8,1
E,Euclea Divinorum,1.7,1
E,Grewia Monticola,1.5,11
E,Zanthoxylum Capense,1.5,1
E,Ziziphus Mucronata,1.2,4
E,Gardenia Spathulifolia,1.7,15
E,Tarchonanthus Camphoratus,2.1,1
E,Combretum Apiculatum,5,5
E,Combretum Apiculatum,4.5,6
E,Combretum Apiculatum,1.7,3
E,Grewia Decomovulata,1.2,1
E,Allophylus Africanus,1.3,10
E,Grewia Monticola,1.3,2
E,Gymnosporia Senegalensis,2,11
E,Grewia Decomovulata,1.3,2
E,Ormocarpum Trichocarpum,1,2
E,Allophylus Africanus,2.5,2
E,Maclura Africana,0.2,2
E,Grewia Monticola,0.5,2
E,Flacourtia Indica,0.5,2
E,Flacourtia Indica,0.5,1
E,Flacourtia Indica,1,3
E,Ormocarpum Trichocarpum,0.45,1
E,Ormocarpum Trichocarpum,0.45,4
E,Vachellia Nilotica,0.3,5
E,Zanthoxylum Capense,0.3,2
E,Combretum Zeyheri,1,2
E,Allophylus Africanus,0.9,1
E,Euclea Divinorum,0.4,8
E,Ormocarpum Trichocarpum,0.1,6
E,Allophylus Africanus,0.4,9
E,Commiphora Africana,0.3,6
E,Commiphora Africana,0.3,3
E,Pappea Capensis,0.35,1
E,Ormocarpum Trichocarpum,0.45,3
E,Ormocarpum Trichocarpum,0.2,11
E,Ozoroa Insignis,0.6,1
E,Jacaranda Mimosifolia,0.4,1
E,Grewia Decomovulata,0.7,15
E,Grewia Decomovulata,1,8
E,Tarchonanthus Camphoratus,1,4
E,Gardenia Spathulifolia,0.6,2
E,Tarchonanthus Camphoratus,0.5,7
E,Vachellia Gerrardii,0.7,2
E,Vachellia Gerrardii,0.5,8
E,Grewia Decomovulata,0.3,3
E,Allophylus Africanus,0.7,1
E,Combretum Zeyheri,0.5,6
E,Tarchonanthus Camphoratus,0.7,6
E,Gymnosporia Senegalensis,0.7,5
E,Albizia Harveyi,0.45,3
E,Dichrostachys Cinerea,0.9,4
E,Fluegga Virosa,0.7,8
E,Grewia Monticola,0.6,1
E,Ziziphus Mucronata,0.5,6
E,Grewia Monticola,0.6,3
E,Grewia Monticola,0.9,1
E,Tarchonanthus Camphoratus,0.8,3
E,Dichrostachys Cinerea,0.15,8
E,Grewia Decomovulata,0.1,1
E,Commiphora Africana,0.65,5
E,Tarchonanthus Camphoratus,0.6,1
E,Allophylus Africanus,0.7,4
E,Lippia Javanica,0.8,3
E,Fluegga Virosa,0.5,1
E,Euclea Divinorum,6,3
E,Combretum Apiculatum,2,9
E,Combretum Apiculatum,2.6,13
E,Vachellia Gerrardii,1.2,4
E,Grewia Decomovulata,1.7,1
E,Vachellia Nilotica,4.4,3
E,Dichrostachys Cinerea,2.2,4
E,Allophylus Africanus,2.4,2
E,Dichrostachys Cinerea,1.8,6
E,Vachellia Gerrardii,4,2
E,Vachellia Gerrardii,2.3,1
E,Dichrostachys Cinerea,1.5,7
E,Euclea Divinorum,3.5,6
E,Peltophorum Africanum,1.5,1
E,Allophylus Africanus,3.5,2
E,Terminalia Prunioides,1.8,1
E,Combretum Apiculatum,6,4
E,Grewia Decomovulata,1,10
E,Peltophorum Africanum,1.5,2
E,Vachellia Gerrardii,4,11
E,Combretum Zeyheri,2.5,7
E,Euclea Divinorum,3.5,7
E,Allophylus Africanus,2,9
E,Grewia Decomovulata,2.1,6
E,Grewia Decomovulata,1,2
E,Euclea Divinorum,1.5,5
E,Fluegga Virosa,2.3,1
E,Euclea Divinorum,2,7
E,Ziziphus Mucronata,1.5,19
E,Senegalia Nigrescens,1,1
E,Combretum Zeyheri,1.5,1
E,Combretum Apiculatum,3.8,4
E,Grewia Decomovulata,2.8,1
E,Fluegga Virosa,3,1
E,Tarchonanthus Camphoratus,2.3,1
E,Vachellia Nilotica,1.5,7
E,Fluegga Virosa,0.8,8
E,Boscia Angustifolia,0.25,1
E,Tarchonanthus Camphoratus,0.8,1
E,Zanthoxylum Capense,0.1,1
E,Combretum Hereroense,0.15,2
E,Lannea Discolor,0.3,1
E,Vachellia Gerrardii,0.8,1
E,Grewia Decomovulata,0.35,6
E,Flacourtia Indica,0.4,3
E,Euclea Divinorum,0.45,1
E,Ormocarpum Trichocarpum,0.9,2
E,Combretum Zeyheri,0.3,3
E,Grewia Decomovulata,0.35,3
E,Fluegga Virosa,0.8,16
E,Grewia Decomovulata,0.9,3
E,Peltophorum Africanum,0.5,2
E,Dichrostachys Cinerea,0.9,13
E,Maclura Africana,0.2,3
E,Azanza Garckeana,1,8
E,Maclura Africana,0.5,1
E,Dichrostachys Cinerea,0.4,8
E,Combretum Zeyheri,0.5,2
E,Ziziphus Mucronata,0.9,1
E,Dichrostachys Cinerea,0.05,1
E,Dichrostachys Cinerea,0.05,4
E,Commiphora Africana,0.8,3
E,Boscia Angustifolia,0.9,3
E,Peltophorum Africanum,0.7,4
E,Fluegga Virosa,0.9,1
E,Commiphora Africana,0.35,2
E,Euclea Divinorum,0.9,2
E,Vachellia Gerrardii,0.1,1
E,Combretum Zeyheri,0.8,1
E,Vachellia Gerrardii,0.4,1
E,Zanthoxylum Capense,0.35,3
E,Grewia Monticola,0.15,3
E,Albizia Harveyi,0.45,7
E,Combretum Zeyheri,0.3,9
E,Grewia Monticola,0.45,5
E,Combretum Zeyheri,0.9,1
E,Gymnosporia Senegalensis,0.9,1
E,Grewia Monticola,0.15,4
E,Euclea Divinorum,0.5,5
E,Grewia Decomovulata,0.4,8
E,Dichrostachys Cinerea,0.55,2
E,Dichrostachys Cinerea,0.55,16
E,Vachellia Gerrardii,0.9,1
E,Euclea Divinorum,2.3,4
E,Maclura Africana,5,2
E,Grewia Monticola,3,5
E,Zanthoxylum Capense,2.1,4
E,Euclea Divinorum,1.5,4
E,Dichrostachys Cinerea,4.3,3
E,Vachellia Nilotica,3,7
E,Vachellia Gerrardii,1,7
E,Dichrostachys Cinerea,3.5,7
E,Euclea Divinorum,3.4,5
E,Grewia Monticola,1,17
E,Combretum Apiculatum,2.4,4
E,Diospyros Lycioides,1,1
E,Euclea Divinorum,4.5,5
E,Tarchonanthus Camphoratus,1.3,2
E,Dichrostachys Cinerea,1.8,3
E,Steganotaenia Araliacea,1.3,6
E,Gardenia Spathulifolia,3,4
E,Carissa Bispinosa,1.1,1
E,Pappea Capensis,1.3,2
E,Commiphora Africana,1.2,2
E,Dichrostachys Cinerea,4,6
E,Grewia Decomovulata,2,1
E,Combretum Apiculatum,4,5
E,Ormocarpum Trichocarpum,2,4
E,Grewia Monticola,1.5,1
E,Dichrostachys Cinerea,3.4,13
E,Tarchonanthus Camphoratus,1.5,16
E,Ziziphus Mucronata,1.3,5
E,Euclea Divinorum,4.5,7
E,Ziziphus Mucronata,2,2
E,Vachellia Gerrardii,1.8,1
E,Grewia Decomovulata,1.2,2
E,Vachellia Nilotica,2.5,19
E,Grewia Decomovulata,1.3,1
E,Dichrostachys Cinerea,4.3,6
E,Tarchonanthus Camphoratus,2.6,1
E,Gardenia Spathulifolia,1.2,7
E,Dichrostachys Cinerea,4.5,13
E,Grewia Monticola,1.1,5
E,Combretum Apiculatum,1.8,4
E,Tarchonanthus Camphoratus,0.3,2
E,Tarchonanthus Camphoratus,0.3,1
E,Tarchonanthus Camphoratus,0.15,2
E,Tarchonanthus Camphoratus,0.15,3
E,Ormocarpum Trichocarpum,0.8,8
E,Commiphora Africana,0.4,8
E,Ziziphus Mucronata,0.15,4
E,Grewia Decomovulata,0.5,5
E,Commiphora Africana,0.35,11
E,Commiphora Africana,0.35,7
E,Maclura Africana,0.6,1
E,Maclura Africana,0.6,4
E,Tarchonanthus Camphoratus,0.6,3
E,Grewia Monticola,0.35,5
E,Tarchonanthus Camphoratus,0.35,5
E,Tarchonanthus Camphoratus,0.25,1
E,Euclea Divinorum,0.05,3
E,Carissa Bispinosa,0.9,1
E,Zanthoxylum Capense,0.6,1
E,Carissa Bispinosa,0.35,3
E,Carissa Bispinosa,0.4,3
E,Pappea Capensis,0.3,15
E,Boscia Angustifolia,0.5,3
E,Zanthoxylum Capense,0.6,3
E,Zanthoxylum Capense,0.9,5
E,Commiphora Africana,0.7,1
E,Grewia Decomovulata,0.25,3
E,Grewia Decomovulata,0.25,9
E,Grewia Decomovulata,0.25,1
E,Grewia Monticola,0.7,1
E,Grewia Monticola,0.7,2
E,Zanthoxylum Capense,0.7,4
E,Commiphora Africana,0.8,5
E,Commiphora Africana,0.6,4
E,Grewia Monticola,0.4,2
E,Peltophorum Africanum,0.5,3
E,Gardenia Spathulifolia,0.25,1
E,Combretum Apiculatum,0.4,5
E,Lippia Javanica,0.5,5
E,Lippia Javanica,0.5,1
E,Grewia Monticola,0.8,9
E,Grewia Monticola,0.9,2
E,Ziziphus Mucronata,0.9,4
E,Euclea Divinorum,0.35,8
E,Grewia Monticola,0.55,4
E,Tarchonanthus Camphoratus,0.8,4
E,Boscia Angustifolia,0.15,1
E,Ziziphus Mucronata,0.1,1
E,Ziziphus Mucronata,0.1,15
E,Gardenia Spathulifolia,0.3,3
E,Tarchonanthus Camphoratus,0.6,2
E,Vachellia Nilotica,0.9,8
E,Commiphora Africana,0.9,4
E,Combretum Apiculatum,0.9,1
E,Combretum Hereroense,0.6,1
E,Ziziphus Mucronata,0.9,3
E,Tarchonanthus Camphoratus,0.8,2
E,Grewia Decomovulata,0.8,5
E,Diospyros Lycioides,0.8,3
E,Euclea Divinorum,0.5,9
E,Grewia Monticola,0.4,12
E,Grewia Decomovulata,0.2,2
E,Commiphora Africana,0.3,1
E,Gymnosporia Senegalensis,0.55,4
E,Grewia Decomovulata,0.4,3
E,Grewia Monticola,0.35,2
E,Tarchonanthus Camphoratus,0.9,3
E,Dichrostachys Cinerea,2.5,7
E,Euclea Divinorum,2.7,3
E,Vachellia Nilotica,8.3,1
E,Maclura Africana,3.5,2
E,Euclea Divinorum,4.2,4
E,Ormocarpum Trichocarpum,1.5,5
E,Grewia Decomovulata,1.5,5
E,Combretum Apiculatum,5.5,6
E,Fluegga Virosa,1.5,5
E,Euclea Divinorum,2.3,1
E,Flacourtia Indica,1.3,1
E,Combretum Zeyheri,1,1
E,Combretum Zeyheri,1,9
E,Ziziphus Mucronata,2.5,1
E,Ziziphus Mucronata,1.3,3
E,Fluegga Virosa,1.4,1
E,Commiphora Africana,1.7,2
E,Fluegga Virosa,1.7,4
E,Dichrostachys Cinerea,5.1,9
E,Flacourtia Indica,1.6,5
E,Flacourtia Indica,1.6,2
E,Combretum Apiculatum,4.4,1
E,Combretum Apiculatum,4.4,7
E,Gardenia Spathulifolia,2,4
E,Grewia Decomovulata,2,2
E,Euclea Divinorum,3,7
E,Fluegga Virosa,1.8,2
E,Ziziphus Mucronata,1,2
E,Combretum Apiculatum,2.7,1
E,Combretum Apiculatum,2.7,25
E,Maclura Africana,3.4,2
E,Ziziphus Mucronata,2.3,1
E,Vachellia Gerrardii,2.3,2
E,Combretum Apiculatum,4.5,2
E,Gymnosporia Senegalensis,2.3,1
E,Grewia Monticola,1,2
E,Combretum Apiculatum,1.3,2
E,Euclea Divinorum,1.3,4
E,Euclea Divinorum,1.8,2
E,Combretum Zeyheri,2.5,2
E,Vachellia Gerrardii,2.8,1
E,Vachellia Gerrardii,1.7,1
E,Vachellia Gerrardii,2.5,1
E,Combretum Apiculatum,4.8,3
E,Grewia Monticola,1.3,5
E,Grewia Monticola,1.3,4
E,Vachellia Nilotica,5,7
E,Dichrostachys Cinerea,1.3,6
E,Vachellia Nilotica,2,4
E,Flacourtia Indica,1.5,5
E,Vachellia Gerrardii,2,5
E,Dichrostachys Cinerea,5.5,5
E,Vachellia Nilotica,4,3
E,Fluegga Virosa,3.5,1
E,Euclea Divinorum,1.3,2
E,Grewia Decomovulata,0.1,6
E,Flacourtia Indica,0.35,2
E,Euclea Divinorum,0.7,2
E,Ziziphus Mucronata,0.7,2
E,Dichrostachys Cinerea,0.6,18
E,Vachellia Gerrardii,0.4,7
E,Grewia Monticola,0.3,9
E,Grewia Monticola,0.4,15
E,Grewia Monticola,0.7,10
E,Grewia Monticola,0.7,6
E,Ozoroa Insignis,1.1,3
E,Vachellia Karroo,0.25,4
E,Vachellia Karroo,0.35,12
E,Grewia Decomovulata,0.5,10
