,Year,Site,Plot,Subplot,Spp_name,Grazing_value,DPM_Height,Treatment,Fencing
3788,2025,A,2,Z3,PH,NA,13.3,F,Unfenced
3789,2025,A,2,Z3,U.mossambicensis,NA,28.6,F,Unfenced
3790,2025,A,2,Z3,Andropogon eucomas,NA,24,F,Unfenced
3791,2025,A,2,Z3,PH,NA,20.4,F,Unfenced
3792,2025,A,2,Z3,NA,NA,14.9,F,Unfenced
3793,2025,A,2,Z3,CEx,NA,18.4,F,Unfenced
3794,2025,A,2,Z3,E.S,NA,14.1,F,Unfenced
3795,2025,A,2,Z3,PH,NA,16.9,F,Unfenced
3796,2025,A,2,Z3,NA,NA,16.2,F,Unfenced
3797,2025,A,2,Z3,U.mossambicensis,NA,30.1,F,Unfenced
3798,2025,A,2,Z3,Hfili,NA,23.6,F,Unfenced
3799,2025,A,2,Z3,Andropogon eucomas,NA,21.6,F,Unfenced
3800,2025,A,2,Z3,PH,NA,17.6,F,Unfenced
3801,2025,A,2,Z4,H.Dissoluta,NA,17.5,F,Unfenced
3802,2025,A,2,Z4,U.mossambicensis,NA,34.7,F,Unfenced
3803,2025,A,2,Z4,NA,NA,44.3,F,Unfenced
3804,2025,A,2,Z4,NA,NA,40.8,F,Unfenced
3805,2025,A,2,Z4,Aristida ads,NA,17.3,F,Unfenced
3806,2025,A,2,Z4,H.Dissoluta,NA,17.5,F,Unfenced
3807,2025,A,2,Z4,Hfili,NA,25,F,Unfenced
3808,2025,A,2,Z4,NA,NA,20.5,F,Unfenced
3809,2025,A,2,Z4,U.mossambicensis,NA,65.6,F,Unfenced
3810,2025,A,2,Z4,H.Dissoluta,NA,43.3,F,Unfenced
3811,2025,A,2,Z4,Hfili,NA,35.5,F,Unfenced
3812,2025,A,2,Z4,Andropogon eucomas,NA,28.8,F,Unfenced
3813,2025,A,2,Z4,H.Dissoluta,NA,47,F,Unfenced
3814,2025,A,2,Z4,Hfili,NA,45.1,F,Unfenced
3815,2025,A,2,Z4,U.mossambicensis,NA,37.2,F,Unfenced
3816,2025,A,2,Z4,Heteropogon contortus,NA,44.5,F,Unfenced
3817,2025,A,2,Z4,Cymbopogon nardus,NA,53.7,F,Unfenced
3818,2025,A,2,Z4,Andropogon eucomas,NA,39.4,F,Unfenced
3819,2025,A,2,Z4,U.mossambicensis,NA,28.3,F,Unfenced
3820,2025,A,2,Z4,Heteropogon contortus,NA,30.7,F,Unfenced
3821,2025,A,2,Z4,H.Dissoluta,NA,NA,F,Unfenced
3822,2025,A,2,Z4,SSp,NA,NA,F,Unfenced
3823,2025,A,3,Z3,SSp,NA,26.6,TFB,Fenced
3824,2025,A,3,Z3,Digitaria erianthra,NA,17.5,TFB,Fenced
3825,2025,A,3,Z3,U.mossambicensis,NA,19,TFB,Fenced
3826,2025,A,3,Z3,C.D,NA,18.7,TFB,Fenced
3827,2025,A,3,Z3,Heteropogon contortus,NA,27.5,TFB,Fenced
3828,2025,A,3,Z3,Melenis repens,NA,24.8,TFB,Fenced
3829,2025,A,3,Z3,Aristida diffusa,NA,26.7,TFB,Fenced
3830,2025,A,3,Z3,Panicum maximum,NA,22.2,TFB,Fenced
3831,2025,A,3,Z3,H.Dissoluta,NA,19,TFB,Fenced
3832,2025,A,3,Z3,Hfili,NA,24.7,TFB,Fenced
3833,2025,A,3,Z3,Heteropogon contortus,NA,21.9,TFB,Fenced
3834,2025,A,3,Z3,U.mossambicensis,NA,24.9,TFB,Fenced
3835,2025,A,3,Z3,Heteropogon contortus,NA,24.9,TFB,Fenced
3836,2025,A,3,Z3,Themeda triandra,NA,22.3,TFB,Fenced
3837,2025,A,3,Z3,CEx,NA,25.6,TFB,Fenced
3838,2025,A,3,Z3,Digitaria erianthra,NA,21.5,TFB,Fenced
3839,2025,A,3,Z3,Panicum maximum,NA,NA,TFB,Fenced
3840,2025,A,3,Z3,H.Dissoluta,NA,33.7,TFB,Fenced
3841,2025,A,3,Z3,Aristida ads,NA,26.8,TFB,Fenced
3842,2025,A,3,Z3,Hfili,NA,33.4,TFB,Fenced
3843,2025,A,3,Z3,CEx,NA,32,TFB,Fenced
3844,2025,A,3,Z1,H.hirta,NA,46.7,TFB,Fenced
3845,2025,A,3,Z1,NA,NA,0,TFB,Fenced
3846,2025,A,3,Z1,NA,NA,0,TFB,Fenced
3847,2025,A,3,Z1,NA,NA,0,TFB,Fenced
3848,2025,A,3,Z1,PH,NA,20.6,TFB,Fenced
3849,2025,A,3,Z1,CEx,NA,16.1,TFB,Fenced
3850,2025,A,3,Z1,NA,NA,15.6,TFB,Fenced
3851,2025,A,3,Z1,NA,NA,14.4,TFB,Fenced
3852,2025,A,3,Z1,Andropogon eucomas,NA,18.1,TFB,Fenced
3853,2025,A,3,Z1,PF,NA,14.3,TFB,Fenced
3854,2025,A,3,Z1,U.mossambicensis,NA,12.7,TFB,Fenced
3855,2025,A,3,Z1,NA,NA,12.4,TFB,Fenced
3856,2025,A,3,Z1,U.mossambicensis,NA,20.9,TFB,Fenced
3857,2025,A,3,Z1,Aristida congesta C,NA,25.5,TFB,Fenced
3858,2025,A,3,Z1,Themeda triandra,NA,28.6,TFB,Fenced
3859,2025,A,3,Z1,NA,NA,1.3,TFB,Fenced
3860,2025,A,3,Z1,H.Dissoluta,NA,56.5,TFB,Fenced
3861,2025,A,3,Z1,Hfili,NA,11.2,TFB,Fenced
3862,2025,A,3,Z1,Heteropogon contortus,NA,61.9,TFB,Fenced
3863,2025,A,3,Z1,NA,NA,9.7,TFB,Fenced
3864,2025,A,3,Z2,CEx,NA,32.7,TFB,Unfenced
3865,2025,A,3,Z2,U.mossambicensis,NA,3.8,TFB,Unfenced
3866,2025,A,3,Z2,NA,NA,3.8,TFB,Unfenced
3867,2025,A,3,Z2,NA,NA,8.1,TFB,Unfenced
3868,2025,A,3,Z2,PH,NA,17.3,TFB,Unfenced
3869,2025,A,3,Z2,Wireleaf,NA,11.5,TFB,Unfenced
3870,2025,A,3,Z2,Setaria incressata,NA,14.4,TFB,Unfenced
3871,2025,A,3,Z2,NA,NA,14.2,TFB,Unfenced
3872,2025,A,3,Z2,PH,NA,12.3,TFB,Unfenced
3873,2025,A,3,Z2,Digitaria erianthra,NA,10.5,TFB,Unfenced
3874,2025,A,3,Z2,E.G,NA,14.3,TFB,Unfenced
3875,2025,A,3,Z2,NA,NA,13.2,TFB,Unfenced
3876,2025,A,3,Z2,H.hirta,NA,26.2,TFB,Unfenced
3877,2025,A,3,Z2,Wireleaf,NA,6.4,TFB,Unfenced
3878,2025,A,3,Z2,NA,NA,4.3,TFB,Unfenced
3879,2025,A,3,Z2,NA,NA,18.6,TFB,Unfenced
3880,2025,A,3,Z2,Aristida congesta C,NA,15.2,TFB,Unfenced
3881,2025,A,3,Z2,PH,NA,14.4,TFB,Unfenced
3882,2025,A,3,Z2,NA,NA,11.7,TFB,Unfenced
3883,2025,A,3,Z2,NA,NA,12.7,TFB,Unfenced
3884,2025,A,3,Z4,U.mossambicensis,NA,23,TFB,Unfenced
3885,2025,A,3,Z4,CEx,NA,25.7,TFB,Unfenced
3886,2025,A,3,Z4,Bracharia serrata,NA,29.4,TFB,Unfenced
3887,2025,A,3,Z4,NA,NA,5.4,TFB,Unfenced
3888,2025,A,3,Z4,U.mossambicensis,NA,17.3,TFB,Unfenced
3889,2025,A,3,Z4,Aristida congesta C,NA,5.1,TFB,Unfenced
3890,2025,A,3,Z4,H.Dissoluta,NA,5.1,TFB,Unfenced
3891,2025,A,3,Z4,NA,NA,0,TFB,Unfenced
3892,2025,A,3,Z4,SSp,NA,12.9,TFB,Unfenced
3893,2025,A,3,Z4,Heteropogon contortus,NA,10.3,TFB,Unfenced
3894,2025,A,3,Z4,Bracharia serrata,NA,17.4,TFB,Unfenced
3895,2025,A,3,Z4,NA,NA,11.4,TFB,Unfenced
3896,2025,A,3,Z4,U.mossambicensis,NA,11.5,TFB,Unfenced
3897,2025,A,3,Z4,Heteropogon contortus,NA,19.3,TFB,Unfenced
3898,2025,A,3,Z4,NA,NA,20.4,TFB,Unfenced
3899,2025,A,3,Z4,NA,NA,49.9,TFB,Unfenced
3900,2025,A,3,Z4,H.Dissoluta,NA,50.3,TFB,Unfenced
3901,2025,A,3,Z4,Aristida congesta C,NA,29.9,TFB,Unfenced
3902,2025,A,3,Z4,U.mossambicensis,NA,24.7,TFB,Unfenced
3903,2025,A,3,Z4,NA,NA,23.8,TFB,Unfenced
3904,2025,A,4,Z3,Hfili,NA,18,TF,Fenced
3905,2025,A,4,Z3,PH,NA,23.6,TF,Fenced
3906,2025,A,4,Z3,Setaria incressata,NA,20.9,TF,Fenced
3907,2025,A,4,Z3,NA,NA,21.1,TF,Fenced
3908,2025,A,4,Z3,H.Dissoluta,NA,16,TF,Fenced
3909,2025,A,4,Z3,PH,NA,17.4,TF,Fenced
3910,2025,A,4,Z3,NA,NA,19.1,TF,Fenced
3911,2025,A,4,Z3,NA,NA,18.2,TF,Fenced
3912,2025,A,4,Z3,PH,NA,12.1,TF,Fenced
3913,2025,A,4,Z3,Heteropogon contortus,NA,13.4,TF,Fenced
3914,2025,A,4,Z3,Andropogon eucomas,NA,13.9,TF,Fenced
3915,2025,A,4,Z3,NA,NA,16.7,TF,Fenced
3916,2025,A,4,Z3,CEx,NA,26.4,TF,Fenced
3917,2025,A,4,Z3,PH,NA,22.7,TF,Fenced
3918,2025,A,4,Z3,NA,NA,23.9,TF,Fenced
3919,2025,A,4,Z3,NA,NA,12.2,TF,Fenced
3920,2025,A,4,Z3,Digitaria erianthra,NA,14.3,TF,Fenced
3921,2025,A,4,Z3,PH,NA,17.2,TF,Fenced
3922,2025,A,4,Z3,NA,NA,15.8,TF,Fenced
3923,2025,A,4,Z3,NA,NA,15.9,TF,Fenced
3924,2025,A,4,Z1,U.mossambicensis,NA,13.3,TF,Fenced
3925,2025,A,4,Z1,Diheteropogon anplactence,NA,12.8,TF,Fenced
3926,2025,A,4,Z1,PH,NA,13.8,TF,Fenced
3927,2025,A,4,Z1,Heteropogon contortus,NA,12.2,TF,Fenced
3928,2025,A,4,Z1,E.G,NA,NA,TF,Fenced
3929,2025,A,4,Z1,PH,NA,36,TF,Fenced
3930,2025,A,4,Z1,NA,NA,37.4,TF,Fenced
3931,2025,A,4,Z1,NA,NA,37.2,TF,Fenced
3932,2025,A,4,Z1,NA,NA,31.4,TF,Fenced
3933,2025,A,4,Z1,Heteropogon contortus,NA,28.7,TF,Fenced
3934,2025,A,4,Z1,U.mossambicensis,NA,16.6,TF,Fenced
3935,2025,A,4,Z1,PH,NA,24.4,TF,Fenced
3936,2025,A,4,Z1,NA,NA,23.4,TF,Fenced
3937,2025,A,4,Z1,U.mossambicensis,NA,18.1,TF,Fenced
3938,2025,A,4,Z1,Andropogon eucomas,NA,21.1,TF,Fenced
3939,2025,A,4,Z1,PH,NA,24.2,TF,Fenced
3940,2025,A,4,Z1,NA,NA,18.2,TF,Fenced
3941,2025,A,4,Z2,Digitaria erianthra,NA,13.3,TF,Unfenced
3942,2025,A,4,Z2,Aristida ads,NA,18.5,TF,Unfenced
3943,2025,A,4,Z2,PH,NA,15.1,TF,Unfenced
3944,2025,A,4,Z2,NA,NA,15.2,TF,Unfenced
3945,2025,A,4,Z2,Hfili,NA,16.6,TF,Unfenced
3946,2025,A,4,Z2,CEx,NA,15.2,TF,Unfenced
3947,2025,A,4,Z2,Wireleaf,NA,13.3,TF,Unfenced
3948,2025,A,4,Z2,Heteropogon contortus,NA,13.6,TF,Unfenced
3949,2025,A,4,Z2,U.mossambicensis,NA,NA,TF,Unfenced
3950,2025,A,4,Z2,Setaria incressata,NA,13.4,TF,Unfenced
3951,2025,A,4,Z2,CEx,NA,14,TF,Unfenced
3952,2025,A,4,Z2,H.hirta,NA,15.1,TF,Unfenced
3953,2025,A,4,Z2,Heteropogon contortus,NA,15.9,TF,Unfenced
3954,2025,A,4,Z2,Diheteropogon anplactence,NA,NA,TF,Unfenced
3955,2025,A,4,Z2,Heteropogon contortus,NA,26.8,TF,Unfenced
3956,2025,A,4,Z2,Digitaria erianthra,NA,17.6,TF,Unfenced
3957,2025,A,4,Z2,NA,NA,16.8,TF,Unfenced
3958,2025,A,4,Z2,NA,NA,15.1,TF,Unfenced
3959,2025,A,4,Z2,Heteropogon contortus,NA,15.8,TF,Unfenced
3960,2025,A,4,Z2,Digitaria erianthra,NA,12.2,TF,Unfenced
3961,2025,A,4,Z2,Diheteropogon anplactence,NA,17.4,TF,Unfenced
3962,2025,A,4,Z2,Panicum maximum,NA,17.7,TF,Unfenced
3963,2025,A,4,Z4,U.mossambicensis,NA,20.3,TF,Unfenced
3964,2025,A,4,Z4,Digitaria erianthra,NA,16.9,TF,Unfenced
3965,2025,A,4,Z4,PH,NA,18.4,TF,Unfenced
3966,2025,A,4,Z4,Heteropogon contortus,NA,18,TF,Unfenced
3967,2025,A,4,Z4,Melenis repens,NA,NA,TF,Unfenced
3968,2025,A,4,Z4,PH,NA,24.8,TF,Unfenced
3969,2025,A,4,Z4,Heteropogon contortus,NA,23.7,TF,Unfenced
3970,2025,A,4,Z4,Digitaria erianthra,NA,21.8,TF,Unfenced
3971,2025,A,4,Z4,NA,NA,20.4,TF,Unfenced
3972,2025,A,4,Z4,Heteropogon contortus,NA,11.6,TF,Unfenced
3973,2025,A,4,Z4,E.S,NA,15.9,TF,Unfenced
3974,2025,A,4,Z4,ACC,NA,19.6,TF,Unfenced
3975,2025,A,4,Z4,NA,NA,8.4,TF,Unfenced
3976,2025,A,4,Z4,Heteropogon contortus,NA,11.5,TF,Unfenced
3977,2025,A,4,Z4,Digitaria erianthra,NA,14.9,TF,Unfenced
3978,2025,A,4,Z4,E.S,NA,15.4,TF,Unfenced
3979,2025,A,4,Z4,NA,NA,16.3,TF,Unfenced
3980,2025,A,4,Z4,U.mossambicensis,NA,22.1,TF,Unfenced
3981,2025,A,4,Z4,Digitaria erianthra,NA,19.4,TF,Unfenced
3982,2025,A,4,Z4,Heteropogon contortus,NA,18.3,TF,Unfenced
3983,2025,A,4,Z4,NA,NA,16.7,TF,Unfenced
3984,2025,E,4,Z3,E.curvula,NA,9.6,TFB,Fenced
3985,2025,E,4,Z3,Panicum maximum,NA,13.7,TFB,Fenced
3986,2025,E,4,Z3,Chloris virgata,NA,13.3,TFB,Fenced
3987,2025,E,4,Z3,D.gigantum,NA,13.4,TFB,Fenced
3988,2025,E,4,Z3,Setaria incressata,NA,NA,TFB,Fenced
3989,2025,E,4,Z3,Sporobolus africanus,NA,0,TFB,Fenced
3990,2025,E,4,Z3,NA,NA,0,TFB,Fenced
3991,2025,E,4,Z3,NA,NA,0,TFB,Fenced
3992,2025,E,4,Z3,NA,NA,1.6,TFB,Fenced
3993,2025,E,4,Z3,Heteropogon contortus,NA,11.4,TFB,Fenced
3994,2025,E,4,Z3,NA,NA,8.8,TFB,Fenced
3995,2025,E,4,Z3,NA,NA,0,TFB,Fenced
3996,2025,E,4,Z3,NA,NA,0,TFB,Fenced
3997,2025,E,4,Z3,Heteropogon contortus,NA,8.4,TFB,Fenced
3998,2025,E,4,Z3,Mopane grass,NA,6.2,TFB,Fenced
3999,2025,E,4,Z3,Setaria incressata,NA,7.8,TFB,Fenced
4000,2025,E,4,Z3,E.V,NA,0,TFB,Fenced
4001,2025,E,4,Z3,BB,NA,NA,TFB,Fenced
4002,2025,E,4,Z3,Heteropogon contortus,NA,3.3,TFB,Fenced
4003,2025,E,4,Z3,BB,NA,4.1,TFB,Fenced
4004,2025,E,4,Z3,E.G,NA,3.4,TFB,Fenced
4005,2025,E,4,Z3,E.V,NA,3.2,TFB,Fenced
4006,2025,E,4,Z1,Digitaria erianthra,NA,1.7,TFB,Fenced
4007,2025,E,4,Z1,Panicum maximum,NA,1.7,TFB,Fenced
4008,2025,E,4,Z1,E.V,NA,3.7,TFB,Fenced
4009,2025,E,4,Z1,E.G,NA,3.5,TFB,Fenced
4010,2025,E,4,Z1,Aristida ads,NA,2.5,TFB,Fenced
4011,2025,E,4,Z1,E.cylindriflora,NA,0,TFB,Fenced
4012,2025,E,4,Z1,Heteropogon contortus,NA,0,TFB,Fenced
4013,2025,E,4,Z1,NA,NA,2.3,TFB,Fenced
4014,2025,E,4,Z1,Heteropogon contortus,NA,4.4,TFB,Fenced
4015,2025,E,4,Z1,B.N,NA,7.5,TFB,Fenced
4016,2025,E,4,Z1,Panicum maximum,NA,6.9,TFB,Fenced
4017,2025,E,4,Z1,Setaria incressata,NA,7.6,TFB,Fenced
4018,2025,E,4,Z1,B.N,NA,11.7,TFB,Fenced
4019,2025,E,4,Z1,E.curvula,NA,8.2,TFB,Fenced
4020,2025,E,4,Z1,Panicum maximum,NA,13.1,TFB,Fenced
4021,2025,E,4,Z1,Setaria incressata,NA,37.2,TFB,Fenced
4022,2025,E,4,Z1,CEx,NA,15.5,TFB,Fenced
4023,2025,E,4,Z1,NA,NA,0,TFB,Fenced
4024,2025,E,4,Z1,NA,NA,0,TFB,Fenced
4025,2025,E,4,Z1,NA,NA,0,TFB,Fenced
4026,2025,E,4,Z2,E.V,NA,0,TFB,Unfenced
4027,2025,E,4,Z2,Panicum maximum,NA,2.1,TFB,Unfenced
4028,2025,E,4,Z2,E.G,NA,6.8,TFB,Unfenced
4029,2025,E,4,Z2,NA,NA,5.3,TFB,Unfenced
4030,2025,E,4,Z2,Heteropogon contortus,NA,2.9,TFB,Unfenced
4031,2025,E,4,Z2,NA,NA,2.9,TFB,Unfenced
4032,2025,E,4,Z2,NA,NA,0,TFB,Unfenced
4033,2025,E,4,Z2,NA,NA,0,TFB,Unfenced
4034,2025,E,4,Z2,Heteropogon contortus,NA,2.5,TFB,Unfenced
4035,2025,E,4,Z2,E.V,NA,2.2,TFB,Unfenced
4036,2025,E,4,Z2,Mopane grass,NA,0,TFB,Unfenced
4037,2025,E,4,Z2,NA,NA,4.5,TFB,Unfenced
4038,2025,E,4,Z2,Mopane grass,NA,4,TFB,Unfenced
4039,2025,E,4,Z2,NA,NA,4,TFB,Unfenced
4040,2025,E,4,Z2,NA,NA,0,TFB,Unfenced
4041,2025,E,4,Z2,NA,NA,0,TFB,Unfenced
4042,2025,E,4,Z2,Heteropogon contortus,NA,0,TFB,Unfenced
4043,2025,E,4,Z2,Setaria incressata,NA,0,TFB,Unfenced
4044,2025,E,4,Z2,Panicum maximum,NA,0,TFB,Unfenced
4045,2025,E,4,Z2,NA,NA,1.6,TFB,Unfenced
4046,2025,E,4,Z4,Heteropogon contortus,NA,8.6,TFB,Unfenced
4047,2025,E,4,Z4,CEx,NA,8,TFB,Unfenced
4048,2025,E,4,Z4,NA,NA,13.5,TFB,Unfenced
4049,2025,E,4,Z4,NA,NA,15.9,TFB,Unfenced
4050,2025,E,4,Z4,Panicum maximum,NA,13.7,TFB,Unfenced
4051,2025,E,4,Z4,Heteropogon contortus,NA,3.3,TFB,Unfenced
4052,2025,E,4,Z4,NA,NA,3.2,TFB,Unfenced
4053,2025,E,4,Z4,NA,NA,3.7,TFB,Unfenced
4054,2025,E,4,Z4,E.curvula,NA,2.1,TFB,Unfenced
4055,2025,E,4,Z4,Panicum maximum,NA,2.2,TFB,Unfenced
4056,2025,E,4,Z4,B.N,NA,2.7,TFB,Unfenced
4057,2025,E,4,Z4,Chloris virgata,NA,2.1,TFB,Unfenced
4058,2025,E,4,Z4,B.N,NA,5,TFB,Unfenced
4059,2025,E,4,Z4,Panicum maximum,NA,12.6,TFB,Unfenced
4060,2025,E,4,Z4,E.V,NA,12.5,TFB,Unfenced
4061,2025,E,4,Z4,Mopane grass,NA,12.5,TFB,Unfenced
4062,2025,E,4,Z4,Heteropogon contortus,NA,5.1,TFB,Unfenced
4063,2025,E,4,Z4,NA,NA,5.6,TFB,Unfenced
4064,2025,E,4,Z4,NA,NA,4.3,TFB,Unfenced
4065,2025,E,4,Z4,NA,NA,5,TFB,Unfenced
4066,2025,E,3,Z1,E.curvula,NA,2.1,F,Fenced
4067,2025,E,3,Z1,NA,NA,0,F,Fenced
4068,2025,E,3,Z1,NA,NA,0,F,Fenced
4069,2025,E,3,Z1,NA,NA,0,F,Fenced
4070,2025,E,3,Z1,Heteropogon contortus,NA,2.3,F,Fenced
4071,2025,E,3,Z1,E.V,NA,2.6,F,Fenced
4072,2025,E,3,Z1,B.N,NA,2.8,F,Fenced
4073,2025,E,3,Z1,Setaria incressata,NA,5.3,F,Fenced
4074,2025,E,3,Z1,Heteropogon contortus,NA,14.8,F,Fenced
4075,2025,E,3,Z1,Digitaria erianthra,NA,10.6,F,Fenced
4076,2025,E,3,Z1,NA,NA,9.8,F,Fenced
4077,2025,E,3,Z1,NA,NA,8.5,F,Fenced
4078,2025,E,3,Z1,Heteropogon contortus,NA,2.7,F,Fenced
4079,2025,E,3,Z1,Panicum maximum,NA,3.4,F,Fenced
4080,2025,E,3,Z1,E.G,NA,2.9,F,Fenced
4081,2025,E,3,Z1,NA,NA,4.1,F,Fenced
4082,2025,E,3,Z1,E.cylindriflora,NA,2,F,Fenced
4083,2025,E,3,Z1,Heteropogon contortus,NA,2,F,Fenced
4084,2025,E,3,Z1,Chloris virgata,NA,0,F,Fenced
4085,2025,E,3,Z1,NA,NA,0,F,Fenced
4086,2025,E,3,Z3,Heteropogon contortus,NA,2.9,F,Fenced
4087,2025,E,3,Z3,CEx,NA,3.6,F,Fenced
4088,2025,E,3,Z3,NA,NA,0,F,Fenced
4089,2025,E,3,Z3,NA,NA,4.2,F,Fenced
4090,2025,E,3,Z3,Aristida congesta B,NA,10.1,F,Fenced
4091,2025,E,3,Z3,Heteropogon contortus,NA,6.3,F,Fenced
4092,2025,E,3,Z3,E.R,NA,4.5,F,Fenced
4093,2025,E,3,Z3,E.V,NA,5.6,F,Fenced
4094,2025,E,3,Z3,E.cylindriflora,NA,NA,F,Fenced
4095,2025,E,3,Z3,E.G,NA,NA,F,Fenced
4096,2025,E,3,Z3,Mopane grass,NA,NA,F,Fenced
4097,2025,E,3,Z3,Heteropogon contortus,NA,3.7,F,Fenced
4098,2025,E,3,Z3,E.G,NA,9.1,F,Fenced
4099,2025,E,3,Z3,NA,NA,5.2,F,Fenced
4100,2025,E,3,Z3,NA,NA,0,F,Fenced
4101,2025,E,3,Z3,B.N,NA,13.5,F,Fenced
4102,2025,E,3,Z3,Heteropogon contortus,NA,10.5,F,Fenced
4103,2025,E,3,Z3,NA,NA,11,F,Fenced
4104,2025,E,3,Z3,NA,NA,0,F,Fenced
4105,2025,E,3,Z3,E.S,NA,10.4,F,Fenced
4106,2025,E,3,Z3,E.V,NA,6.1,F,Fenced
4107,2025,E,3,Z3,ECurv,NA,0,F,Fenced
4108,2025,E,3,Z3,Chloris virgata,NA,9.2,F,Fenced
4109,2025,E,3,Z3,E.G,NA,NA,F,Fenced
4110,2025,E,3,Z4,B.N,NA,9.2,F,Unfenced
4111,2025,E,3,Z4,E.R,NA,7.1,F,Unfenced
4112,2025,E,3,Z4,NA,NA,0,F,Unfenced
4113,2025,E,3,Z4,NA,NA,0,F,Unfenced
4114,2025,E,3,Z4,Mopane grass,NA,1.7,F,Unfenced
4115,2025,E,3,Z4,Heteropogon contortus,NA,2.7,F,Unfenced
4116,2025,E,3,Z4,E.R,NA,10.2,F,Unfenced
4117,2025,E,3,Z4,NA,NA,1.9,F,Unfenced
4118,2025,E,3,Z4,Heteropogon contortus,NA,2.5,F,Unfenced
4119,2025,E,3,Z4,Aristida ads,NA,0,F,Unfenced
4120,2025,E,3,Z4,NA,NA,0,F,Unfenced
4121,2025,E,3,Z4,NA,NA,0,F,Unfenced
4122,2025,E,3,Z4,Heteropogon contortus,NA,2.2,F,Unfenced
4123,2025,E,3,Z4,E.V,NA,2.4,F,Unfenced
4124,2025,E,3,Z4,E.G,NA,2.1,F,Unfenced
4125,2025,E,3,Z4,NA,NA,2.8,F,Unfenced
4126,2025,E,3,Z4,Panicum maximum,NA,3.1,F,Unfenced
4127,2025,E,3,Z4,Cymbopogon nardus,NA,3,F,Unfenced
4128,2025,E,3,Z4,B.N,NA,4.4,F,Unfenced
4129,2025,E,3,Z4,NA,NA,4.5,F,Unfenced
4130,2025,E,3,Z2,NA,NA,0,F,Unfenced
4131,2025,E,3,Z2,NA,NA,0,F,Unfenced
4132,2025,E,3,Z2,NA,NA,0,F,Unfenced
4133,2025,E,3,Z2,NA,NA,0,F,Unfenced
4134,2025,E,3,Z2,Diheteropogon anplactence,NA,3.1,F,Unfenced
4135,2025,E,3,Z2,Panicum maximum,NA,3.5,F,Unfenced
4136,2025,E,3,Z2,NA,NA,4.8,F,Unfenced
4137,2025,E,3,Z2,NA,NA,3.1,F,Unfenced
4138,2025,E,3,Z2,Heteropogon contortus,NA,8.1,F,Unfenced
4139,2025,E,3,Z2,B.N,NA,4.9,F,Unfenced
4140,2025,E,3,Z2,E.G,NA,4.2,F,Unfenced
4141,2025,E,3,Z2,E.V,NA,0,F,Unfenced
4142,2025,E,3,Z2,Mopane grass,NA,23,F,Unfenced
4143,2025,E,3,Z2,Digitaria erianthra,NA,13.5,F,Unfenced
4144,2025,E,3,Z2,Heteropogon contortus,NA,10.2,F,Unfenced
4145,2025,E,3,Z2,NA,NA,0,F,Unfenced
4146,2025,E,3,Z2,ECurv,NA,2.6,F,Unfenced
4147,2025,E,3,Z2,B.N,NA,2.1,F,Unfenced
4148,2025,E,3,Z2,NA,NA,2.1,F,Unfenced
4149,2025,E,3,Z2,NA,NA,2.1,F,Unfenced
4150,2025,E,2,Z3,Aristida diffusa,NA,7,TF,Fenced
4151,2025,E,2,Z3,E.R,NA,1.4,TF,Fenced
4152,2025,E,2,Z3,Panicum maximum,NA,1.5,TF,Fenced
4153,2025,E,2,Z3,NA,NA,1.8,TF,Fenced
4154,2025,E,2,Z3,Heteropogon contortus,NA,2.7,TF,Fenced
4155,2025,E,2,Z3,Panicum maximum,NA,3.4,TF,Fenced
4156,2025,E,2,Z3,NA,NA,0,TF,Fenced
4157,2025,E,2,Z3,NA,NA,0,TF,Fenced
4158,2025,E,2,Z3,E.V,NA,5.3,TF,Fenced
4159,2025,E,2,Z3,Aristida ads,NA,8.3,TF,Fenced
4160,2025,E,2,Z3,Panicum maximum,NA,10,TF,Fenced
4161,2025,E,2,Z3,NA,NA,9.4,TF,Fenced
4162,2025,E,2,Z3,Panicum maximum,NA,6.9,TF,Fenced
4163,2025,E,2,Z3,NA,NA,2.5,TF,Fenced
4164,2025,E,2,Z3,NA,NA,6.2,TF,Fenced
4165,2025,E,2,Z3,NA,NA,2.5,TF,Fenced
4166,2025,E,2,Z3,Mopane grass,NA,14.1,TF,Fenced
4167,2025,E,2,Z3,Panicum maximum,NA,14.4,TF,Fenced
4168,2025,E,2,Z3,NA,NA,18.1,TF,Fenced
4169,2025,E,2,Z3,NA,NA,19.8,TF,Fenced
4170,2025,E,2,Z1,Panicum maximum,NA,4.9,TF,Fenced
4171,2025,E,2,Z1,Mopane grass,NA,3.5,TF,Fenced
4172,2025,E,2,Z1,Heteropogon contortus,NA,7.1,TF,Fenced
4173,2025,E,2,Z1,E.V,NA,5.4,TF,Fenced
4174,2025,E,2,Z1,Panicum maximum,NA,4.6,TF,Fenced
4175,2025,E,2,Z1,NA,NA,16.8,TF,Fenced
4176,2025,E,2,Z1,NA,NA,12.4,TF,Fenced
4177,2025,E,2,Z1,NA,NA,9.7,TF,Fenced
4178,2025,E,2,Z1,Panicum maximum,NA,19.1,TF,Fenced
4179,2025,E,2,Z1,Mopane grass,NA,14.7,TF,Fenced
4180,2025,E,2,Z1,E.V,NA,11.6,TF,Fenced
4181,2025,E,2,Z1,NA,NA,11.6,TF,Fenced
4182,2025,E,2,Z1,Panicum maximum,NA,7.3,TF,Fenced
4183,2025,E,2,Z1,ECurv,NA,5.6,TF,Fenced
