Year,Site,Plot,Subplot,Species_name,DPM_Height,Fencing,Treatment
2024,A,5,Z1,Urochloa mosambicensis,13.8,Fenced,THF
2024,A,5,Z1,Hyperrhenia filipendula,13.7,Fenced,THF
2024,A,5,Z1,Bothriochloa insculpta,14.2,Fenced,THF
2024,A,5,Z1,Heteropogon contortus,NA,Fenced,THF
2024,A,5,Z1,Aristida adscensionis,NA,Fenced,THF
2024,A,5,Z1,Urochloa mosambicensis,25.6,Fenced,THF
2024,A,5,Z1,Aristida adscensionis,20.8,Fenced,THF
2024,A,5,Z1,NA,22.3,Fenced,THF
2024,A,5,Z1,NA,22.7,Fenced,THF
2024,A,5,Z1,Cymbopogon excavatus,28.2,Fenced,THF
2024,A,5,Z1,Bothriochloa insculpta,28.8,Fenced,THF
2024,A,5,Z1,Urochloa mosambicensis,31.2,Fenced,THF
2024,A,5,Z1,NA,28.8,Fenced,THF
2024,A,5,Z1,Hyparrhenia hirta,21,Fenced,THF
2024,A,5,Z1,Heteropogon contortus,17.1,Fenced,THF
2024,A,5,Z1,Urochloa mosambicensis,21.7,Fenced,THF
2024,A,5,Z1,NA,23,Fenced,THF
2024,A,5,Z1,Urochloa mosambicensis,17.1,Fenced,THF
2024,A,5,Z1,Hyperrhenia filipendula,14.7,Fenced,THF
2024,A,5,Z1,Bothriochloa insculpta,21.1,Fenced,THF
2024,A,5,Z1,NA,21.4,Fenced,THF
2024,A,5,Z2,Urochloa mosambicensis,22.6,Unfenced,THF
2024,A,5,Z2,Heteropogon contortus,16.8,Unfenced,THF
2024,A,5,Z2,Aristida adscensionis,14.9,Unfenced,THF
2024,A,5,Z2,Setaria sphacelata,13.6,Unfenced,THF
2024,A,5,Z2,Urochloa mosambicensis,10.6,Unfenced,THF
2024,A,5,Z2,Bothriochloa insculpta,14.8,Unfenced,THF
2024,A,5,Z2,Heteropogon contortus,17,Unfenced,THF
2024,A,5,Z2,Aristida adscensionis,19.8,Unfenced,THF
2024,A,5,Z2,Melinis repens,NA,Unfenced,THF
2024,A,5,Z2,Panicum maximum,10.8,Unfenced,THF
2024,A,5,Z2,Hyperrhenia filipendula,9.2,Unfenced,THF
2024,A,5,Z2,NA,11.4,Unfenced,THF
2024,A,5,Z2,NA,10.3,Unfenced,THF
2024,A,5,Z2,Heteropogon contortus,17.7,Unfenced,THF
2024,A,5,Z2,Hyperrhenia filipendula,17.5,Unfenced,THF
2024,A,5,Z2,Cymbopogon excavatus,17.4,Unfenced,THF
2024,A,5,Z2,NA,16.4,Unfenced,THF
2024,A,5,Z2,Urochloa mosambicensis,15.1,Unfenced,THF
2024,A,5,Z2,Cymbopogon excavatus,17.3,Unfenced,THF
2024,A,5,Z2,NA,20.1,Unfenced,THF
2024,A,5,Z2,NA,22.7,Unfenced,THF
2024,A,5,Z3,Bothriochloa insculpta,29.8,Fenced,THF
2024,A,5,Z3,Urochloa mosambicensis,26.7,Fenced,THF
2024,A,5,Z3,NA,22.3,Fenced,THF
2024,A,5,Z3,NA,22.3,Fenced,THF
2024,A,5,Z3,Bothriochloa insculpta,36.3,Fenced,THF
2024,A,5,Z3,Heteropogon contortus,34.5,Fenced,THF
2024,A,5,Z3,Eragrostis gummiflua,34.2,Fenced,THF
2024,A,5,Z3,Andropogon eucomus,34.5,Fenced,THF
2024,A,5,Z3,Aristida adscensionis,20.4,Fenced,THF
2024,A,5,Z3,Bothriochloa insculpta,17.1,Fenced,THF
2024,A,5,Z3,NA,19.3,Fenced,THF
2024,A,5,Z3,NA,18.6,Fenced,THF
2024,A,5,Z3,Bothriochloa insculpta,17.1,Fenced,THF
2024,A,5,Z3,Aristida adscensionis,17,Fenced,THF
2024,A,5,Z3,Cymbopogon excavatus,20.2,Fenced,THF
2024,A,5,Z3,Eragrostis superba,22.5,Fenced,THF
2024,A,5,Z3,Heteropogon contortus,8.7,Fenced,THF
2024,A,5,Z3,Bothriochloa insculpta,11.6,Fenced,THF
2024,A,5,Z3,Hyparrhenia hirta,11.3,Fenced,THF
2024,A,5,Z3,NA,10.3,Fenced,THF
2024,A,5,Z4,Bothriochloa insculpta,13.2,Unfenced,THF
2024,A,5,Z4,Heteropogon contortus,17.8,Unfenced,THF
2024,A,5,Z4,Aristida adscensionis,18.3,Unfenced,THF
2024,A,5,Z4,Cymbopogon excavatus,17.6,Unfenced,THF
2024,A,5,Z4,Eragrostis gummiflua,19.1,Unfenced,THF
2024,A,5,Z4,Bothriochloa insculpta,16,Unfenced,THF
2024,A,5,Z4,Cymbopogon excavatus,17.5,Unfenced,THF
2024,A,5,Z4,NA,18.1,Unfenced,THF
2024,A,5,Z4,Bothriochloa insculpta,20.8,Unfenced,THF
2024,A,5,Z4,Aristida adscensionis,18.1,Unfenced,THF
2024,A,5,Z4,Urochloa mosambicensis,23.3,Unfenced,THF
2024,A,5,Z4,Hyperrhenia filipendula,24.5,Unfenced,THF
2024,A,5,Z4,Bothriochloa insculpta,35.3,Unfenced,THF
2024,A,5,Z4,Cymbopogon excavatus,24.2,Unfenced,THF
2024,A,5,Z4,NA,19,Unfenced,THF
2024,A,5,Z4,NA,23.6,Unfenced,THF
2024,A,5,Z4,Heteropogon contortus,18.8,Unfenced,THF
2024,A,5,Z4,Bothriochloa insculpta,15.6,Unfenced,THF
2024,A,5,Z4,Urochloa mosambicensis,18.3,Unfenced,THF
2024,A,5,Z4,NA,18.6,Unfenced,THF
2024,A,1,Z1,Eragrostis superba,6.4,Fenced,C
2024,A,1,Z1,Heteropogon contortus,2.8,Fenced,C
2024,A,1,Z1,Cymbopogon excavatus,5.8,Fenced,C
2024,B,1,Z1,NA,2.6,Fenced,C
2024,B,1,Z1,Eragrostis gummiflua,5.1,Fenced,C
